Transect,State,Locality,Code,ID,PIN,Sex,Year,Arrival,Wean,Death,Latitude,Longitude,Dist,Dissection_date,DaysInLab,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Lepid,SemVes,Uterus,Ovaria,Grav,Litters,NN,MM,FF,Protocol,ASP,SYP,TM,Taenia taeniformis,Ectoparasites,Note
HZ_BR,D,Brunn 3,BRUNN3,SK,2818,M,2014,10/6/14,1M,Dissection,52.9086111111,12.5269444444,,10/7/14,1,18.98,81.4,88.5,0.0294,0.0677,0.0694,0.0686,0.019,0.1719,,,,,,,,A,0,0,0,0,0,
HZ_BR,D,Brunn 3,BRUNN3,SK,2819,F,2014,10/6/14,1F,Dissection,52.9086111111,12.5269444444,,10/7/14,1,18,83,80.7,0.0441,,,,,,,0.0075,B-,,,,,A,0,0,1,0,0,
HZ_BR,D,Brunn 3,BRUNN3,SK,2890,F,2014,10/6/14,1F,Dissection,52.9086111111,12.5269444444,,10/6/14,0,8.44,61.7,71,,,,,,,,,,,,,,B,,,,0,0,
HZ_BR,D,Danewitz,DANE22,SK,2827,M,2014,10/7/14,1M,Dissection,52.7338888889,13.6663888889,,10/7/14,0,14.87,73.9,80.5,0.0356,0.0674,0.0712,0.0693,0.0178,0.0841,,,,,,,,A,0,0,0,0,6,
HZ_BR,D,Danewitz,DANE22,SK,2830,M,2014,10/7/14,1M,Dissection,52.7338888889,13.6663888889,,10/8/14,1,19.77,80.9,86.9,0.0356,0.0931,0.0914,0.0923,0.0235,0.091,,,,,,,,A,0,0,0,0,1,
HZ_BR,D,Danewitz,DANE22,SK,2831,M,2014,10/7/14,1M,Dissection,52.7338888889,13.6663888889,,10/8/14,1,16.76,77.1,86,0.0443,0.0889,0.0909,0.0899,0.0261,0.1492,,,,,,,,A,0,0,0,0,9,
HZ_BR,D,Danewitz,DANE22,SK,2844,M,2014,10/8/14,1M,Dissection,52.7338888889,13.6663888889,,10/9/14,1,18.22,83.7,93.1,0.0258,0.1118,0.1122,0.112,0.0327,0.2239,,,,,,,,A,0,12,0,0,0,
HZ_BR,D,Danewitz,DANE22,SK,2847,M,2014,10/8/14,1M,Dissection,52.7338888889,13.6663888889,,10/9/14,1,12.44,74.2,80.7,0.0414,0.0711,0.073,0.0721,0.0141,0.0098,,,,,,,,A,0,0,0,0,2,
HZ_BR,D,Danewitz,DANE22,SK,2848,M,2014,10/8/14,1M,Dissection,52.7338888889,13.6663888889,,10/9/14,1,15.62,76.6,79.5,0.0485,0.0922,0.0981,0.0952,0.0184,0.101,,,,,,,,A,0,0,0,0,6,
HZ_BR,D,Danewitz,DANE22,SK,2893,M,2014,10/8/14,1M,Dissection,52.7338888889,13.6663888889,,10/8/14,0,8.78,61,67.9,,,,,,,,,,,,,,B,,,,0,0,
HZ_BR,D,Danewitz,DANE22,SK,2829,F,2014,10/7/14,1F,Dissection,52.7338888889,13.6663888889,,10/8/14,1,13.28,68.6,80.2,0.0618,,,,,,,0.0045,B-,,,,,A,0,0,0,0,0,
HZ_BR,D,Danewitz,DANE22,SK,2892,F,2014,10/8/14,1F,Dissection,52.7338888889,13.6663888889,,10/8/14,0,8.9,62.3,71,,,,,,,,,,,,,,B,,,,0,0,
HZ_BR,D,Flieth,FLIE28,SK,2909,F,2014,10/8/14,1F,Dissection,53.1611111111,13.8152777778,,10/9/14,1,15.32,81.3,84.2,0.037,,,,,,,0.0037,B-,,,,,A,0,0,0,0,0,
HZ_BR,D,Flieth,FLIE28,SK,2910,F,2014,10/8/14,1F,Dissection,53.1611111111,13.8152777778,,10/9/14,1,14.41,78.9,85,0.0363,,,,,,,0.0026,B-,,,,,A,0,0,0,0,1,
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2839,M,2014,10/8/14,1M,Dissection,53.0941666667,13.8433333333,,10/9/14,1,15.37,77.7,69.3,0.0293,0.0499,0.0525,0.0512,0.0135,0.0726,,,,,,,,A,0,15,0,0,0,
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2840,M,2014,10/8/14,1M,Dissection,53.0941666667,13.8433333333,,10/9/14,1,21.73,86.8,78.8,0.0306,0.0817,0.0843,0.083,0.02,0.1168,,,,,,,,A,0,70,0,0,0,
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2843,M,2014,10/8/14,1M,Dissection,53.0941666667,13.8433333333,,10/9/14,1,16.6,78.6,71.1,0.019,0.0634,0.0671,0.0653,0.0171,0.1128,,,,,,,,A,0,105,0,0,0,
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2841,F,2014,10/8/14,1F,Dissection,53.0941666667,13.8433333333,,10/9/14,1,18.58,84.8,80.5,0.0288,,,,,,,0.0079,B-,,,,,A,0,87,0,0,0,
HZ_BR,D,Friedrichsfelde 11,FRFE11,SK,2842,F,2014,10/8/14,1F,Dissection,53.0941666667,13.8433333333,,10/9/14,1,20.67,87.1,82.3,0.0354,,,,,,,0.0111,B-,,,,,A,0,0,0,0,0,
HZ_BR,D,Hammer,HAMM,SK,2835,M,2014,10/7/14,1M,Dissection,52.88,13.4391666667,,10/8/14,1,15.24,76.6,88.5,0.0147,0.0882,0.0896,0.0889,0.0207,0.2217,,,,,,,,A,0,0,0,1,0,
HZ_BR,D,Hohenwutzen 30,HOWZ30,SK,2899,M,2014,10/9/14,1M,Dissection,52.8366666667,14.1188888889,,10/9/14,0,9.51,64.1,66.9,,,,,,,,,,,,,,B,,,,0,0,
HZ_BR,D,Hohenwutzen 30,HOWZ30,SK,2913,M,2014,10/9/14,1M,Dissection,52.8366666667,14.1188888889,,10/10/14,1,12.36,70.7,66.2,0.0288,0.0499,0.0498,0.0499,0.0159,0.0854,,,,,,,,A,0,0,0,0,1,
HZ_BR,D,Hohenwutzen 30,HOWZ30,SK,2914,M,2014,10/9/14,1M,Dissection,52.8366666667,14.1188888889,,10/10/14,1,10.08,65.6,65.1,0.0243,0.0261,0.027,0.0266,0.0043,0.0064,,,,,,,,A,0,0,0,0,0,
HZ_BR,D,Hohenwutzen 30,HOWZ30,SK,2897,F,2014,10/9/14,1F,Dissection,52.8366666667,14.1188888889,,10/9/14,0,7.52,63.8,70,,,,,,,,,B-,,,,,B ,,,,0,0,
HZ_BR,D,Hohenwutzen 30,HOWZ30,SK,2898,F,2014,10/9/14,1F,Dissection,52.8366666667,14.1188888889,,10/9/14,0,10.54,65.9,70.2,,,,,,,,,B-,,,,,B ,,,,0,NA,
HZ_BR,D,Hohenwutzen 30,HOWZ30,SK,2915,F,2014,10/9/14,1F,Dissection,52.8366666667,14.1188888889,,10/10/14,1,19.03,81.5,73.9,0.0442,,,,,,,0.0128,B+,1,1,,,A,0,0,0,0,0,
HZ_BR,D,Hohenwutzen 30,HOWZ30,SK,2916,F,2014,10/9/14,1F,Dissection,52.8366666667,14.1188888889,,10/10/14,1,19.84,84.7,79.7,0.023,,,,,,,0.0138,B-,,,,,A,0,0,0,0,0,
HZ_BR,D,Joachimstahl,JOACH,SK,2891,M,2014,10/8/14,1F,"Dead, see note",52.9788888889,13.7327777778,,10/8/14,0,16.04,82.4,76.3,,,,,,,,,,,,,,B,,,,,,Most probably Apodemus
HZ_BR,D,Joachimstahl,JOACH,SK,2911,F,2014,10/8/14,1F,Dissection,52.9788888889,13.7327777778,,10/9/14,1,20.03,82.1,72.7,0.0389,,,,,,,0.0147,B+,1,7,,,A,0,0,9,0,1,
HZ_BR,D,Joachimstahl,JOACH,SK,2912,F,2014,10/8/14,1F,Dissection,52.9788888889,13.7327777778,,10/9/14,1,15.32,79.3,82.3,0.0181,,,,,,,0.0066,B-,,,,,A,0,0,5,0,3,
HZ_BR,D,Liebenthal,LIEB38,SK,2813,M,2014,10/6/14,1M,Dissection,52.9155555556,13.4636111111,,10/7/14,1,18.51,81.3,86,0.0651,0.0857,0.0857,0.0857,0.0224,0.1041,,,,,,,,A,0,20,0,0,0,
HZ_BR,D,Liebenthal,LIEB38,SK,2814,M,2014,10/6/14,1M,Dissection,52.9155555556,13.4636111111,,10/7/14,1,21.05,86.2,95.7,0.0285,0.0875,0.0895,0.0885,0.0279,0.1492,,,,,,,,A,0,3,0,0,0,
HZ_BR,D,Liebenthal,LIEB38,SK,2815,F,2014,10/6/14,1F,Dissection,52.9155555556,13.4636111111,,10/7/14,1,21.26,84.9,93.8,0.0345,,,,,,,0.0107,B+,1,6,,,A,0,0,0,0,0,
HZ_BR,D,Liebenthal,LIEB38,SK,2816,F,2014,10/6/14,1F,Dissection,52.9155555556,13.4636111111,,10/7/14,1,17.24,80.3,93,0.047,,,,,,,0.0093,B+,1,3,,,A,0,5,0,0,0,
HZ_BR,D,Lietzow,LIET21,SK,2820,F,2014,10/6/14,1F,Dissection,52.6169444444,12.8358333333,,10/7/14,1,20.34,84.1,93.8,0.0785,,,,,,,0.0099,B-,,,,,A,2,30,0,0,0,
HZ_BR,D,Lübars,LUEB21,SK,2925,F,2014,10/10/14,1F,Dissection,52.6211111111,13.3577777778,,10/10/14,0,13.52,71.5,77.6,0.0307,,,,,,,0.0033,B-,,,,,A,0,1,1,0,0,
HZ_BR,D,Neu-Temmen,NETEM7,SK,2935,F,2014,10/10/14,1F,Dissection,53.0866666667,13.7755555556,,10/10/14,0,12.95,78.9,75.6,0.0356,,,,,,,0.0057,B-,,,,,A,9,0,0,0,0,
HZ_BR,D,Neugaul,NEUG21,SK,2834,M,2014,10/7/14,1M,Dissection,52.7547222222,14.1205555556,,10/8/14,1,12.77,72.4,62.1,0.0245,0.0499,0.049,0.0495,0.0129,0.1062,,,,,,,,A,0,0,0,0,1,
HZ_BR,D,Neugaul,NEUG21,SK,2832,F,2014,10/7/14,1M,Dissection,52.7547222222,14.1205555556,,10/8/14,1,8.96,62.4,63.1,,,,,,,,0.002,B-,,,,,A,0,13,0,0,0,
HZ_BR,D,Neugaul,NEUG21,SK,2833,F,2014,10/7/14,1M,Dissection,52.7547222222,14.1205555556,,10/8/14,1,12.16,73.6,76.1,,,,,,,,0.0028,B-,,,,,A,0,27,0,0,1,
HZ_BR,D,Neulöwenberg,NEULO9,SK,2917,M,2014,10/9/14,1M,Dissection,52.9008333333,13.1972222222,,10/10/14,1,17.89,81,88.9,0.0218,0.0927,0.0943,0.0935,0.0307,0.1477,,,,,,,,A,0,462,0,0,0,
HZ_BR,D,Neulöwenberg,NEULO9,SK,2918,M,2014,10/9/14,1M,Dissection,52.9008333333,13.1972222222,,10/10/14,1,12.83,72.3,78.5,0.0276,0.0386,0.038,0.0383,0.0084,0.0085,,,,,,,,A,0,0,0,0,4,
HZ_BR,D,Neulöwenberg,NEULO9,SK,2921,M,2014,10/9/14,1M,Dissection,52.9008333333,13.1972222222,,10/10/14,1,16.72,76.9,84.2,0.0458,0.0705,0.0708,0.0707,0.0295,0.1603,,,,,,,,A,0,45,0,0,0,
HZ_BR,D,Neulöwenberg,NEULO9,SK,2919,F,2014,10/9/14,1F,Dissection,52.9008333333,13.1972222222,,10/10/14,1,28.29,87.3,83.9,0.0425,,,,,,,0.0148,B-,,,,,A,0,0,0,0,1,
HZ_BR,D,Neulöwenberg,NEULO9,SK,2920,F,2014,10/9/14,1F,Dissection,52.9008333333,13.1972222222,,10/10/14,1,16.47,80.3,82.7,0.0252,,,,,,,0.0108,B-,,,,,A,0,0,0,0,4,
HZ_BR,D,Neurüdnitz,NEUR14,SK,2905,M,2014,10/8/14,1M,Dissection,52.7913888889,14.1825,,10/9/14,1,20.38,85.6,79.1,0.0882,0.0887,0.0922,0.0905,0.0269,0.2247,,,,,,,,A,0,0,0,0,0,
HZ_BR,D,Neurüdnitz,NEUR14,SK,2845,F,2014,10/8/14,1F,Dissection,52.7913888889,14.1825,,10/9/14,1,20.97,80.7,81.5,0.0203,,,,,,,0.0083,B+,1,6,,,A,0,13,0,0,0,
HZ_BR,D,Neurüdnitz,NEUR14,SK,2846,F,2014,10/8/14,1F,Dissection,52.7913888889,14.1825,,10/9/14,1,16.89,82.6,80.9,0.0435,,,,,,,0.0088,B+,1,8,,,A,0,12,0,0,0,
HZ_BR,D,Neurüdnitz,NEUR14,SK,2849,F,2014,10/8/14,1F,Dissection,52.7913888889,14.1825,,10/9/14,1,21.23,87.5,82.3,0.0878,,,,,,,0.0197,B+,1,8,,,A,0,2,0,0,0,
HZ_BR,D,Neurüdnitz,NEUR14,SK,2894,F,2014,10/8/14,1F,Dissection,52.7913888889,14.1825,,10/8/14,0,7.24,61.4,64,,,,,,,,,B-,,,,,B,,,,0,0,
HZ_BR,Germany,Pausien,PAUS,SK,2821,M,2014,10/6/14,1M,Dissection,52.6372222222,13.0447222222,,10/7/14,1,19.88,80.8,81.6,0.0344,0.0934,0.0905,0.092,0.0293,0.1543,,,,,,,,A,0,201,4,0,0,
HZ_BR,Germany,Pausien,PAUS,SK,2822,M,2014,10/6/14,1M,Dissection,52.6372222222,13.0447222222,,10/7/14,1,12.65,70.9,78.1,0.0302,0.0677,0.0704,0.0691,0.0161,0.0152,,,,,,,,A,0,20,0,0,0,
HZ_BR,Germany,Pausien,PAUS,SK,2825,M,2014,10/6/14,1M,Dissection,52.6372222222,13.0447222222,,10/7/14,1,12.5,69.2,77.3,0.0143,0.0144,0.0141,0.0143,0.002,,,,,,,,,A,0,0,0,0,0,
HZ_BR,Germany,Pausien,PAUS,SK,2823,F,2014,10/6/14,1F,Dissection,52.6372222222,13.0447222222,,10/7/14,1,13.39,70.1,78.9,0.0235,,,,,,,0.0027,B-,,,,,A,0,55,0,0,0,
HZ_BR,Germany,Pausien,PAUS,SK,2824,F,2014,10/6/14,1F,Dissection,52.6372222222,13.0447222222,,10/7/14,1,20.27,81.5,85.2,0.0461,,,,,,,0.011,B+,1,4,,,A,0,0,4,0,0,
HZ_BR,Germany,Rüdnitz 21,RUDN21,SK,2908,F,2014,10/8/14,1F,Dissection,52.7169444444,13.64,,10/9/14,1,11.63,67.5,70,0.0258,,,,,,,0.0034,B-,,,,,A,0,0,2,0,1,
HZ_BR,D,Schmachtenhagen,SCHM1,SK,2896,F,2014,10/9/14,1F,Dissection,52.7886111111,13.345,,10/9/14,0,7.42,60.7,69.7,,,,,,,,,B-,,,,,A,0,0,0,0,0,
HZ_BR,D,Schmachtenhagen,SCHM1,SK,2923,F,2014,10/9/14,1F,Dissection,52.7886111111,13.345,,10/10/14,1,16.82,89,NA,0.0332,,,,,,,0.006,B-,,,,,A,0,0,0,0,0,
HZ_BR,Germany,Staffelde,STAFF,SK,2826,M,2014,10/7/14,1M,Dissection,52.7297222222,12.9925,,10/8/14,1,14.79,74.1,81.6,0.0205,0.0789,0.0796,0.0793,0.0214,0.0626,,,,,,,,A,0,0,0,0,0,
HZ_BR,Germany,Stegelitz,STEG1,SK,2927,M,2014,10/10/14,1M,Dissection,53.1266666667,13.8433333333,,10/10/14,0,16.96,76.8,74.7,0.0315,0.0643,0.0645,0.0644,0.0171,0.1431,,,,,,,,A,235,0,0,0,1,
HZ_BR,Germany,Stegelitz,STEG1,SK,2928,F,2014,10/10/14,1F,Dissection,53.1266666667,13.8433333333,,10/10/14,0,19,77,77.7,0.0601,,,,,,,0.018,B+,1,9,,,A,57,0,0,0,0,
HZ_BR,Germany,Stegelitz,STEG1,SK,2929,F,2014,10/10/14,1F,Dissection,53.1266666667,13.8433333333,,10/10/14,0,20.84,88.9,78.1,0.0467,,,,,,,0.0196,B-,,,,,A,236,0,0,0,2,
HZ_BR,Germany,Stegelitz,STEG1,SK,2932,F,2014,10/10/14,1F,Dissection,53.1266666667,13.8433333333,,10/10/14,0,16.97,85.9,81.9,0.0423,,,,,,,0.0141,B-,,,,,A,,,,,5,
HZ_BR,Germany,Temmen,TEMM,SK,2924,M,2014,10/9/14,1M,Dissection,53.0967,13.7556,,10/10/14,1,21.59,85.7,76.2,0.0571,0.0429,0.0443,0.0436,0.0178,0.1348,,,,,,,,A,54,21,0,0,0,
HZ_BR,Germany,Tempelfelde,TEMP8c,SK,2828,M,2014,10/7/14,1M,Dissection,53.0966666667,13.7555555556,,10/8/14,1,14.75,74.7,83.6,,0.0613,0.0637,0.0625,0.0215,0.1538,,,,,,,,A,0,0,0,0,1,
HZ_BR,Germany,Zäckericker Loose,ZACK20,SK,2850,F,2014,10/8/14,1F,Dissection,52.7883333333,14.2408333333,,10/9/14,1,21.81,87.9,77.4,0.0608,,,,,,,0.0152,B-,,,,,A,0,4,0,0,0,
HZ_BR,Germany,Zäckericker Loose,ZACK20,SK,2895,F,2014,10/8/14,1F,Dissection,52.7883333333,14.2408333333,,10/8/14,0,12.16,77,68.3,,,,,,,,,B-,,,,,B,,,,0,0,
HZ_BR,Germany,Zäckericker Loose,ZACK20,SK,2906,F,2014,10/8/14,1F,Dissection,52.7883333333,14.2408333333,,10/9/14,1,15.99,81.8,73.9,0.0623,,,,,,,0.0053,B+,1,6,,,A,0,0,0,0,0,
HZ_BR,Germany,Zäckericker Loose,ZACK20,SK,2907,F,2014,10/8/14,1F,Dissection,52.7883333333,14.2408333333,,10/9/14,1,16.01,78.9,70.1,0.086,,,,,,,0.0064,B+,1,5,,,A,0,0,0,0,0,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,2806,M,2014,10/6/14,1M,Dissection,52.7969444444,13.3994444444,,10/6/14,0,15.03,74.5,83.9,0.035,0.0591,0.0611,0.0601,0.0143,0.0508,,,,,,,,A,0,5,0,0,0,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,2809,M,2014,10/6/14,1M,Dissection,52.7969444444,13.3994444444,,10/7/14,1,22.78,86.9,101.4,0.0922,0.0877,0.0895,0.0886,0.0274,0.2263,,,,,,,,A,2,13,0,0,0,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,2810,M,2014,10/6/14,1M,Dissection,52.7969444444,13.3994444444,,10/7/14,1,18.35,83.8,89.9,0.0645,0.0669,0.0685,0.0677,0.0196,0.1155,,,,,,,,A,39,2,0,0,1,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,2807,F,2014,10/6/14,1F,Dissection,52.7969444444,13.3994444444,,10/6/14,0,24.21,94.1,99.8,0.0777,,,,,,,0.0179,B-,,,,,A,27,324,0,0,0,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,2808,F,2014,10/6/14,1F,Dissection,52.7969444444,13.3994444444,,10/6/14,0,15.96,81.8,88.6,0.052,,,,,,,0.0103,B+,1,2,,,A,0,35,0,0,0,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,2811,F,2014,10/6/14,1F,Dissection,52.7969444444,13.3994444444,,10/7/14,1,23.09,97.1,103.7,0.069,,,,,,,0.0181,B+,1,6,,,A,20,183,0,0,0,
HZ_BR,Germany,Zehlendorf 1,ZEHL1,SK,2812,F,2014,10/6/14,1F,Dissection,52.7969444444,13.3994444444,,10/7/14,1,23.83,94.9,103.5,0.0865,,,,,,,0.0409,B-,,,,,A,0,12,0,0,0,
HZ_BR,Germany,Zehlendorf 21a,ZEHL21,SK,2926,F,2014,10/10/14,1F,Dissection,52.7752777778,13.3877777778,,10/10/14,0,14.32,73.5,89.1,0.0446,,,,,,,0.0054,B-,,,,,A,0,0,0,0,3,
HZ_CZ,CZ,Bezvěrov1,BEZ1,SK,2760,F,2014,9/25/14,1F,Dissection,49.9944,13.0539,115.0673065154,9/26/14,0,14.56,77.1,68.8,0.0519,,,,,,,0.0083,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Bezvěrov1,BEZ1,SK,2761,F,2014,9/25/14,1F,Dissection,49.9944,13.0539,115.0673065154,9/26/14,0,20.26,86.2,75,0.0958,,,,,,,,B+,1,4,,,A,,,,,0,
HZ_CZ,CZ,Bezvěrov1,BEZ1,SK,2874,F,2014,9/25/14,1F,Dissection,49.9944444444,13.0538888889,115.0673065154,9/25/14,0,13.12,75.2,67.1,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Bezvěrov1,BEZ1,SK,2875,F,2014,9/25/14,1F,Dissection,49.9944444444,13.0538888889,115.0673065154,9/25/14,0,14.33,77.8,73.1,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Bezvěrov2,BEZ2,SK,2745,M,2014,9/25/14,1M,Dissection,49.9942,13.0531,115.0246034571,9/26/14,1,15.19,78.4,69.5,0.1376,0.0866,0.087,0.0868,0.0417,0.1106,,,,,,,,A,,,,,1,
HZ_CZ,CZ,Bezvěrov2,BEZ2,SK,2758,M,2014,9/25/14,1M,Dissection,49.9942,13.0531,115.0246034571,9/26/14,1,15.7,80.1,,0.0639,0.0726,0.0746,0.0736,0.0224,0.0767,,,,,,,,A,,,,,5,
HZ_CZ,CZ,Bezvěrov2,BEZ2,SK,2755,F,2014,9/25/14,1F,Dissection,49.9942,13.0531,115.0246034571,9/26/14,1,17.73,85.2,79.2,0.0636,,,,,,,,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Blažim 39,BLAZI,SK,2741,M,2014,9/25/14,1M,Dissection,49.9169,13.0489,118.1146538886,9/26/14,1,13.3,76.5,68.7,0.0657,0.0475,0.0502,0.0489,0.0081,0.0146,,,,,,,,A,,,,,4,
HZ_CZ,CZ,Blažim 39,BLAZI,SK,2744,M,2014,9/25/14,1M,Dissection,49.9169,13.0489,118.1146538886,9/26/14,1,16.78,81.1,74.9,0.0454,0.0577,0.0558,0.0568,0.0167,0.0931,,,,,,,,A,,,,,1,
HZ_CZ,CZ,Blažim 39,BLAZI,SK,2871,M,2014,9/25/14,1M,Dissection,49.9169444444,13.0488888889,118.1146538886,9/25/14,0,17.19,,,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Blažim 39,BLAZI,SK,2873,M,2014,9/25/14,1M,Dissection,49.9169444444,13.0488888889,118.1146538886,9/25/14,0,14.09,77.6,67.3,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Blažim 39,BLAZI,SK,2751,F,2014,9/25/14,1F,Dissection,49.9169,13.0489,118.1146538886,9/26/14,1,18.45,84.5,73.9,0.0547,,,,,,,0.0179,B+,,,,,A,,,,,0,
HZ_CZ,CZ,Blažim 39,BLAZI,SK,2754,F,2014,9/25/14,1F,Dissection,49.9169,13.0489,118.1146538886,9/26/14,1,20.18,87.4,83.8,0.0572,,,,,,,0.0135,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2670,M,2014,9/21/14,1M,Dissection,50.2216666667,13.3741666667,126.11,9/22/14,1,16.14,80.7,63.9,0.1925,0.0661,0.0705,0.0683,0.0198,0.0671,,,,,,,,A,,,,,1,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2682,M,2014,9/22/14,1M,Dissection,50.2216666667,13.3741666667,126.11,9/23/14,1,17.22,82.6,73.9,0.1069,0.0644,0.065,0.0647,0.0162,0.0438,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2800,M,2014,9/22/14,1M,Dissection,50.2216666667,13.3741666667,126.11,10/1/14,9,14.13,78.8,74.9,0.0358,0.049,0.0495,0.0493,0.008,0.0123,,,,,,,,A,21,13,0,0,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2684,F,2014,9/22/14,1F,Dissection,50.2216666667,13.3741666667,126.11,9/23/14,1,18.01,80.9,71.9,0.1486,,,,,,,0.0122,B+,1,6,,,A,,,,,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2685,F,2014,9/22/14,1F,Dissection,50.2216666667,13.3741666667,126.11,9/23/14,1,22.31,91.1,79.2,,,,,,,,,B+,1,7,,,A,,,,,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2688,F,2014,9/22/14,1F,Dissection,50.2216666667,13.3741666667,126.11,9/23/14,1,21.05,86.2,76.1,0.149,,,,,,,0.0111,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2799,F,2014,9/22/14,1F,Dissection,50.2216666667,13.3741666667,126.11,10/1/14,9,11.51,76.9,64.7,0.0375,,,,,,,0.0035,B-,,,,,A,0,6,0,0,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2801,F,2014,9/22/14,1F,Dissection,50.2216666667,13.3741666667,126.11,10/2/14,10,17.03,85.8,75.8,0.0568,,,,,,,0.0075,B-,,,,,A,23,6,0,0,0,
HZ_CZ,CZ,Buškovice2,BUS2,SK,2802,F,2014,9/22/14,1F,Dissection,50.2216666667,13.3741666667,126.11,10/2/14,10,16.22,85.5,71.7,0.0697,,,,,,,0.007,B-,,,,,A,13,60,0,0,3,
HZ_CZ,CZ,Chlum Svaté Máří1,CHL1,SK,2788,M,2014,9/27/14,1M,Dissection,50.1516666667,12.5319444444,73.9521293137,9/28/14,1,14.84,80.1,80.1,0.0376,0.0645,0.0662,0.0654,0.0227,0.0684,,,,,,,,A,,,,,0,
