Transect,State,Locality,Code,ID,PIN,Sex,Year,Arrival,Wean,Death,Latitude,Longitude,Dist,Dissection_date,DaysInLab,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Lepid,SemVes,Uterus,Ovaria,Grav,Litters,NN,MM,FF,Protocol,ASP,SYP,TM,Taenia taeniformis,Ectoparasites,Note
HZ_CZ,CZ,Odrava 26,ODR26,SK,2691,F,2014,9/22/14,1F,Dissection,50.1044,12.4842,72.8311794111,9/23/14,1,19.23,82.8,80.2,0.0421,,,,,,,,B+,1,4,,,A,,,,,0,
HZ_CZ,CZ,Pastuchovice,PAST,SK,2700,M,2014,9/23/14,1M,Dissection,50.0692,13.3842,133.4785427996,9/24/14,1,14.83,80,76.4,0.0484,0.0685,0.0678,0.0682,0.0184,0.0967,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Pastuchovice,PAST,SK,2734,M,2014,9/24/14,1M,Dissection,50.0692,13.3842,133.4785427996,9/25/14,1,12.08,75.1,67.7,0.0469,0.0554,0.0568,0.0561,0.0161,0.0699,,,,,,,,A,,,,,1,
HZ_CZ,CZ,Pastuchovice,PAST,SK,2756,M,2014,9/24/14,1M,Dissection,50.0692,13.3842,133.4785427996,9/26/14,2,18.46,81.1,71.4,0.0682,0.0662,0.0655,0.0659,0.0261,0.1026,,,,,,,,A,,,,,4,
HZ_CZ,CZ,Pastuchovice,PAST,SK,2702,F,2014,9/23/14,1F,Dissection,50.0691666667,13.3841666667,133.4785427996,9/24/14,1,17.53,81.7,71.1,0.1394,,,,,,,0.0099,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Pastuchovice,PAST,SK,2705,F,2014,9/23/14,1F,Dissection,50.0691666667,13.3841666667,133.4785427996,9/24/14,1,10.9,68.3,63,0.0538,,,,,,,0.0051,B+,1,4,,,A,,,,,0,
HZ_CZ,CZ,Pastuchovice,PAST,SK,2775,F,2014,9/23/14,1F,Dissection,50.0691666667,13.3841666667,133.4785427996,9/27/14,4,10.36,70,65.1,0.0266,,,,,,,0.006,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Pastuchovice,PAST,SK,2778,F,2014,9/23/14,1F,Dissection,50.0691666667,13.3841666667,133.4785427996,9/27/14,4,10.53,69.7,65.6,0.04,,,,,,,0.004,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Přehořov 11,PRE11,SK,2728,M,2014,9/24/14,1M,Dissection,50.0281,13.3781,134.8875317362,9/25/14,1,14.76,77,71.8,0.04,0.0611,0.0578,0.0595,0.0149,0.0606,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Přehořov 11,PRE11,SK,2730,M,2014,9/24/14,1M,Dissection,50.0281,13.3781,134.8875317362,9/25/14,1,13.99,76.8,73.6,0.0469,0.0641,0.0625,0.0633,0.0147,0.027,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Přehořov 11,PRE11,SK,2736,F,2014,9/24/14,1F,Dissection,50.0281,13.3781,134.8875317362,9/25/14,1,10.94,70.7,66.7,0.0291,,,,,,,0.0038,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Přílezy prasata,PRPR,SK,2671,M,2014,9/21/14,1M,Dissection,50.0919,12.9428,103.5242321934,9/22/14,1,15.99,78.1,67.9,0.0449,0.0571,0.0601,0.0586,0.0182,0.0785,,,,,,,,A,,,,,0,
HZ_CZ,D,Rosenbühl,ROSE,SK,2759,F,2014,9/25/14,1F,Dissection,49.9914,12.2331,61.0881837322,9/26/14,1,10.39,68.2,68.8,0.0313,,,,,,,,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Šabina 86,SABI86,SK,2777,M,2014,9/26/14,1M,Dissection,50.1347222222,12.5977777778,78,9/27/14,1,14.86,80,72.2,0.0429,0.0486,0.0493,0.049,0.0154,0.0661,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Šabina 86,SABI86,SK,2787,M,2014,9/27/14,1M,Dissection,50.1347222222,12.5977777778,78,9/28/14,1,14.78,78.7,78.6,0.0363,0.0536,0.0523,0.053,0.0165,0.0986,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Šabina 86,SABI86,SK,2774,F,2014,9/27/14,1F,Dissection,50.1347222222,12.5977777778,78,9/28/14,1,13.64,75.1,72.9,0.101,,,,,,,0.0071,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Šabina horses,SABIH,SK,2770,F,2014,9/26/14,1F,Dissection,50.135,12.5828,78.0773260244,9/27/14,1,9.91,68.5,67.2,0.0249,,,,,,,0.0019,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Šabina horses,SABIH,SK,2771,F,2014,9/26/14,1F,Dissection,50.135,12.5828,78.0773260244,9/27/14,1,18.41,81.9,72,0.1084,,,,,,,0.0157,B-,,,,,A,,,,,2,
HZ_CZ,D,Seybothenreuth,SEYB,SK,2768,M,2014,9/26/14,1M,Dissection,49.8825,11.72,12.61,9/27/14,1,19.58,82.9,88.5,0.0687,0.0757,0.0734,0.0746,0.0247,0.1387,,,,,,,,A,,,,,11,
HZ_CZ,D,Seybothenreuth,SEYB,SK,2769,M,2014,9/26/14,1M,Dissection,49.8825,11.72,12.61,9/27/14,1,17.35,84.2,84.2,0.1488,0.0742,0.0771,0.0757,0.0223,0.1041,,,,,,,,A,,,,,3,
HZ_CZ,D,Seybothenreuth,SEYB,SK,2742,F,2014,9/25/14,1F,Dissection,49.8825,11.72,12.61,9/26/14,1,22.89,84.9,82.1,0.0501,,,,,,,,B+,1,5,,,A,,,,,4,
HZ_CZ,D,Seybothenreuth,SEYB,SK,2743,F,2014,9/25/14,1F,Dissection,49.8825,11.72,12.61,9/26/14,1,15.23,81,76.8,0.0614,,,,,,,0.0126,B+,1,6,,,A,,,,,0,
HZ_CZ,D,Seybothenreuth,SEYB,SK,2876,F,2014,9/26/14,1F,Dissection,49.8825,11.72,12.61,9/27/14,1,12.91,73.3,77.4,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,D,Seybothenreuth,SEYB,SK,2877,F,2014,9/26/14,1F,Dissection,49.8825,11.72,12.61,9/27/14,1,18.18,84.2,86.7,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,D,Straas2,STR2,SK,2673,M,2014,9/22/14,1M,Dissection,50.1814,11.7625,21.9964785946,9/23/14,1,21.63,87.5,82,0.0618,0.0737,0.0748,0.0743,0.0243,0.142,,,,,,,,A,,,,,0,
HZ_CZ,D,Straas2,STR2,SK,2689,M,2014,9/22/14,1M,Dissection,50.1814,11.7625,21.9964785946,9/23/14,1,12.77,71.9,75.6,0.0513,0.0388,0.0405,0.0397,0.0058,,,,,,,,,A,,,,,0,
HZ_CZ,D,Straas2,STR2,SK,2803,M,2014,9/27/14,1M,Dissection,50.1814,11.7625,21.9964785946,10/2/14,5,20.26,89.7,89.7,0.056,0.0797,0.0838,0.0818,0.0216,0.0634,,,,,,,,A,0,40,3,0,1,
HZ_CZ,D,Straas2,STR2,SK,2674,F,2014,9/22/14,1F,Dissection,50.1814,11.7625,21.9964785946,9/23/14,1,12.83,74.7,77.3,0.0565,,,,,,,,B-,,,,,A,,,,,2,
HZ_CZ,D,Straas2,STR2,SK,2675,F,2014,9/22/14,1F,Dissection,50.1814,11.7625,21.9964785946,9/23/14,1,26.96,92.5,91.3,0.1509,,,,,,,,B+,1,5,,,A,,,,,0,
HZ_CZ,D,Straas2,STR2,SK,2804,F,2014,9/27/14,1F,Dissection,50.1814,11.7625,21.9964785946,10/2/14,5,12.68,75.9,77.1,0.086,,,,,,,0.0038,B-,,,,,A,0,227,7,0,4,
HZ_CZ,D,Straas2,STR2,SK,2805,F,2014,9/27/14,1F,Dissection,50.1814,11.7625,21.9964785946,10/2/14,5,21.44,89,88.9,0.1032,,,,,,,0.0116,B-,,,,,A,3,86,10,0,2,
HZ_CZ,CZ,Týniště4,TYN4,SK,2704,M,2014,9/23/14,1M,Dissection,50.1472,13.1825,116.8388518461,9/24/14,1,11.05,73.2,64.8,0.0323,0.0611,0.0597,0.0604,0.0107,0.0117,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Týniště4,TYN4,SK,2727,M,2014,9/24/14,1M,Dissection,50.1472,13.1825,116.8388518461,9/25/14,1,13.91,75.5,69.5,0.0313,0.0675,0.0692,0.0684,0.0141,,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Týniště4,TYN4,SK,2729,F,2014,9/24/14,1F,Dissection,50.1472,13.1825,116.8388518461,9/25/14,1,17.44,79.9,65.9,0.0701,,,,,,,,B+,1,6,,,A,,,,,0,
HZ_CZ,D,Unterweissenbach,UNWE,SK,2676,M,2014,9/22/14,1M,Dissection,50.1569,12.1033,45.5164280183,9/23/14,1,10.89,70.2,71,0.0271,0.0326,0.037,0.0348,0.0049,,,,,,,,,A,,,,,0,
HZ_CZ,D,Unterweissenbach,UNWE,SK,2677,M,2014,9/22/14,1M,Dissection,50.1569,12.1033,45.5164280183,9/23/14,1,7.84,62.1,69.7,0.0132,,,,,,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Verušičky 15,VER15,SK,2701,M,2014,9/23/14,1M,Dissection,50.1419,13.1764,116.6693620674,9/24/14,1,15.19,84.8,77.2,0.0933,0.05,0.051,0.0505,0.0186,0.0969,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Verušičky 15,VER15,SK,2703,M,2014,9/23/14,1M,Dissection,50.1419,13.1764,116.6693620674,9/24/14,1,15.8,85.7,74.8,0.0564,0.0569,0.057,0.057,0.0177,0.0962,,,,,,,,A,,,,,1,
HZ_CZ,CZ,Verušičky 15,VER15,SK,2869,M,2014,9/24/14,1M,Dissection,50.1419,13.1764,116.6693620674,9/25/14,1,16.05,,,,,,,,,,,,,,,,B,,,,,0,
HZ_CZ,CZ,Verušičky 15,VER15,SK,2737,F,2014,9/24/14,1F,Dissection,50.1419,13.1764,116.6693620674,9/25/14,1,24.51,87.4,63.7,0.1155,,,,,,,,B+,1,6,,,A,,,,,0,
HZ_CZ,CZ,Verušičky 15,VER15,SK,2738,F,2014,9/24/14,1F,Dissection,50.1419,13.1764,116.6693620674,9/25/14,1,5.6,57.5,52.4,0.0149,,,,,,,,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Vrbice 7,VRB7,SK,2663,M,2014,9/21/14,1M,Dissection,50.1494,13.2308,119.9073186035,9/22/14,1,15.63,81.5,72.2,0.0572,0.069,0.068,0.0685,0.023,0.0869,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Vrbice 7,VRB7,SK,2664,M,2014,9/21/14,1M,Dissection,50.1494,13.2308,119.9073186035,9/22/14,1,17.84,82.8,80.4,0.045,0.0901,0.0918,0.091,0.0283,0.1036,,,,,,,,A,,,,,2,
HZ_CZ,CZ,Vrbice 7,VRB7,SK,2665,F,2014,9/21/14,1F,Dissection,50.1494,13.2308,119.9073186035,9/22/14,1,19,84.8,79.3,0.0761,,,,,,,0.0111,B-,,,,,A,,,,,2,
HZ_CZ,CZ,Vrbice 7,VRB7,SK,2856,F,2014,9/21/14,1F,Dissection,50.1494,13.2308,119.9073186035,9/21/14,0,14.54,81.4,72.6,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Vrbice 7,VRB7,SK,2857,F,2014,9/21/14,1F,Dissection,50.1494,13.2308,119.9073186035,9/21/14,0,13.73,78.6,68.6,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,CZ,Vrbička 4,VRBI4,SK,2686,M,2014,9/22/14,1M,Dissection,50.1775,13.2933,122.77,9/23/14,1,13.73,74.9,70.4,0.0369,0.0624,0.0615,0.062,0.0115,0.0508,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Vrbička 4,VRBI4,SK,2690,F,2014,9/22/14,1F,Dissection,50.1775,13.2933,122.77,9/23/14,1,12.52,76.6,70,0.0419,,,,,,,0.0057,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Vrbička 4,VRBI4,SK,2695,F,2014,9/22/14,1F,Dissection,50.1775,13.2933,122.77,9/23/14,1,10.22,70.4,65,0.0477,,,,,,,0.0023,B-,,,,,A,,,,,0,
HZ_CZ,CZ,Vrbička 4,VRBI4,SK,2863,F,2014,9/22/14,1F,Dissection,50.1775,13.2933,122.77,9/23/14,1,11.6,72.6,65.2,,,,,,,,,B-,,,,,B,,,,,0,
HZ_CZ,D,Wolfsbühl,WOHL,SK,2776,M,2014,9/26/14,1M,Dissection,50.0133,12.2578,61.7894258942,9/27/14,1,15.38,78.7,83.9,0.0754,0.0687,0.0714,0.0701,0.0184,0.0844,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Wolferszwing 1,WOZW1,SK,2720,M,2014,9/24/14,1M,Dissection,49.1144,12.2781,,9/25/14,1,20.27,86.4,78.2,0.0338,0.0281,0.0286,0.0284,0.0174,0.1474,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Wolferszwing 1,WOZW1,SK,2723,M,2014,9/24/14,1M,Dissection,49.1144,12.2781,,9/25/14,1,18.41,84.7,77.1,0.0655,0.0699,0.073,0.0715,0.0227,0.1142,,,,,,,,A,,,,,0,
HZ_CZ,CZ,Žihle statek,ZIST,SK,2724,M,2014,9/24/14,1M,Dead in cage,50.0422,13.3864,134.8104638381,9/25/14,1,16.95,77.6,72.7,,,,,,,,,,,,,,A,,,,,NA,
HZ_CZ,CZ,Žihle statek,ZIST,SK,2726,F,2014,9/24/14,1F,Dissection,50.0422,13.3864,134.8104638381,9/25/14,1,29.51,91.6,79.3,0.0813,,,,,,,,B+,1,8,,,A,,,,,3,
,CZ,Chlum Svaté Máří 161,CHL161,SK,2790,M,2014,9/28/14,1M,Dissection,50.1513888889,12.5308333333,73.8909830141,9/28/14,0,12.38,78.2,73.8,0.023,0.0515,0.0518,0.0517,0.0158,0.0663,,,,,,,,A,,,,,0,
,CZ,Chlum Svaté Máří 161,CHL161,SK,2791,M,2014,9/28/14,1M,Dissection,50.1513888889,12.5308333333,73.8909830141,9/28/14,0,13.25,76.3,76.3,0.0247,0.0436,0.0467,0.0452,0.0156,0.0666,,,,,,,,A,,,,,0,
,CZ,Chlum Svaté Máří 161,CHL161,SK,2884,M,2014,9/28/14,1M,Dissection,50.1513888889,12.5308333333,73.8909830141,9/28/14,0,14.87,78.4,74.1,,,,,,,,,,,,,,B,,,,,0,
