Mouse_ID,Transect,State,Address,Latitude,Longitude,Trap_date,Dissection_date,Sex,Status,Species,Year,Ectoparasites,Body_weight,Body_length,Tail_length,Spleen,Left_Testis,Right_Testis,Epididymis,Seminal_vesicles,Embryo_left,Embryo_right,Feces,ASP,SYP,HET,MART,CP,HD,HM,MM,TM
AA_0629,HZ_BR,Germany,Landiner str. 1,53.0705,14.0939,15/09/18,16/09/18,male,adult,Mus musculus,2018,TRUE,12.17,71.2,67.5,0.0301,0.0529,0.0542,0.0173,0.1141,NA,NA,0.29,41,35,0,0,0,0,0,0,0
AA_0630,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,male,adult,Mus musculus,2018,TRUE,16.8,76.5,70.3,0.0573,0.079,0.076,0.0162,0.0961,NA,NA,0.56,0,2,0,0,0,0,0,0,0
AA_0631,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,male,adult,Mus musculus,2018,TRUE,15.69,80.2,79.7,0.0309,0.078,0.0827,0.02,0.1131,NA,NA,0.33,0,10,0,0,0,0,0,0,1
AA_0632,HZ_BR,Germany,Landiner str. 1,53.0705,14.0939,15/09/18,16/09/18,female,adult,Mus musculus,2018,FALSE,13.91,74.2,77.2,0.0444,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
AA_0633,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,adult,Mus musculus,2018,TRUE,18.49,87.6,82.9,0.0599,NA,NA,NA,NA,NA,NA,0.18,1,231,0,0,0,0,0,0,10
AA_0634,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,male,adult,Mus musculus,2018,TRUE,17.45,84.1,77.3,0.0446,0.1112,0.1089,0.0261,0.1649,NA,NA,NA,0,1,0,0,0,0,0,0,0
AA_0635,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,male,adult,Mus musculus,2018,TRUE,10.04,66.6,68.6,0.0293,0.0294,0.0306,0.0054,0.0019,NA,NA,0.24,0,68,0,0,0,0,0,0,0
AA_0636,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,male,juvenile,Mus musculus,2018,TRUE,11.15,70,67.5,0.04,0.0272,0.0274,NA,NA,NA,NA,0.21,0,9,0,0,0,0,0,0,0
AA_0637,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,TRUE,18.11,80.6,77,0.054,NA,NA,NA,NA,2,3,0.09,0,0,0,0,0,0,0,0,0
AA_0638,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,adult,Mus musculus,2018,TRUE,16.02,79.3,74.4,0.0499,NA,NA,NA,NA,NA,NA,0.14,0,0,0,0,0,0,0,0,0
AA_0639,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,male,adult,Mus musculus,2018,FALSE,25.15,90.4,84,0.1058,0.0786,0.0785,0.0277,0.1233,NA,NA,0.8,398,0,0,0,0,0,2,0,0
AA_0640,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,male,adult,Mus musculus,2018,TRUE,19.56,85.4,NA,0.044,0.0657,0.0717,0.0206,0.1335,NA,NA,0.43,9,0,0,0,0,0,0,0,0
AA_0641,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,male,adult,Mus musculus,2018,TRUE,19.11,82.1,81.3,0.0524,0.0759,0.0758,0.0194,0.1039,NA,NA,0.39,50,2,0,0,0,0,0,0,0
AA_0642,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,juvenile,Mus musculus,2018,TRUE,5.9,51.6,55,0.0108,NA,NA,NA,NA,NA,NA,0.31,0,16,0,0,0,0,0,0,0
AA_0643,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,adult,Mus musculus,2018,TRUE,12.88,68.7,69.5,0.035,NA,NA,NA,NA,NA,NA,0.44,0,26,0,0,0,0,0,0,0
AA_0644,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,TRUE,18.85,81.2,76.2,0.0397,NA,NA,NA,NA,2,0,0.48,0,0,0,0,0,0,0,0,0
AA_0645,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,juvenile,Mus musculus,2018,FALSE,8.23,65.8,62.3,0.0306,NA,NA,NA,NA,NA,NA,0.07,0,30,0,0,0,0,0,0,0
AA_0646,HZ_BR,Germany,Landiner str. 1,53.0705,14.0939,15/09/18,16/09/18,male,juvenile,Mus musculus,2018,TRUE,9.67,69.3,62.2,0.0216,0.042,0.0461,0.0078,0.0045,NA,NA,0.23,25,0,0,0,0,0,0,0,0
AA_0647,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,TRUE,20.95,80,82,0.04,NA,NA,NA,NA,2,5,0.47,152,0,0,0,0,0,0,0,0
AA_0648,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,TRUE,23.15,84,70,0.16,NA,NA,NA,NA,3,0,0.27,19,5,0,0,0,0,7,0,0
AA_0649,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,male,juvenile,Mus musculus,2018,TRUE,12.09,68,63,0.03,NA,NA,NA,NA,NA,NA,0.93,0,4,0,0,0,0,0,0,0
AA_0650,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,juvenile,Mus musculus,2018,FALSE,15.58,75,87,0.03,NA,NA,NA,NA,NA,NA,0.26,3,0,0,0,0,0,0,0,0
AA_0651,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,FALSE,16.07,71,72,0.05,NA,NA,NA,NA,1,5,0.19,0,0,0,0,0,0,0,0,0
AA_0652,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,adult,Mus musculus,2018,TRUE,16.28,74,66,0.03,NA,NA,NA,NA,NA,NA,0.15,0,0,0,0,0,0,4,0,0
AA_0653,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,male,juvenile,Mus musculus,2018,FALSE,8.84,62,63,0.01,NA,NA,NA,NA,NA,NA,0.24,0,0,0,0,0,0,0,0,0
AA_0654,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,TRUE,24.65,85,77,0.07,NA,NA,NA,NA,2,1,0.53,15,0,0,0,0,0,0,0,0
AA_0655,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,TRUE,20.61,83,77,0.04,NA,NA,NA,NA,2,4,0.75,4,46,0,0,0,0,0,0,0
AA_0656,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,adult,Mus musculus,2018,FALSE,17.29,83,76,0.05,NA,NA,NA,NA,NA,NA,0.2,133,0,0,0,0,0,0,0,0
AA_0657,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,adult,Mus musculus,2018,FALSE,16.89,81,64,0.07,NA,NA,NA,NA,NA,NA,0.23,0,0,0,0,0,0,1,0,0
AA_0658,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,adult,Mus musculus,2018,FALSE,17.95,83,71,0.04,NA,NA,NA,NA,NA,NA,0.41,113,0,0,0,0,0,0,0,0
AA_0659,HZ_BR,Germany,"Hauptstr. 16, 16798",53.1515,13.2145,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,FALSE,26.27,92,78,0.08,NA,NA,NA,NA,1,NA,0.36,31,0,0,0,0,0,0,0,0
AA_0660,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,adult,Mus musculus,2018,TRUE,21.21,89,76,0.08,NA,NA,NA,NA,NA,NA,0.3,0,2,0,0,0,0,0,0,1
AA_0661,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,adult,Mus musculus,2018,TRUE,11.57,71,66,0.03,NA,NA,NA,NA,NA,NA,0.13,0,0,0,0,0,0,0,0,0
AA_0662,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,male,juvenile,Mus musculus,2018,TRUE,6.92,60,54,0.01,NA,NA,NA,NA,NA,NA,0.17,0,0,0,0,0,0,0,0,0
AA_0663,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,pregnant,Mus musculus,2018,TRUE,20.69,84,67,0.07,NA,NA,NA,NA,4,2,0.39,0,0,0,0,0,0,0,0,0
AA_0664,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,juvenile,Mus musculus,2018,TRUE,7.47,60,55,0.01,NA,NA,NA,NA,NA,NA,0.35,0,5,0,0,0,0,0,0,0
AA_0665,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,juvenile,Mus musculus,2018,TRUE,7.62,57,52,0.02,NA,NA,NA,NA,NA,NA,0.21,0,4,0,0,0,0,0,0,0
AA_0666,HZ_BR,Germany,"Hauptstr. 7, 16278",53.0785,14.1413,15/09/18,16/09/18,female,juvenile,Mus musculus,2018,TRUE,12.21,73,66,0.03,NA,NA,NA,NA,NA,NA,0.48,0,0,0,0,0,0,0,0,0
AA_0667,HZ_BR,Germany,Landiner str. 1,53.0705,14.0939,15/09/18,16/09/18,female,adult,Mus musculus,2018,FALSE,15.2,79,65,0.04,NA,NA,NA,NA,NA,NA,0.69,54,0,0,0,0,0,0,0,0
AA_0668,HZ_BR,Germany,Landiner str. 1,53.0705,14.0939,15/09/18,16/09/18,female,adult,Mus musculus,2018,FALSE,14.11,72,67,0.04,NA,NA,NA,NA,NA,NA,0.35,4,9,0,0,0,0,0,0,0
AA_0669,HZ_BR,Germany,"Buchholzer str. 7, 16230",52.9328,13.9106,16/09/18,17/09/18,female,juvenile,Mus musculus,2018,FALSE,8.82,67,62,0.01,NA,NA,NA,NA,NA,NA,0.3,0,0,0,0,0,1,0,0,0
AA_0670,HZ_BR,Germany,Sukower str. 8,53.5516,11.5091,16/09/18,17/09/18,male,juvenile,Mus musculus,2018,TRUE,8.87,62.2,67.6,0.0125,0.0387,0.0391,0.0057,0.0058,NA,NA,0.26,0,0,0,0,0,0,0,0,0
AA_0671,HZ_BR,Germany,Alte Dorfstr. 3,53.6282,11.3333,16/09/18,17/09/18,female,pregnant,Mus musculus,2018,TRUE,21.25,82.9,83.5,0.06,NA,NA,NA,NA,4,4,0.44,0,0,0,0,0,0,0,0,0
AA_0672,HZ_BR,Germany,"Dorfstr. 2, 16359",52.7369,13.6605,12/09/18,17/09/18,male,juvenile,Mus musculus,2018,FALSE,10.24,58.6,60.8,0.03,NA,NA,NA,NA,NA,NA,0.36,0,0,0,0,0,0,0,0,0
AA_0673,HZ_BR,Germany,"Kraatzer Weg 11, 16775",52.9967,13.1779,17/09/18,18/09/18,male,adult,Mus musculus,2018,FALSE,14.93,78.2,79,0.031,0.072,0.0702,0.0194,0.0457,NA,NA,0.15,0,4,0,0,0,0,0,0,0
AA_0674,HZ_BR,Germany,"Kraatzer Weg 11, 16775",52.9967,13.1779,17/09/18,18/09/18,male,adult,Mus musculus,2018,FALSE,14.94,73,78.2,0.0204,0.0669,0.719,0.0143,0.0177,NA,NA,0.13,0,0,0,0,0,0,0,0,0
AA_0675,HZ_BR,Germany,"Kraatzer Weg 11, 16775",52.9967,13.1779,17/09/18,18/09/18,female,adult,Mus musculus,2018,FALSE,13.33,73,71,0.02,NA,NA,NA,NA,NA,NA,0.79,0,2,0,0,0,0,0,0,0
AA_0676,HZ_BR,Germany,"Kraatzer Weg 11, 16775",52.9967,13.1779,17/09/18,18/09/18,female,adult,Mus musculus,2018,FALSE,12.4,69,71,0.03,NA,NA,NA,NA,NA,NA,0.12,0,6,0,0,0,0,0,0,0
AA_0677,HZ_BR,Germany,"Kraatzer Weg 11, 16775",52.9967,13.1779,17/09/18,18/09/18,male,juvenile,Mus musculus,2018,FALSE,8.84,60,63,0.03,NA,NA,NA,NA,NA,NA,0.18,0,7,0,0,0,0,0,0,0
AA_0678,HZ_BR,Germany,"Buchholzer str. 7, 16230",53.9328,13.9106,17/09/18,18/09/18,male,adult,Mus musculus,2018,FALSE,10.72,69,70.1,0.0175,0.0508,0.0506,0.039,0.0145,NA,NA,0.4,0,0,0,0,0,0,0,0,0
AA_0679,HZ_BR,Germany,"Los 1, 15377",52.6077,14.0839,17/09/18,18/09/18,male,adult,Mus musculus,2018,TRUE,14.15,75.1,71.7,0.0316,0.0716,0.0758,0.0245,0.141,NA,NA,0.66,0,0,0,0,0,0,0,0,0
AA_0680,HZ_BR,Germany,"Liebenberger Weg, 16792",52.9228,13.2566,17/09/18,18/09/18,male,adult,Mus musculus,2018,FALSE,12.25,69.8,81.3,0.0201,0.0837,0.0881,0.0201,0.0526,NA,NA,0.09,0,0,0,0,0,0,0,0,0
