"X","PIN","Transect","Code","Sex","X_Longit","Y_Latit","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","ith","HI_NLoci","HI"
409,"AA_0456","HZ_BR","PAPP1","M",13.6506,53.2108,2017,"m","","m","m","m","","m","m","","","","","","","","","","","","",4319,"HI 6",1
3753,"SK3148","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","155","120","100","80","mm","mm","mm","mm","dd","mm",4320,"HI 13",0.8
3754,"SK3149","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",4321,"HI 13",0.8
3963,"SK3368","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125/155","120","90/100","100","mm","mm","mm","mm","dm","dd",4322,"HI 13",0.76
403,"AA_0450","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d","","mm","mm","mm","","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",4323,"HI 12",0.956521739130435
404,"AA_0451","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d","","mm","mm","mm","","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",4324,"HI 12",0.956521739130435
405,"AA_0452","HZ_BR","PAPP1","F",13.6506,53.2108,2015,"d","","mm","mm","mm","","mm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",4325,"HI 12",0.956521739130435
4626,"SK810","HZ_BR","PARL21","M",15.0633,53.4506,2010,"d","m","m","m","m","","m","m","100","","","120","90","80","mm","","","mm","mm","mm",4339,"HI 11",0.933333333333333
4625,"SK809","HZ_BR","PARL8","M",15.0647,53.4481,2010,"d","m","m","m","m","","m","m","","95","125","120","","80","","mm","mm","mm","","mm",4340,"HI 11",0.933333333333333
3455,"SK2821","HZ_BR","PAUS","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4384,"HI 14",0
3456,"SK2822","HZ_BR","PAUS","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","90","100","dd","dd","dd","dd","mm","dd",4385,"HI 14",0.1
3459,"SK2825","HZ_BR","PAUS","M",13.0447,52.6372,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4386,"HI 14",0
3804,"SK3195","HZ_BR","PAUS","M",13.0447,52.6372,2015,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4387,"HI 14",0
3457,"SK2823","HZ_BR","PAUS","F",13.0447,52.6372,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4388,"HI 13",0
3458,"SK2824","HZ_BR","PAUS","F",13.0447,52.6372,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4389,"HI 13",0
454,"AA_0519","HZ_SX","PIES27","M",13.6794,51.6767,2017,"d","m","d","d","d","","d","d","100","100","100","100/120","100","80","mm","dd","dd","dm","dd","mm",4415,"HI 13",0.315789473684211
458,"AA_0523","HZ_SX","PIES27","M",13.6794,51.6767,2017,"d","m","d","m","d","","d","d","94/100","100","100","120","70/100","80","dm","dd","dd","mm","dm","mm",4416,"HI 13",0.421052631578947
455,"AA_0520","HZ_SX","PIES27","F",13.6794,51.6767,2017,"","","dd","mm","dd","","dd","","100","100","100","120","70/100","80","mm","dd","dd","mm","dm","mm",4417,"HI 10",0.45
456,"AA_0521","HZ_SX","PIES27","F",13.6794,51.6767,2017,"d","","dd","dm","dd","","dd","dd","100","95/100","100","120","70/100","80","mm","dm","dd","mm","dm","mm",4418,"HI 12",0.391304347826087
457,"AA_0522","HZ_SX","PIES27","F",13.6794,51.6767,2017,"","","dd","dd","dd","","dd","dm","94/100","100","100","120","70/100","100","dm","dd","dd","mm","dm","dd",4419,"HI 11",0.227272727272727
195,"AA_0241","HZ_BR","PRADI7","F",14.0103,52.6242,2017,"d","","mm","mm","mm","mm","dm","mm","94/100","95","100/125","120","70","80","dm","mm","dm","mm","mm","mm",4794,"HI 13",0.84
46,"AA_0092","HZ_BR","PREN14","M",13.5544,52.7881,2016,"","","","","","","","","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4810,"HI 6",0
97,"AA_0143","HZ_BR","PREN14","M",13.5544,52.7881,2016,"","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4811,"HI 13",0
45,"AA_0091","HZ_BR","PREN14","F",13.5544,52.7881,2016,"d","","","","","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4812,"HI 10",0
4066,"SK3472","Allo_PL","RECL8","M",14.6275,53.8422,2015,"d","m","m","m","m","d","m","m","","","","","","","","","","","","",4915,"HI 8",0.75
4067,"SK3473","Allo_PL","RECL8","M",14.6275,53.8422,2015,"d","m","m","m","m","d","m","m","","","","","","","","","","","","",4916,"HI 8",0.75
4731,"SK968","HZ_BR","REHF","M",12.3289,52.9442,2011,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",4917,"HI 8",0
4730,"SK967","HZ_MV","REINST9","F",11.6403,53.8475,2011,"d","","mm","mm","mm","","mm","mm","","","","","","","","","","","","",4919,"HI 6",0.909090909090909
81,"AA_0127","HZ_BR","RIBB8","M",13.2567,53.0322,2016,"d","m","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4922,"HI 14",0.05
83,"AA_0129","HZ_BR","RIBB8","F",13.2567,53.0322,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","","100","100","dd","dd","dd","","dd","dd",4923,"HI 12",0
55,"AA_0101","HZ_BR","ROSENT","M",13.4639,51.8625,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4952,"HI 14",0
54,"AA_0100","HZ_BR","ROSENT","F",13.4639,51.8625,2016,"d","","dd","dd","","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4953,"HI 12",0
51,"AA_0097","HZ_BR","RUDN21","M",13.64,52.7169,2016,"d","","d","d","","d","d","d","94","95/100","100","100","100","100","dd","dm","dd","dd","dd","dd",4983,"HI 12",0.0555555555555556
52,"AA_0098","HZ_BR","RUDN21","M",13.64,52.7169,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",4984,"HI 14",0
3537,"SK2908","HZ_BR","RUDN21","F",13.64,52.7169,2014,"d","","dd","mm","dd","dd","dd","dd","94/100","100","100","100","70/90","100","dm","dd","dd","dd","mm","dd",4985,"HI 13",0.2
4450,"SK4057","HZ_BR","RUDOW94","M",13.5183,52.4108,2017,"d","d","","d","d","","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5068,"HI 12",0
3797,"SK3188","HZ_BR","RUTE41","F",13.3067,53.2531,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",5070,"HI 13",0.88
3799,"SK3190","HZ_BR","RUTERE","M",13.3047,53.2522,2015,"d","m","m","m","m","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5071,"HI 14",0.9
359,"AA_0403","HZ_BR","SABR6","M",14.1736,52.0892,2017,"m","m","m","m","m","d","m","m","94/100","100","125","120","70/100","80","dm","dd","mm","mm","dm","mm",5089,"HI 14",0.75
370,"AA_0416","HZ_BR","SABR6","M",14.1736,52.0892,2017,"d","m","m","m","m","m","m","m","94/100","95","100/125","120","70","80","dm","mm","dm","mm","mm","mm",5090,"HI 14",0.85
356,"AA_0400","HZ_BR","SABR6","F",14.1736,52.0892,2017,"m","","mm","mm","mm","dm","dm","dm","100","95/100","125","120","70/90","80","mm","dm","mm","mm","mm","mm",5091,"HI 13",0.84
360,"AA_0404","HZ_BR","SABR6","F",14.1736,52.0892,2017,"m","","mm","mm","mm","dm","dm","dd","100","95/100","125","120","70/90","80","mm","dm","mm","mm","mm","mm",5092,"HI 13",0.8
330,"AA_0374","HZ_BR","SAW10","M",14.1808,52.0747,2017,"m","m","m","d","d","d","d","d","100","95/100","100/125","120","70","100","mm","dm","dm","mm","mm","dd",5098,"HI 14",0.55
331,"AA_0375","HZ_BR","SAW10","M",14.1808,52.0747,2017,"m","m","m","","d","","","","100","95","100/125","120","70","100","mm","mm","dm","mm","mm","dd",5099,"HI 10",0.75
344,"AA_0388","HZ_BR","SAW10","M",14.1808,52.0747,2017,"m","m","m","d","d","d","d","d","100","95","125","100","70/100","80","mm","mm","mm","dd","dm","mm",5100,"HI 14",0.6
347,"AA_0391","HZ_BR","SAW10","M",14.1808,52.0747,2017,"m","m","m","d","","m","m","m","100","95","125","120","70","100","mm","mm","mm","mm","mm","dd",5101,"HI 13",0.842105263157895
361,"AA_0405","HZ_BR","SAW10","M",14.1808,52.0747,2017,"m","m","m","m","m","m","m","m","100","95","100","100","90/100","100","mm","mm","dd","dd","dm","dd",5102,"HI 14",0.65
350,"AA_0394","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m","","mm","dm","dd","dm","mm","mm","94/100","95/100","100/125","120","70","100","dm","dm","dm","mm","mm","dd",5103,"HI 13",0.64
357,"AA_0401","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m","","mm","mm","mm","mm","mm","mm","100","95","100/125","120","","100","mm","mm","dm","mm","","dd",5104,"HI 12",0.869565217391304
358,"AA_0402","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m","","mm","mm","mm","mm","mm","mm","94","95","100/125","100/120","70/100","80","dd","mm","dm","dm","dm","mm",5105,"HI 13",0.8
365,"AA_0409","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m","","mm","dm","mm","mm","mm","mm","100","95","100","120","70","100","mm","mm","dd","mm","mm","dd",5106,"HI 13",0.8
366,"AA_0410","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m","","mm","dm","dd","dm","dm","dm","100","95","100/125","120","70","100","mm","mm","dm","mm","mm","dd",5107,"HI 13",0.64
367,"AA_0413","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m","","mm","dm","dm","dm","dm","dd","94","","100/125","100","100","80/100","dd","","dm","dd","dd","dm",5108,"HI 12",0.391304347826087
369,"AA_0415","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m","","mm","dm","dd","dm","mm","mm","","95","100","120","70","100","","mm","dd","mm","mm","dd",5109,"HI 12",0.652173913043478
395,"AA_0442","HZ_BR","SCHAD5","M",14.2697,52.0439,2017,"d","m","m","m","m","","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5110,"HI 13",0.947368421052632
397,"AA_0444","HZ_BR","SCHAD5","F",14.2697,52.0439,2017,"d","","mm","mm","dd","","mm","mm","100","95","125","100/120","90","80","mm","mm","mm","dm","mm","mm",5111,"HI 12",0.826086956521739
410,"AA_0457","HZ_BR","SCHAD5","F",14.2697,52.0439,2017,"d","","mm","mm","dd","","mm","mm","100","95","100/125","120","90/100","100","mm","mm","dm","mm","dm","dd",5112,"HI 12",0.695652173913043
411,"AA_0458","HZ_BR","SCHAD5","F",14.2697,52.0439,2017,"d","","dd","mm","mm","","mm","mm","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",5113,"HI 12",0.826086956521739
3819,"SK3210","HZ_BR","SCHEN8f","F",13.5992,52.2725,2015,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5115,"HI 13",0
3816,"SK3207","HZ_BR","SCHEN8h","M",13.5953,52.2742,2015,"d","","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5116,"HI 13",0
3817,"SK3208","HZ_BR","SCHEN8h","M",13.5953,52.2742,2015,"d","d","d","d","d","d","d","d","100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",5117,"HI 14",0.1
15,"AA_0061","HZ_BR","SCHEN8h","M",13.5953,52.2742,2016,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5118,"HI 14",0
3818,"SK3209","HZ_BR","SCHEN8h","F",13.5953,52.2742,2015,"d","","dd","dd","dd","dd","dd","dd","94","95","100","100/120","90/100","100","dd","mm","dd","dm","dm","dd",5119,"HI 13",0.16
3822,"SK3213","HZ_BR","SCHEN8h","F",13.5953,52.2742,2015,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5120,"HI 13",0
16,"AA_0062","HZ_BR","SCHEN8h","F",13.5953,52.2742,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100/125","100","100","100","dd","dd","dm","dd","dd","dd",5121,"HI 13",0.04
212,"AA_0258","HZ_BR","SCHEN8h","F",13.5953,52.2742,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","120","100","80","dd","dd","dd","mm","dd","mm",5122,"HI 13",0.16
3740,"SK3135","HZ_BR","SCHIFF29","M",14.0569,52.8092,2015,"d","m","m","m","m","m","m","m","100","95","125","120","70","100","mm","mm","mm","mm","mm","dd",5127,"HI 14",0.85
3803,"SK3194","HZ_BR","SCHIFF29","M",14.0569,52.8092,2015,"d","m","m","m","m","m","m","m","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",5128,"HI 14",0.85
3714,"SK3109","HZ_BR","SCHIFF29","F",14.0569,52.8092,2015,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",5129,"HI 13",0.88
3742,"SK3137","HZ_BR","SCHIFF29","F",14.0569,52.8092,2015,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",5130,"HI 13",0.88
196,"AA_0242","HZ_BR","SCHIFF6","M",14.0378,52.8075,2017,"d","m","m","m","m","m","m","m","100","95","125","120","70","80/100","mm","mm","mm","mm","mm","dm",5131,"HI 14",0.9
3529,"SK2896","HZ_BR","SCHM1","F",13.345,52.7886,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5142,"HI 13",0
3552,"SK2923","HZ_BR","SCHM1","F",13.345,52.7886,2014,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5143,"HI 13",0
3764,"SK3154","HZ_BR","SCHORF16","M",13.5472,52.9217,2015,"d","d","d","d","d","d","d","d","94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",5149,"HI 14",0.1
3765,"SK3155","HZ_BR","SCHORF16","M",13.5472,52.9217,2015,"d","d","d","d","d","d","d","d","94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",5150,"HI 14",0.1
3768,"SK3158","HZ_BR","SCHORF16","M",13.5472,52.9217,2015,"d","d","d","d","d","d","d","d","100","100","100","120","100","100","mm","dd","dd","mm","dd","dd",5151,"HI 14",0.2
3766,"SK3156","HZ_BR","SCHORF16","F",13.5472,52.9217,2015,"d","","dd","dd","dd","dd","dd","dd","94","100","100","120","100","80","dd","dd","dd","mm","dd","mm",5152,"HI 13",0.16
3767,"SK3157","HZ_BR","SCHORF16","F",13.5472,52.9217,2015,"d","","","dd","dd","dd","dd","dd","94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",5153,"HI 12",0.0869565217391304
221,"AA_0267","HZ_BR","SCHORF16","F",13.5472,52.9217,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",5154,"HI 13",0.08
226,"AA_0272","HZ_BR","SCHORF28","M",13.5353,52.8969,2017,"d","d","","","","","m","","100","100","","100","70/100","","mm","dd","","dd","dm","",5155,"HI 7",0.363636363636364
227,"AA_0273","HZ_BR","SCHORF28","M",13.5353,52.8969,2017,"d","d","d","d","d","d","d","d","94/100","100","","120","100","80","dm","dd","","mm","dd","mm",5156,"HI 13",0.277777777777778
230,"AA_0276","HZ_BR","SCHORF28","M",13.5353,52.8969,2017,"d","m","d","d","d","d","d","d","100","100","100","100/120","90","","mm","dd","dd","dm","mm","",5157,"HI 13",0.333333333333333
231,"AA_0277","HZ_BR","SCHORF28","M",13.5353,52.8969,2017,"d","d","","","","","d","","94","100","100","120","100","80/100","dd","dd","dd","mm","dd","dm",5158,"HI 9",0.2
235,"AA_0281","HZ_BR","SCHORF28","M",13.5353,52.8969,2017,"d","d","","","","","d","","94","100","100","100/120","100","80","dd","dd","dd","dm","dd","mm",5159,"HI 9",0.2
236,"AA_0282","HZ_BR","SCHORF28","M",13.5353,52.8969,2017,"d","d","","","","","d","","94","100","100","120","100","100","dd","dd","dd","mm","dd","dd",5160,"HI 9",0.133333333333333
239,"AA_0285","HZ_BR","SCHORF28","M",13.5353,52.8969,2017,"d","d","d","d","d","d","d","","94","100","100","100/120","90","","dd","dd","dd","dm","mm","",5161,"HI 12",0.176470588235294
225,"AA_0271","HZ_BR","SCHORF28","F",13.5353,52.8969,2017,"","","","","","","mm","","100","95/100","125","100/120","70/100","80/100","mm","dm","mm","dm","dm","dm",5162,"HI 7",0.714285714285714
232,"AA_0278","HZ_BR","SCHORF28","F",13.5353,52.8969,2017,"d","","","","","","dd","","94/100","100","100","100","90","100","dm","dd","dd","dd","mm","dd",5163,"HI 8",0.2
237,"AA_0283","HZ_BR","SCHORF28","F",13.5353,52.8969,2017,"","","","","","","dd","","94","100","100","100/120","100","100","dd","dd","dd","dm","dd","dd",5164,"HI 7",0.0714285714285714
238,"AA_0284","HZ_BR","SCHORF28","F",13.5353,52.8969,2017,"","","dd","mm","dd","","dd","dd","94","100","100","120","100","80","dd","dd","dd","mm","dd","mm",5165,"HI 11",0.272727272727273
245,"AA_0291","HZ_BR","SCHORF28","F",13.5353,52.8969,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","120","100","80","dd","dd","dd","mm","dd","mm",5166,"HI 13",0.16
246,"AA_0292","HZ_BR","SCHORF28","F",13.5353,52.8969,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100/120","100","80","dd","dd","dd","dm","dd","mm",5167,"HI 13",0.12
261,"AA_0305","HZ_BR","SCHORF28","F",13.5353,52.8969,2017,"d","","mm","dm","dd","dd","dd","dd","94","100","100/125","100/120","100","100","dd","dd","dm","dm","dd","dd",5168,"HI 13",0.2
326,"AA_0370","HZ_BR","SEEW6","F",13.8767,52.2089,2017,"d","","mm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5198,"HI 13",0.08
446,"AA_0511","HZ_MV","SILZ12G","M",12.4464,53.5189,2017,"d","m","m","m","m","","m","m","100","95","125","100","90","100","mm","mm","mm","dd","mm","dd",5227,"HI 13",0.736842105263158
449,"AA_0514","HZ_MV","SILZ12G","M",12.4464,53.5189,2017,"d","","m","m","m","","m","m","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm",5228,"HI 12",0.888888888888889
447,"AA_0512","HZ_MV","SILZ12G","F",12.4464,53.5189,2017,"d","","mm","mm","mm","","mm","mm","100","100","125","100","90","100","mm","dd","mm","dd","mm","dd",5229,"HI 12",0.695652173913043
448,"AA_0513","HZ_MV","SILZ12G","F",12.4464,53.5189,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5230,"HI 12",0.956521739130435
450,"AA_0515","HZ_MV","SILZ12G","F",12.4464,53.5189,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5231,"HI 12",0.956521739130435
3460,"SK2826","HZ_BR","STAFF","M",12.9925,52.7297,2014,"d","d","d","d","d","d","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",5337,"HI 14",0
3556,"SK2927","HZ_BR","STEG1","M",13.8433,53.1267,2014,"m","m","m","m","m","d","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",5364,"HI 14",0.85
3787,"SK3178","HZ_BR","STEG1","M",13.8433,53.1267,2015,"m","m","m","m","m","d","m","m","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm",5365,"HI 14",0.9
131,"AA_0177","HZ_BR","STEG1","M",13.8433,53.1267,2016,"d","m","m","m","","d","m","m","","","","","","","","","","","","",5366,"HI 7",0.714285714285714
3557,"SK2928","HZ_BR","STEG1","F",13.8433,53.1267,2014,"m","","mm","mm","mm","dd","mm","mm","","","","","","","","","","","","",5367,"HI 7",0.846153846153846
3558,"SK2929","HZ_BR","STEG1","F",13.8433,53.1267,2014,"m","","mm","mm","mm","dd","mm","mm","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",5368,"HI 13",0.92
3561,"SK2932","HZ_BR","STEG1","F",13.8433,53.1267,2014,"m","","mm","mm","mm","dd","mm","mm","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5369,"HI 13",0.92
181,"AA_0227","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","","m","m","","100","95","125","120","90","80/100","mm","mm","mm","mm","mm","dm",5371,"HI 12",0.888888888888889
182,"AA_0228","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","m","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",5372,"HI 14",0.9
183,"AA_0229","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","m","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",5373,"HI 14",0.9
186,"AA_0232","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","","m","m","m","m","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5374,"HI 13",0.947368421052632
187,"AA_0233","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","m","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5375,"HI 14",0.95
189,"AA_0235","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5376,"HI 13",0.947368421052632
429,"AA_0494","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",5377,"HI 13",0.894736842105263
430,"AA_0495","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5378,"HI 12",0.944444444444444
432,"AA_0497","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5379,"HI 13",0.947368421052632
433,"AA_0498","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5380,"HI 12",0.944444444444444
434,"AA_0499","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","","m","","","m","","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",5381,"HI 10",0.875
435,"AA_0500","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",5382,"HI 13",0.894736842105263
437,"AA_0502","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5383,"HI 12",0.944444444444444
438,"AA_0503","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","d","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",5384,"HI 13",0.894736842105263
4332,"SK3894","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","m","94/100","95","125","120","90","80","dm","mm","mm","mm","mm","mm",5385,"HI 13",0.894736842105263
4333,"SK3895","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","m","m","m","94/100","95","125","120","90","80","dm","mm","mm","mm","mm","mm",5386,"HI 14",0.9
4334,"SK3896","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","","","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm",5387,"HI 12",0.888888888888889
4335,"SK3897","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5388,"HI 13",0.947368421052632
4336,"SK3898","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","m","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5389,"HI 14",0.95
4337,"SK3899","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","","","m","m","94/100","95","100/125","120","90","80","dm","mm","dm","mm","mm","mm",5390,"HI 12",0.833333333333333
4338,"SK3900","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","","m","m","94","95","125","120","90/100","80","dd","mm","mm","mm","dm","mm",5391,"HI 13",0.789473684210526
4339,"SK3901","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","m","m","m","94","95","125","120","100","80","dd","mm","mm","mm","dd","mm",5392,"HI 14",0.75
4340,"SK3902","HZ_MV","STEINHA","M",11.6072,53.9403,2017,"d","m","m","m","m","m","m","m","94","95","100","100","70","80","dd","mm","dd","dd","mm","mm",5393,"HI 14",0.65
184,"AA_0230","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5394,"HI 13",0.96
185,"AA_0231","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5395,"HI 12",0.956521739130435
188,"AA_0234","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","","","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5396,"HI 11",0.952380952380952
190,"AA_0236","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",5397,"HI 12",0.956521739130435
4341,"SK3903","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","","95","125","120","90","80","","mm","mm","mm","mm","mm",5398,"HI 12",0.956521739130435
4342,"SK3904","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","","95","125","120","90","80","","mm","mm","mm","mm","mm",5399,"HI 12",0.956521739130435
4343,"SK3905","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","","mm","mm","","95","125","120","90","80","","mm","mm","mm","mm","mm",5400,"HI 11",0.952380952380952
4344,"SK3906","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","","95","125","120","90","80","","mm","mm","mm","mm","mm",5401,"HI 12",0.956521739130435
4345,"SK3907","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","mm","mm","mm","","95","100/125","120","90","80/100","","mm","dm","mm","mm","dm",5402,"HI 12",0.869565217391304
4346,"SK3908","HZ_MV","STEINHA","F",11.6072,53.9403,2017,"d","","mm","mm","mm","","mm","mm","","95","125","120","90","80","","mm","mm","mm","mm","mm",5403,"HI 11",0.952380952380952
