"X","PIN","Transect","Code","Sex","X_Longit","Y_Latit","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","ith","HI_NLoci","HI"
373,"AA_0419","HZ_BR","GROSBA7","F",14.2775,52.6867,2017,"d","","mm","mm","mm","dd","mm","mm","100","95","100/125","120","70","80","mm","mm","dm","mm","mm","mm",1492,"HI 13",0.84
377,"AA_0424","HZ_BR","GROSBA7","F",14.2775,52.6867,2017,"d","","mm","mm","mm","mm","mm","mm","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm",1493,"HI 13",0.88
378,"AA_0425","HZ_BR","GROSBA7","F",14.2775,52.6867,2017,"d","","mm","mm","mm","dm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",1494,"HI 13",0.84
381,"AA_0428","HZ_BR","GROSBA7","F",14.2775,52.6867,2017,"d","","mm","mm","mm","","mm","mm","100","95","100/125","120","100","80","mm","mm","dm","mm","dd","mm",1495,"HI 12",0.826086956521739
444,"AA_0509","HZ_BR","GROSBEB","M",12.3881,53.6394,2017,"d","m","m","m","m","","","","94","95","125","120","70","80","dd","mm","mm","mm","mm","mm",1498,"HI 11",0.823529411764706
445,"AA_0510","HZ_BR","GROSBEB","F",12.3881,53.6394,2017,"d","","mm","mm","mm","","mm","","100","95","125","100","70","100","mm","mm","mm","dd","mm","dd",1499,"HI 11",0.761904761904762
2765,"SK1774","HZ_MV","GROSWO","M",12.4914,53.7514,2011,"d","m","m","m","m","m","m","m","100","95","","120","90","80","mm","mm","","mm","mm","mm",1501,"HI 13",0.944444444444444
2766,"SK1775","HZ_MV","GROSWO","M",12.4914,53.7514,2011,"d","m","m","m","m","m","m","m","100","95","","120","90","80","mm","mm","","mm","mm","mm",1502,"HI 13",0.944444444444444
2767,"SK1776","HZ_MV","GROSWO","M",12.4914,53.7514,2011,"d","m","m","m","m","m","m","m","100","95","","120","90","80","mm","mm","","mm","mm","mm",1503,"HI 13",0.944444444444444
2768,"SK1777","HZ_MV","GROSWO","M",12.4914,53.7514,2011,"d","m","m","m","m","","m","m","100","95","","120","90","80","mm","mm","","mm","mm","mm",1504,"HI 12",0.941176470588235
4741,"SK978","HZ_MV","GROSWO","F",12.4914,53.7514,2011,"d","","mm","mm","mm","","mm","mm","100","95","","120","90","80","mm","mm","","mm","mm","mm",1505,"HI 11",0.952380952380952
2769,"SK1778","HZ_MV","GROSWO","F",12.4914,53.7514,2011,"d","","mm","mm","mm","","mm","mm","100","95","","120","90","80","mm","mm","","mm","mm","mm",1506,"HI 11",0.952380952380952
66,"AA_0112","HZ_BR","GROSZIE","M",13.895,52.9581,2016,"d","m","m","m","","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",1507,"HI 13",0.894736842105263
65,"AA_0111","HZ_BR","GROSZIE","F",13.895,52.9581,2016,"d","","mm","mm","","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",1508,"HI 12",0.869565217391304
68,"AA_0114","HZ_BR","GROSZIE","F",13.895,52.9581,2016,"d","","mm","mm","","dd","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",1509,"HI 12",0.782608695652174
74,"AA_0120","HZ_BR","GROSZIE","F",13.895,52.9581,2016,"d","","mm","mm","","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",1510,"HI 12",0.869565217391304
75,"AA_0121","HZ_BR","GROSZIE","F",13.895,52.9581,2016,"","","","","","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",1511,"HI 9",0.888888888888889
53,"AA_0099","HZ_BR","GRUN17","M",13.0819,52.0311,2016,"d","","m","","","d","d","d","100","100","100","100","100","80","mm","dd","dd","dd","dd","mm",1528,"HI 11",0.294117647058824
318,"AA_0362","HZ_BR","GUHL29","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",1533,"HI 14",0.9
345,"AA_0389","HZ_BR","GUHL29","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","94","95","125","120","100","100","dd","mm","mm","mm","dd","dd",1534,"HI 14",0.65
353,"AA_0397","HZ_BR","GUHL29","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","94","95","125","120","100","80","dd","mm","mm","mm","dd","mm",1535,"HI 14",0.75
363,"AA_0407","HZ_BR","GUHL29","M",14.1442,52.0172,2017,"d","","m","m","m","m","m","m","94","95","125","120","100","80/100","dd","mm","mm","mm","dd","dm",1536,"HI 13",0.684210526315789
348,"AA_0392","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d","","mm","mm","","dm","mm","mm","","95","100","120","70/100","100","","mm","dd","mm","dm","dd",1537,"HI 11",0.666666666666667
349,"AA_0393","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d","","mm","mm","mm","mm","mm","mm","","95","100/125","120","70/100","80","","mm","dm","mm","dm","mm",1538,"HI 12",0.869565217391304
351,"AA_0395","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d","","mm","mm","","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",1539,"HI 12",0.869565217391304
352,"AA_0396","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d","","mm","","dd","mm","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",1540,"HI 12",0.826086956521739
355,"AA_0399","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",1541,"HI 13",0.88
364,"AA_0408","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d","","mm","mm","mm","mm","mm","mm","94","95","125","120","70/100","80/100","dd","mm","mm","mm","dm","dm",1542,"HI 13",0.8
3747,"SK3142","HZ_BR","HAMMEL","M",13.4286,53.0689,2015,"d","m","m","m","m","d","m","m","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",1563,"HI 14",0.85
3746,"SK3141","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d","","mm","mm","mm","dd","mm","dm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",1564,"HI 13",0.8
3749,"SK3144","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d","","mm","mm","mm","dd","mm","dm","100","95","100","120","90","80","mm","mm","dd","mm","mm","mm",1565,"HI 13",0.76
3750,"SK3145","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d","","","mm","","dm","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",1566,"HI 11",0.857142857142857
3772,"SK3162","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d","","mm","mm","mm","dm","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",1567,"HI 13",0.88
3961,"SK3366","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d","","","mm","mm","dm","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",1568,"HI 12",0.869565217391304
3966,"SK3371","HZ_BR","HAMMEL","F",13.4286,53.0689,2015,"d","","mm","mm","dm","dd","mm","mm","100","95","100/125","120","90","80","mm","mm","dm","mm","mm","mm",1569,"HI 13",0.8
3469,"SK2835","HZ_BR","HAMMER1","M",13.4392,52.88,2014,"m","d","d","d","d","d","d","d","94","100","100/125","100","100","80","dd","dd","dm","dd","dd","mm",1570,"HI 14",0.2
3704,"SK3099","HZ_BR","HAMMER18","F",13.4411,52.8758,2015,"d","","dd","dd","dd","dd","dd","dm","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",1571,"HI 13",0.04
3702,"SK3097","HZ_BR","HAMMER8","F",13.4383,52.8803,2015,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",1572,"HI 13",0
290,"AA_0334","HZ_BR","HARN58","M",14.0078,52.6825,2017,"m","m","m","m","m","m","","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",1579,"HI 13",0.947368421052632
3739,"SK3134","HZ_BR","HENN7","M",13.8517,52.5142,2015,"d","m","m","m","d","d","d","m","94","95","100/125","100/120","90/100","80/100","dd","mm","dm","dm","dm","dm",1624,"HI 14",0.5
118,"AA_0164","HZ_SX","HIND31","M",13.8469,51.8536,2016,"d","m","m","d","d","d","d","m","100","95","100","100/120","90","80","mm","mm","dd","dm","mm","mm",1635,"HI 14",0.6
120,"AA_0166","HZ_SX","HIND31","M",13.8469,51.8536,2016,"","m","","d","d","d","","","100","95","100/125","100/120","90","100","mm","mm","dm","dm","mm","dd",1636,"HI 10",0.5625
123,"AA_0169","HZ_SX","HIND31","M",13.8469,51.8536,2016,"","","","","","d","","","100","100","100","100","90/100","100","mm","dd","dd","dd","dm","dd",1637,"HI 7",0.230769230769231
125,"AA_0171","HZ_SX","HIND31","M",13.8469,51.8536,2016,"m","m","m","m","d","m","d","m","100","95/100","100","100/120","70/90","80","mm","dm","dd","dm","mm","mm",1638,"HI 14",0.7
119,"AA_0165","HZ_SX","HIND31","F",13.8469,51.8536,2016,"m","","mm","dm","dd","dd","dd","dd","94","95","100/125","100/120","90","100","dd","mm","dm","dm","mm","dd",1639,"HI 13",0.4
121,"AA_0167","HZ_SX","HIND31","F",13.8469,51.8536,2016,"m","","mm","dm","dd","dd","dd","mm","94","95/100","100","120","90","80","dd","dm","dd","mm","mm","mm",1640,"HI 13",0.52
122,"AA_0168","HZ_SX","HIND31","F",13.8469,51.8536,2016,"d","","mm","mm","dd","mm","dd","mm","94","95/100","100","120","70","100","dd","dm","dd","mm","mm","dd",1641,"HI 13",0.52
124,"AA_0170","HZ_SX","HIND31","F",13.8469,51.8536,2016,"m","","mm","dm","dm","mm","mm","dm","100","95/100","100/125","100","70/90","80","mm","dm","dm","dd","mm","mm",1642,"HI 13",0.72
126,"AA_0172","HZ_SX","HIND31","F",13.8469,51.8536,2016,"d","","mm","mm","dd","dm","dd","dm","100","95/100","100","100/120","70/90","80","mm","dm","dd","dm","mm","mm",1643,"HI 13",0.56
128,"AA_0174","HZ_SX","HIND31","F",13.8469,51.8536,2016,"d","","mm","dm","dd","dm","dd","dm","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm",1644,"HI 13",0.6
129,"AA_0175","HZ_SX","HIND31","F",13.8469,51.8536,2016,"d","","mm","dm","dd","","dd","dm","94","95/100","100/125","100","90/100","100","dd","dm","dm","dd","dm","dd",1645,"HI 12",0.304347826086957
130,"AA_0176","HZ_SX","HIND31","F",13.8469,51.8536,2016,"m","","mm","dm","dd","dd","dd","dm","100","95","100","120","70","80","mm","mm","dd","mm","mm","mm",1646,"HI 13",0.6
144,"AA_0190","HZ_SX","HIND31","F",13.8469,51.8536,2016,"m","","mm","dm","dm","mm","mm","dm","94","95/100","100","100","90","80/100","dd","dm","dd","dd","mm","dm",1647,"HI 13",0.56
3769,"SK3159","HZ_BR","HOHST1","M",13.9858,52.5689,2015,"d","m","m","m","m","m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",1724,"HI 14",0.9
286,"AA_0330","HZ_BR","HOHST14","M",13.9906,52.5692,2014,"d","","m","m","d","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",1725,"HI 13",0.894736842105263
4634,"SK825","HZ_BR","HOHST8","M",13.9675,52.5675,2010,"m","m","m","m","m","m","m","m","","","","","","","","","","","","",1726,"HI 8",1
4648,"SK839","HZ_BR","HOHST8","M",13.9675,52.5675,2010,"m","m","m","m","m","m","m","m","","","","","","","","","","","","",1727,"HI 8",1
4649,"SK840","HZ_BR","HOHST8","M",13.9675,52.5675,2010,"m","m","m","m","m","m","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",1728,"HI 14",1
4650,"SK841","HZ_BR","HOHST8","F",13.9675,52.5675,2010,"d","","mm","mm","mm","","mm","mm","100","95","125","120","","","mm","mm","mm","mm","","",1729,"HI 10",0.947368421052632
4651,"SK842","HZ_BR","HOHST8","F",13.9675,52.5675,2010,"d","","mm","mm","mm","","mm","mm","100","95","125","120","","","mm","mm","mm","mm","","",1730,"HI 10",0.947368421052632
13,"AA_0059","HZ_BR","HOHW3","M",14.1158,52.8431,2016,"d","m","m","m","m","m","m","m","100","95","125","120","90/100","80/100","mm","mm","mm","mm","dm","dm",1731,"HI 14",0.85
12,"AA_0058","HZ_BR","HOHW3","F",14.1158,52.8431,2016,"","","mm","mm","mm","dd","mm","mm","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",1732,"HI 12",0.916666666666667
14,"AA_0060","HZ_BR","HOHW3","F",14.1158,52.8431,2016,"d","","mm","mm","mm","dm","mm","mm","94","95","125","120","90","80","dd","mm","mm","mm","mm","mm",1733,"HI 13",0.84
3532,"SK2899","HZ_BR","HOHW30","M",14.1189,52.8367,2014,"d","m","m","m","m","d","m","m","100","95","100/125","120","70/100","100","mm","mm","dm","mm","dm","dd",1734,"HI 14",0.7
3542,"SK2913","HZ_BR","HOHW30","M",14.1189,52.8367,2014,"d","m","m","m","m","d","m","m","100","95","100/125","120","70/90","100","mm","mm","dm","mm","mm","dd",1735,"HI 14",0.75
3543,"SK2914","HZ_BR","HOHW30","M",14.1189,52.8367,2014,"d","m","m","m","m","d","m","m","100","95","100/125","120","90","100","mm","mm","dm","mm","mm","dd",1736,"HI 14",0.75
3946,"SK3351","HZ_BR","HOHW30","M",14.1189,52.8367,2015,"d","m","m","m","m","m","m","m","","95","","120","90","","","mm","","mm","mm","",1737,"HI 11",0.928571428571429
3947,"SK3352","HZ_BR","HOHW30","M",14.1189,52.8367,2015,"d","m","m","m","m","m","m","m","","95","125","120","90","","","mm","mm","mm","mm","",1738,"HI 12",0.9375
3948,"SK3353","HZ_BR","HOHW30","M",14.1189,52.8367,2015,"d","","m","m","m","m","m","m","","95","125","120","70","","","mm","mm","mm","mm","",1739,"HI 11",0.933333333333333
3949,"SK3354","HZ_BR","HOHW30","M",14.1189,52.8367,2015,"d","m","m","m","m","m","m","m","100","95","125","120","90","","mm","mm","mm","mm","mm","",1740,"HI 13",0.944444444444444
3950,"SK3355","HZ_BR","HOHW30","M",14.1189,52.8367,2015,"d","m","m","m","m","m","m","m","100","95","125","120","90","","mm","mm","mm","mm","mm","",1741,"HI 13",0.944444444444444
3530,"SK2897","HZ_BR","HOHW30","F",14.1189,52.8367,2014,"d","","mm","dm","","dd","mm","mm","100","95","100/125","120","90","100","mm","mm","dm","mm","mm","dd",1742,"HI 12",0.695652173913043
3531,"SK2898","HZ_BR","HOHW30","F",14.1189,52.8367,2014,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",1743,"HI 13",0.8
3544,"SK2915","HZ_BR","HOHW30","F",14.1189,52.8367,2014,"d","","mm","mm","mm","mm","mm","mm","100","95","","","","100","mm","mm","","","","dd",1744,"HI 10",0.842105263157895
3545,"SK2916","HZ_BR","HOHW30","F",14.1189,52.8367,2014,"d","","mm","mm","mm","dm","mm","mm","100","95","125","120","100","100","mm","mm","mm","mm","dd","dd",1745,"HI 13",0.76
3725,"SK3120","HZ_BR","HOHW30","F",14.1189,52.8367,2015,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","70/90","","mm","mm","mm","mm","mm","",1746,"HI 12",0.956521739130435
3945,"SK3350","HZ_BR","HOHW30","F",14.1189,52.8367,2015,"d","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","","mm","mm","mm","mm","mm","",1747,"HI 12",0.956521739130435
3763,"SK3153-E5","HZ_BR","HOPPE1","M",13.6761,52.4978,2015,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",1755,"HI 8",0
1,"AA_0047","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m","m","m","m","m","94/100","100","100/125","100/120","90/100","80","dm","dd","dm","dm","dm","mm",1756,"HI 14",0.65
3,"AA_0049","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m","m","m","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm",1757,"HI 14",0.85
4,"AA_0050","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m","m","m","m","m","94/100","100","100/125","120","90/100","80","dm","dd","dm","mm","dm","mm",1758,"HI 14",0.7
38,"AA_0084","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","","","","","m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm",1759,"HI 10",0.5
40,"AA_0086","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","","","d","","d","d","d","94","100","100","100","100","80","dd","dd","dd","dd","dd","mm",1760,"HI 11",0.117647058823529
64,"AA_0110","HZ_BR","HOPPE1","M",13.6761,52.4978,2016,"d","m","m","m","","m","m","m","94","100","100/125","100/120","90/100","80","dd","dd","dm","dm","dm","mm",1761,"HI 13",0.578947368421053
256,"AA_0302","HZ_BR","HOPPE1","M",13.6761,52.4978,2017,"d","m","d","d","m","m","m","m","94/100","","100/125","100","100","100","dm","","dm","dd","dd","dd",1762,"HI 13",0.388888888888889
259,"AA_0304_E1","HZ_BR","HOPPE1","M",13.6761,52.4978,2017,"d","m","","d","m","m","m","m","","","","","","","","","","","","",1763,"HI 7",0.714285714285714
260,"AA_0304_E2","HZ_BR","HOPPE1","M",13.6761,52.4978,2017,"d","m","","d","m","m","m","","","","","","","","","","","","","",1764,"HI 6",0.666666666666667
3758,"SK3153","HZ_BR","HOPPE1","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","100","100","100","100","100","100","mm","dd","dd","dd","dd","dd",1765,"HI 13",0.08
3759,"SK3153-E1","HZ_BR","HOPPE1","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",1766,"HI 7",0
3760,"SK3153-E2","HZ_BR","HOPPE1","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",1767,"HI 7",0
3761,"SK3153-E3","HZ_BR","HOPPE1","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",1768,"HI 7",0
3762,"SK3153-E4","HZ_BR","HOPPE1","F",13.6761,52.4978,2015,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",1769,"HI 7",0
2,"AA_0048","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d","","mm","mm","mm","mm","mm","mm","100","95/100","100","100","90/100","80","mm","dm","dd","dd","dm","mm",1770,"HI 13",0.72
37,"AA_0083","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d","","mm","mm","","mm","mm","mm","100","95/100","125","120","90","80","mm","dm","mm","mm","mm","mm",1771,"HI 12",0.91304347826087
39,"AA_0085","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d","","mm","mm","mm","mm","mm","mm","94/100","95/100","100","120","90","80","dm","dm","dd","mm","mm","mm",1772,"HI 13",0.8
41,"AA_0087","HZ_BR","HOPPE1","F",13.6761,52.4978,2016,"d","","mm","mm","","mm","mm","mm","94/100","95/100","100/125","120","90/100","80","dm","dm","dm","mm","dm","mm",1773,"HI 12",0.782608695652174
258,"AA_0304","HZ_BR","HOPPE1","F",13.6761,52.4978,2017,"d","","dd","dd","mm","mm","mm","mm","100","100","100/125","100","100","80","mm","dd","dm","dd","dd","mm",1774,"HI 13",0.52
269,"AA_0313","HZ_BR","HOPPE1","F",13.6761,52.4978,2017,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",1775,"HI 13",0
271,"AA_0315","HZ_BR","HOPPE1","F",13.6761,52.4978,2017,"d","","mm","dm","dm","dm","dm","dm","100","95/100","100","100","100","80","mm","dm","dd","dd","dd","mm",1776,"HI 13",0.48
420,"AA_0468","HZ_BR","HOPPE3","F",13.6703,52.4936,2017,"d","","","","","","","","94/100","95/100","100","100","90/100","","dm","dm","dd","dd","dm","",1777,"HI 6",0.272727272727273
374,"AA_0421","HZ_BR","HOPPE5","M",13.6686,52.4936,2017,"d","","d","d","d","d","d","d","100","","100/125","100","100","100","mm","","dm","dd","dd","dd",1778,"HI 12",0.176470588235294
390,"AA_0437","HZ_BR","HOPPE5","M",13.6686,52.4936,2017,"d","m","d","d","d","","d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",1779,"HI 13",0.0526315789473684
414,"AA_0461","HZ_BR","HOPPE5","M",13.6686,52.4936,2017,"d","m","","d","d","","m","m","94","","100","100","100","100","dd","","dd","dd","dd","dd",1780,"HI 11",0.1875
385,"AA_0432","HZ_BR","HOPPE5","F",13.6686,52.4936,2017,"d","","dd","dd","dd","","dd","dd","94","100","100","100","90/100","100","dd","dd","dd","dd","dm","dd",1781,"HI 12",0.0434782608695652
401,"AA_0448","HZ_BR","HOPPE5","F",13.6686,52.4936,2017,"d","","dd","dd","dd","","dd","dd","94","95/100","100","100","100","80","dd","dm","dd","dd","dd","mm",1782,"HI 12",0.130434782608696
413,"AA_0460","HZ_BR","HOPPE5","F",13.6686,52.4936,2017,"d","","","dd","dd","","dd","","100","100","100","100","100","80","mm","dd","dd","dd","dd","mm",1783,"HI 10",0.210526315789474
415,"AA_0462","HZ_BR","HOPPE5","F",13.6686,52.4936,2017,"","","mm","dd","dd","","","dd","94","100","100","100","90/100","100","dd","dd","dd","dd","dm","dd",1784,"HI 10",0.15
282,"AA_0326","HZ_BR","JOACHH3","M",13.4589,53.1247,2017,"d","m","m","m","m","d","d","m","94","95","125","120","90/100","80","dd","mm","mm","mm","dm","mm",2125,"HI 14",0.7
295,"AA_0339","HZ_BR","JOACHH3","M",13.4589,53.1247,2017,"m","m","","m","","d","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",2126,"HI 12",0.888888888888889
296,"AA_0340","HZ_BR","JOACHH3","F",13.4589,53.1247,2017,"d","","mm","mm","","mm","mm","mm","94","95","125","120","70/100","80","dd","mm","mm","mm","dm","mm",2127,"HI 12",0.826086956521739
298,"AA_0342","HZ_BR","JOACHH3","F",13.4589,53.1247,2017,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",2128,"HI 13",0.84
312,"AA_0356","HZ_BR","JOACHH3","F",13.4589,53.1247,2017,"d","","dm","dd","dd","dd","mm","dd","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm",2129,"HI 13",0.52
3698,"SK3093","HZ_BR","JOACHS10","M",13.7414,52.9753,2015,"d","m","m","m","m","d","m","m","100","95","125","120","70/90","100","mm","mm","mm","mm","mm","dd",2130,"HI 14",0.8
3699,"SK3094","HZ_BR","JOACHS10","F",13.7414,52.9753,2015,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","90/100","100","mm","mm","mm","mm","dm","dd",2131,"HI 13",0.76
3540,"SK2911","HZ_BR","JOACHS11","F",13.7328,52.9789,2014,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","100","100","mm","mm","mm","mm","dd","dd",2132,"HI 13",0.72
3541,"SK2912","HZ_BR","JOACHS11","F",13.7328,52.9789,2014,"m","","mm","mm","mm","dd","mm","mm","100","95","125","120","70","100","mm","mm","mm","mm","mm","dd",2133,"HI 13",0.84
58,"AA_0104","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m","","m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",2134,"HI 13",0.947368421052632
60,"AA_0106","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"d","m","m","m","","m","d","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",2135,"HI 13",0.894736842105263
62,"AA_0108","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m","","d","m","m","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",2136,"HI 13",0.842105263157895
63,"AA_0109","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m","","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",2137,"HI 13",0.947368421052632
69,"AA_0115","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"m","m","m","m","","d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",2138,"HI 13",0.947368421052632
70,"AA_0116","HZ_BR","JOACHS8","M",13.7336,52.9783,2016,"d","m","m","m","","d","m","m","100","95","125","120","90","","mm","mm","mm","mm","mm","",2139,"HI 12",0.882352941176471
57,"AA_0103","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m","","mm","mm","","dm","mm","mm","100","95","125","120","90","80/100","mm","mm","mm","mm","mm","dm",2140,"HI 12",0.91304347826087
59,"AA_0105","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m","","mm","mm","","dm","dm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",2141,"HI 12",0.869565217391304
61,"AA_0107","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m","","mm","mm","mm","mm","dm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",2142,"HI 13",0.88
71,"AA_0117","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","100","mm","mm","mm","mm","mm","dd",2143,"HI 13",0.92
72,"AA_0118","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"m","","mm","mm","mm","dm","dm","mm","100","95","125","120","90","","mm","mm","mm","mm","mm","",2144,"HI 12",0.91304347826087
73,"AA_0119","HZ_BR","JOACHS8","F",13.7336,52.9783,2016,"d","","mm","mm","mm","dd","mm","mm","100","95","125","120","90","","mm","mm","mm","mm","mm","",2145,"HI 12",0.869565217391304
76,"AA_0122","HZ_BR","JOACHSS8","F",13.7336,52.9783,2016,"m","","mm","mm","mm","mm","mm","mm","100","95","125","120","90","","mm","mm","mm","mm","mm","",2146,"HI 12",1
2450,"SK1339","HZ_BR","KALIT","M",12.02,52.0978,2011,"d","d","d","d","d","d","d","d","","","","","","","","","","","","",2287,"HI 8",0
2452,"SK1340/1","HZ_BR","KALIT","M",12.02,52.0978,2011,"d","","d","d","d","d","d","d","","","","","","","","","","","","",2288,"HI 7",0
2451,"SK1340","HZ_BR","KALIT","F",12.02,52.0978,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",2289,"HI 7",0
2453,"SK1340/2","HZ_BR","KALIT","F",12.02,52.0978,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",2290,"HI 7",0
2454,"SK1341","HZ_BR","KALIT","F",12.02,52.0978,2011,"d","","dd","dd","dd","dd","dd","dd","94/100","100","100","100","90/100","100","mm","dd","","dd","mm","dd",2291,"HI 12",0.173913043478261
2455,"SK1342","HZ_BR","KALIT","F",12.02,52.0978,2011,"d","","dd","dd","dd","dd","dd","dd","","","","","","","","","","","","",2292,"HI 7",0
115,"AA_0161","HZ_SX","KEML21","F",13.5339,51.8489,2016,"m","","mm","dd","dd","dd","dm","dd","94","100","100/125","100","100","100","dd","dd","dm","dd","dd","dd",2300,"HI 13",0.2
116,"AA_0162","HZ_SX","KEML21","F",13.5339,51.8489,2016,"d","","dd","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd",2301,"HI 13",0
117,"AA_0163","HZ_SX","KEML21","F",13.5339,51.8489,2016,"m","","mm","dd","dd","dd","dm","dd","94/100","100","100/125","100","90","100","dm","dd","dm","dd","mm","dd",2302,"HI 13",0.32
