Transect,State,Address,Code,Letter,Number,Mouse_ID,Sex,Latitude,Longitude,Dist0,Year,Month,Day,REGion,mtBamH,Zfy2,SRY1,Y,X332,X347,X65,Tsx,Btk,Syap1,Es1,Gpd1,Idh1,Mpi,Np,Sod1,Es1C,Gpd1C,Idh1C,MpiC,NpC,Sod1C,Lab,Days in lab,BW,L,LCd,Spleen,Left_testis,Right_testis,Testes,Epididymis,Seminal_vesicles,Sperm,Dissociated,Defect,Ovaria,Gravid,Taenia,Hymenolepis,Mastophorus,Rodentolepis,Mesocestoides,Capillaria,Trichuris,Heterakis,Aspiculuris,Syphacia,Oxyurids,Ectoparasites,Leptopsylla,segnis,Ctenophthalmus,agyrtes,Ctenophthalmus,assimilis,Nosophyllus,fasciatus,Hystrichopsylla,sp.,HI_NLoci,HI
HZ_BR,D,Gottesgabe 1,GOTTES,SK,3176,SK3176,F,52.6378,14.1833,23.79,2015,10,10,mus,d,,,,mm,mm,mm,mm,mm,mm,94,95,125,120,70/100,80,dd,mm,mm,mm,dm,mm,HZ,1,15.81,81.3,74.9,0.0381,,,,,,,,,0.0096,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Gottesgabe 1,GOTTES,SK,3177,SK3177,F,52.6378,14.1833,23.79,2015,10,10,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125/155,120,100,80,mm,mm,mm,mm,dd,mm,HZ,1,11.85,75,73,0.0249,,,,,,,,,0.0054,B-,0,0,0,0,0,0,0,0,10,0,10,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Stegelitz 1,STEG1,SK,3178,SK3178,M,53.1267,13.8433,27.12,2015,10,11,mus,m,m,,m,m,m,m,d,m,m,100,95/100,125,120,90,80,mm,dm,mm,mm,mm,mm,HZ,1,16.23,83,73.8,0.0355,0.0707,0.0705,0.0706,0.0194,0.1366,27.5,15.04,0.098,,,0,0,0,0,0,0,0,0,30,0,30,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Sternfelde 2,STERNF2,SK,3179,SK3179,M,53.0039,13.9703,24.49,2015,10,11,mus,d,m,,m,m,m,d,d,m,m,100,95,100/125,100,100,80,mm,mm,dm,dd,dd,mm,HZ,1,17.1,79.5,70.3,0.0303,0.0657,0.072,0.0689,0.0203,0.1802,27.1,15.33,0.087,,,0,0,0,0,0,0,0,1,0,27,27,,,,,,,,,,,,HI 14,0.6
HZ_BR,D,Sternfelde 2,STERNF2,SK,3180,SK3180,F,53.0039,13.9703,24.49,2015,10,11,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,100,90/100,80,mm,mm,mm,dd,dm,mm,HZ,1,22.6,88.6,76.6,0.0285,,,,,,,,,0.0126,B-,0,0,0,0,0,0,0,3,,44,44,,,,,,,,,,,,HI 13,0.76
HZ_BR,D,Dobberzin 8,DOBB8,SK,3181,SK3181,M,53.0203,14.0356,28.89,2015,10,11,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,1,16.79,73.3,61.7,0.076,0.0192,0.0204,0.0198,0.0108,0.1219,2.8,40,0.1,,,0,1,1,0,0,0,0,0,10,2,12,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Sternfelde 2,STERNF2,SK,3182,SK3182,M,53.0039,13.9703,24.49,2015,10,11,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.55,82.3,74.3,0.0238,0.0665,0.0661,0.0663,0.0179,0.1241,31.6,15.38,0.112,,,0,0,0,0,0,0,0,0,0,22,22,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Britz 2,BRITZ2,SK,3183,SK3183,M,52.8875,13.8119,8.14,2015,10,11,mus,d,m,,m,m,m,m,d,m,m,100,95,125,100/120,90/100,100,mm,mm,mm,dm,dm,dd,HZ,1,14.34,80.8,74.9,0.0172,0.0687,0.0715,0.0701,0.0189,0.0832,21.5,20,0.086,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.7
HZ_BR,D,Linde 53,LINDE53,SK,3184,SK3184,M,52.8925,13.1278,-24.86,2015,10,11,dom,d,d,,d,d,d,d,d,d,d,94/100,100,100,100/120,100,80,dm,dd,dd,dm,dd,mm,HZ,1,13.88,78.2,75.3,0.0248,0.0681,0.0691,0.0686,0.0137,0.0413,16.8,17.05,0.057,,,0,0,0,0,0,0,0,1,0,4,4,,,,,,,,,,,,HI 14,0.2
HZ_BR,D,Britz 2,BRITZ2,SK,3185,SK3185,M,52.8875,13.8119,8.14,2015,10,11,mus,d,m,,m,m,m,m,d,m,m,94/100,95,125,120,90/100,80/100,dm,mm,mm,mm,dm,dm,HZ,1,10.66,68,63.2,0.025,0.04,0.0397,0.0399,0.0111,0.0221,11.4,25.42,0.102,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.75
HZ_BR,D,Sternfelde 2,STERNF2,SK,3186,SK3186,M,53.0039,13.9703,24.49,2015,10,11,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,1,19.35,86.6,79.4,0.0298,0.0613,0.0614,0.0614,0.0206,0.1473,38,30.22,0.044,,,0,0,0,0,1,0,0,0,52,4,56,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Erkner Kinderbauernhof,ERKNKI,SK,3187,SK3187,M,52.3989,13.7581,-7.81,2015,10,11,mus,d,d,,d,m,d,d,d,d,d,94,100,125,100,100,100,dd,dd,mm,dd,dd,dd,HZ,1,21.82,86.8,91.2,0.0368,0.0722,0.076,0.0741,0.0254,0.2292,22,29.2,0.124,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.15
HZ_BR,D,Rutenberg 41,RUTE41,SK,3188,SK3188,F,53.2531,13.3067,12.6,2015,10,11,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,70/90,80,mm,mm,mm,mm,mm,mm,HZ,1,17.39,86,80.2,0.022,,,,,,,,,0.006,B-,0,0,0,0,0,0,0,0,58,0,58,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Triepkendorf 30,TRIEP30,SK,3189,SK3189,M,53.2903,13.3306,16.72,2015,10,11,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,18.02,80,78.6,0.0176,0.0623,0.0665,0.0644,0.0176,0.0606,27.9,13.53,0.03,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Rutenberg Rehof,RUTERE,SK,3190,SK3190,M,53.2522,13.3047,12.45,2015,10,11,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,12.83,75.8,73.6,0.0165,0.0735,0.0761,0.0748,0.02,0.0731,35.8,9.63,0.08,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Lychen 6,LYCHE6,SK,3191,SK3191,M,53.2242,13.3122,10.51,2015,10,12,mus,d,m,,m,m,m,m,d,m,m,94,95/100,125,120,100,100,dd,dm,mm,mm,dd,dd,HZ,0,13.05,75.8,79.7,0.025,0.0666,0.0682,0.0674,0.0148,0.0287,13.1,15.15,0.182,,,0,0,0,0,0,0,0,0,8,0,8,,,,,,,,,,,,HI 14,0.55
HZ_BR,D,Lychen 6,LYCHE6,SK,3192,SK3192,F,53.2242,13.3122,10.51,2015,10,12,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95/100,125,120,90,80,mm,dm,mm,mm,mm,mm,HZ,0,15.51,77.3,78,0.0241,,,,,,,,,0.0041,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Altthymen 26,ALTTH26,SK,3193,SK3193,F,53.24,13.1647,5.05,2015,10,12,mus,d,,,,mm,mm,mm,dd,dm,dm,100,95,125,120,70,100,mm,mm,mm,mm,mm,dd,HZ,0,25.17,88.6,82.8,0.0529,,,,,,,,,0.0148,B+,0,0,0,0,0,0,30,0,8,0,8,,,,,,,,,,,,HI 13,0.72
HZ_BR,D,Schiffmühle 29,SCHIFF29,SK,3194,SK3194,M,52.8092,14.0569,17.65,2015,10,12,dom,d,m,,m,m,m,m,m,m,m,100,95,125,120,90,100,mm,mm,mm,mm,mm,dd,HZ,0,14.55,73.8,75.8,0.0619,0.0691,0.0705,0.0698,0.0187,0.11,26.5,26.47,0.044,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.85
HZ_BR,D,Pausien,PAUS,SK,3195,SK3195,M,52.6372,13.0447,-49.51,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,20.52,84.3,87.2,0.0274,0.0839,0.0914,0.0877,0.0363,0.252,31.5,24.69,0.068,,,0,0,0,0,0,0,18,0,0,0,0,,,,,,,,,,,,HI 14,0
HZ_BR,D,Beetz 95A - horses,BEETZL,SK,3196,SK3196,F,52.8186,13.0208,-36.76,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,14.74,80.3,89.1,0.0246,,,,,,,,,0.0098,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0
HZ_BR,D,Beetz 95A - horses,BEETZL,SK,3197,SK3197,M,52.8186,13.0208,-36.76,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,17.06,81.1,94.4,0.0307,0.0881,0.0911,0.0896,0.0324,0.172,50.7,16.47,0.055,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0
HZ_BR,D,Beetz 95A - horses,BEETZL,SK,3198,SK3198,F,52.8186,13.0208,-36.76,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,17.15,83.6,87.1,0.0339,,,,,,,,,0.0089,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3199,SK3199,M,52.2225,13.6025,-11.07,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,19.61,84.3,85.7,0.049,0.0759,0.0795,0.0777,0.0297,0.1171,34.9,14.21,0.066,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3200,SK3200,M,52.2225,13.6025,-11.07,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,13.34,71.7,79.2,0.0511,0.0366,0.0414,0.039,0.0087,,0.05,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3201,SK3201,F,52.2225,13.6025,-11.07,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,100,100,100,100,100,100,mm,dd,dd,dd,dd,dd,HZ,0,17.37,74.2,78.5,0.0482,,,,,,,,,0.0072,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.08
HZ_BR,D,Bestensee 6,BESTE6,SK,3202,SK3202,F,52.2225,13.6025,-11.07,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,20.12,83.7,87.5,0.1342,,,,,,,,,0.008,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3203,SK3203,F,52.2225,13.6025,-11.07,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,10.53,67.8,69.2,0.0459,,,,,,,,,0.0021,B-,0,0,0,0,0,0,0,0,0,154,154,,,,,,,,,,,,HI 13,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3204,SK3204,M,52.2225,13.6025,-11.07,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,13.12,66.5,74.5,0.0658,0.0238,0.0251,0.0245,0.0056,,0,,,,,0,0,0,0,0,0,0,0,0,65,65,,,,,,,,,,,,HI 14,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3205,SK3205,F,52.2225,13.6025,-11.07,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,13.04,73.2,75.4,0.0321,,,,,,,,,,B-,0,0,0,0,0,0,0,0,0,30,30,,,,,,,,,,,,HI 13,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3206,SK3206,F,52.2225,13.6025,-11.07,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,17.36,76.8,91,0.0628,,,,,,,,,0.0054,B-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0
HZ_BR,D,Schenkendorf 8 - horses,SCHEN8h,SK,3207,SK3207,M,52.2742,13.5953,-20.44,2015,10,12,dom,d,,,,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,17.89,86,90.9,0.036,0.0902,0.096,0.0931,0.0315,0.1851,34,16.76,0.052,,,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0
HZ_BR,D,Schenkendorf 8 - horses,SCHEN8h,SK,3208,SK3208,M,52.2742,13.5953,-20.44,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,100,100,100,100,100,100,mm,dd,dd,dd,dd,dd,HZ,1,15.05,76.7,87.3,0.0529,0.0748,0.0739,0.0744,,0.0957,44.2,16.82,0.059,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0.1
HZ_BR,D,Schenkendorf 8 - horses,SCHEN8h,SK,3209,SK3209,F,52.2742,13.5953,-20.44,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,95,100,100/120,90/100,100,dd,mm,dd,dm,dm,dd,HZ,1,15.65,79.9,87.8,0.0274,,,,,,,,,0.0066,B+,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 13,0.16
HZ_BR,D,Schenkendorf 8 - food,SCHEN8f,SK,3210,SK3210,F,52.2725,13.5992,-20.2,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,12.49,72,,0.0381,,,,,,,,,,B-,0,0,0,0,0,0,0,0,0,24,24,,,,,,,,,,,,HI 13,0
HZ_BR,D,Marienhof 6,MARIEH,SK,3211,SK3211,M,52.2458,13.5994,-19.95,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,22.95,91.2,91.3,0.0297,0.1102,0.1137,0.112,0.038,0.2788,29.3,16.43,0.05,,,,,,,,,,,,,,,,,,,,,,,,,HI 14,0
HZ_BR,D,Buchholz 29,BUCHH,SK,3212,SK3212,M,52.5844,13.7881,-3.47,2015,10,12,dom,d,d,,d,d,d,d,d,d,d,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,22.33,87.8,95.3,0.0229,0.0715,0.0774,0.0745,0.0337,0.2931,41.6,14.12,0.062,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,HI 14,0
HZ_BR,D,Schenkendorf 8 - horses,SCHEN8h,SK,3213,SK3213,F,52.2742,13.5953,-20.44,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,18.21,,,0.0364,,,,,,,,,0.0081,,0,0,0,0,1,0,0,0,0,46,46,,,,,,,,,,,,HI 13,0
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,3350,SK3350,F,52.8367,14.1189,22.57,2015,10,6,mus,d,,,,mm,mm,mm,mm,mm,mm,100,95,125,120,90,,mm,mm,mm,mm,mm,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 12,0.9565217391
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,3351,SK3351,M,52.8367,14.1189,22.57,2015,10,6,mus,d,m,,m,m,m,m,m,m,m,,95,,120,90,,,mm,,mm,mm,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 11,0.9285714286
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,3352,SK3352,M,52.8367,14.1189,22.57,2015,10,6,mus,d,m,,m,m,m,m,m,m,m,,95,125,120,90,,,mm,mm,mm,mm,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 12,0.9375
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,3353,SK3353,M,52.8367,14.1189,22.57,2015,10,6,mus,d,,,,m,m,m,m,m,m,,95,125,120,70,,,mm,mm,mm,mm,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 11,0.9333333333
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,3354,SK3354,M,52.8367,14.1189,22.57,2015,10,6,mus,d,m,,m,m,m,m,m,m,m,100,95,125,120,90,,mm,mm,mm,mm,mm,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.9444444444
HZ_BR,D,Hohenwutzen 30,HOHW30,SK,3355,SK3355,M,52.8367,14.1189,22.57,2015,10,6,mus,d,m,,m,m,m,m,m,m,m,100,95,125,120,90,,mm,mm,mm,mm,mm,,HZ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.9444444444
HZ_BR,D,Croustillier 17,CROU17,SK,3356,SK3356,F,52.7914,14.1161,21.19,2015,10,4,mus,d,,,,mm,mm,mm,mm,mm,mm,94/100,100,125,120,90,80,dm,dd,mm,mm,mm,mm,HZ,2,19.12,84.3,78.3,0.0502,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.84
HZ_BR,D,Bad Freienwalde 45,BADFR45,SK,3357,SK3357,M,52.773,14.066,17.58,2015,10,5,mus,d,,,,m,m,m,m,m,m,100,95,125,120,100,100,mm,mm,mm,mm,dd,dd,HZ,1,19.28,76.2,84.7,0.0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.7368421053
HZ_BR,D,Altranft 39,ALTR39,SK,3358,SK3358,M,52.7667,14.0817,18.53,2015,10,6,mus,m,,,,m,m,m,m,m,m,100,95,125,120,70,80,mm,mm,mm,mm,mm,mm,HZ,0,8.72,58.4,63.9,0.0322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 13,1
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3359,SK3359,M,52.6053,13.8756,2.72,2015,10,6,mus,m,m,,m,m,m,m,d,m,m,100,100,125,120,90,100,mm,dd,mm,mm,mm,dd,HZ,0,21.55,88.4,74.3,0.1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 14,0.75
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3360,SK3360,M,52.6053,13.8756,2.72,2015,10,7,mus,m,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,7.85,57.2,63.6,0.0096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 14,0.95
HZ_BR,D,Storkow 17,STORK17,SK,3361,SK3361,F,53.0478,13.4458,2.38,2015,10,7,dom,d,,,,mm,mm,mm,dm,mm,mm,100,95,100/125,120,100,80,mm,mm,dm,mm,dd,mm,HZ,1,6.27,50.8,58.1,0.009,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3362,SK3362,F,52.6053,13.8756,2.72,2015,10,8,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,0,7.59,54.4,67.3,0.0318,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.92
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3363,SK3363,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,m,100,95,155,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,0,18.15,63.7,77.1,0.0421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Neugaul 21,NEUG21,SK,3364,SK3364,F,52.7547,14.1206,21.01,2015,10,7,mus,d,,,,mm,mm,mm,mm,mm,mm,94,95,125,120,90,100,dd,mm,mm,mm,mm,dd,HZ,1,14.03,72.7,74.4,0.0307,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3365,SK3365,M,52.6053,13.8756,2.72,2015,10,8,mus,m,m,,m,m,m,m,d,m,d,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,0,16.02,73.6,76.7,0.0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Hammelspring 6,HAMMEL,SK,3366,SK3366,F,53.0689,13.4286,3.29,2015,10,8,dom,d,,,,,mm,mm,dm,mm,mm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,16.2,75,78.4,0.0524,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 12,0.8695652174
HZ_BR,D,Ort Berkenlatten 7,ORTB7,SK,3367,SK3367,M,53.1406,13.7586,24.29,2015,10,8,mus,d,m,,m,m,m,m,d,m,m,100,95,125,120,90,80,mm,mm,mm,mm,mm,mm,HZ,1,15.12,72.5,74.9,0.0336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 14,0.9
HZ_BR,D,Pappelwerder 1,PAPP1,SK,3368,SK3368,F,53.2108,13.6506,24.98,2015,10,8,dom,d,,,,mm,mm,mm,dd,mm,mm,100,95,125/155,120,90/100,100,mm,mm,mm,mm,dm,dd,HZ,1,16.92,81.4,84.3,0.0458,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.76
HZ_BR,D,Danewitz 22,DANE22,SK,3369,SK3369,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dm,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,1,25.15,87.2,85.7,0.0525,,,,,,,,,,B+,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.04
HZ_BR,D,Liebenthal 38,LIEB38,SK,3370,SK3370,F,52.9156,13.4636,-7.49,2015,10,9,dom,d,,,,dd,dd,dd,dd,dd,dd,94,95,100,100/120,100,100,dd,mm,dd,dm,dd,dd,HZ,0,8.8,58.4,78.3,0.0156,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.12
HZ_BR,D,Hammelspring 6,HAMMEL,SK,3371,SK3371,F,53.0689,13.4286,3.29,2015,10,8,dom,d,,,,mm,mm,dm,dd,mm,mm,100,95,100/125,120,90,80,mm,mm,dm,mm,mm,mm,HZ,1,8.42,60.7,62.3,0.0143,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.8
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3372,SK3372,F,52.6053,13.8756,2.72,2015,10,8,mus,m,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90/100,80,mm,mm,mm,mm,dm,mm,HZ,1,17.23,80.6,,0.0472,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.88
HZ_BR,D,Danewitz 22,DANE22,SK,3373,SK3373,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,mm,dd,dd,dd,dd,94,100,100,100/120,100,100,dd,dd,dd,dm,dd,dd,HZ,1,12.59,70.3,77.5,0.0255,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.12
HZ_BR,D,Gielsdorf 68,GIEL68,SK,3374,SK3374,F,52.6053,13.8756,2.72,2015,10,8,mus,d,,,,mm,,,,,,100,95,125,120,90,100,mm,mm,mm,mm,mm,dd,HZ,1,14.26,75.7,73.7,0.0411,,,,,,,,,,B+,,,,,,,,,,,,,,,,,,,,,,,HI 8,0.8
HZ_BR,D,Danewitz 22,DANE22,SK,3375,SK3375,F,52.7339,13.6664,-9.74,2015,10,8,dom,d,,,,dd,dd,dd,dd,dd,dd,94,95,100,100,100,100,dd,mm,dd,dd,dd,dd,HZ,1,11.2,65.3,77.1,0.0397,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.08
HZ_BR,D,Gottesgabe 1,GOTTES,SK,3376,SK3376,M,52.6378,14.1833,23.79,2015,10,10,mus,d,m,,m,m,m,m,m,m,m,94/100,95,125,120,70/100,100,dm,mm,mm,mm,dm,dd,HZ,1,12.15,71.2,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HI 14,0.75
HZ_BR,D,Sternfelde 2,STERNF2,SK,3377,SK3377,F,53.0039,13.9703,24.49,2015,10,11,mus,d,,,,mm,mm,mm,dd,mm,mm,100,95,125,120,90/100,100,mm,mm,mm,mm,dm,dd,HZ,1,15.93,80.9,79.4,0.0607,,,,,,,,,,B+,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.76
HZ_BR,D,Bestensee 6,BESTE6,SK,3378,SK3378,F,52.2225,13.6025,-11.07,2015,10,12,dom,d/m,,,,dd,dd,dd,dd,dd,dd,94,100,100,100,100,100,dd,dd,dd,dd,dd,dd,HZ,0,15.5,80.7,78.5,0.133,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 12,0
HZ_BR,D,Bestensee 6,BESTE6,SK,3379,SK3379,F,52.2225,13.6025,-11.07,2015,10,12,dom,d,,,,dd,dd,dd,dd,dd,dd,100,100,100/125,100,100,100,mm,dd,dm,dd,dd,dd,HZ,0,14.7,73.2,85.4,0.0539,,,,,,,,,,B-,,,,,,,,,,,,,,,,,,,,,,,HI 13,0.12
HZ_MV,D,Steinhausen,STEINHA,SK,3894,SK3894,M,53.9403,11.6072,,2017,4,28,mus,d,m,m,m,m,m,m,,m,m,,,,,,,,,,,,,HZ,4,17.87,84.1,66.4,0.0267,0.0613,0.0607,0.061,0.0155,0.1373,19.9,18.45,0.099,,,0,0,0,0,0,0,0,0,380,0,380,,,,,,,,,,,,,
HZ_MV,D,Steinhausen,STEINHA,SK,3895,SK3895,M,53.9403,11.6072,,2017,4,25,mus,d,m,m,m,m,m,,m,m,m,,,,,,,,,,,,,HZ,7,16.87,82.7,61.5,0.0668,0.0724,0.0757,0.0741,0.0182,0.0653,32.8,16.13,0.064,,,0,2,0,0,0,0,0,0,49,9,58,,,,,,,,,,,,,
HZ_MV,D,Steinhausen,STEINHA,SK,3896,SK3896,M,53.9403,11.6072,,2017,4,28,mus,d,m,m,m,m,m,,,m,m,,,,,,,,,,,,,HZ,8,13.74,79.4,68.1,0.0398,0.0634,0.0645,0.064,0.0181,0.0383,28.1,15.11,0.114,,,0,0,0,0,0,0,0,25,332,2,334,,,,,,,,,,,,,
