"Pos","Name","Ct.SYBR","Ct.Mean.SYBR","Ct.Dev..SYBR","Amount.SYBR..Copies.","Amount.Mean.SYBR","Amount.Dev..SYBR","Target.SYBR","fileName","tissue","EH_ID"
"D9","ILWE_AA_0298","21.9",21.92,"0.03","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0298"
"D12","ILWE_AA_0298","32.79",NA,NA,"1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","ILWE","AA_0298"
"E1","CEWE_AA_0299","21.25",21.12,"0.21","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0299"
"E2","CEWE_AA_0299","20.89",21.12,"0.21","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0299"
"E3","CEWE_AA_0299","21.23",21.12,"0.21","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0299"
"E5","CEWE_AA_0299","33",32.22,"1.11","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","CEWE","AA_0299"
"E6","CEWE_AA_0299","31.43",32.22,"1.11","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","CEWE","AA_0299"
"E7","ILWE_AA_0299","20.04",20.09,"0.09","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0299"
"E8","ILWE_AA_0299","20.04",20.09,"0.09","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0299"
"E9","ILWE_AA_0299","20.19",20.09,"0.09","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0299"
"E11","ILWE_AA_0299","33.98",33.05,"1.32","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","ILWE","AA_0299"
"E12","ILWE_AA_0299","32.11",33.05,"1.32","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","ILWE","AA_0299"
"F1","CEWE_AA_0300","19.92",20.34,"0.47","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0300"
"F2","CEWE_AA_0300","20.25",20.34,"0.47","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0300"
"F3","CEWE_AA_0300","20.84",20.34,"0.47","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0300"
"F5","CEWE_AA_0300","33.43",31.8,"2.3","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","CEWE","AA_0300"
"F6","CEWE_AA_0300","30.17",31.8,"2.3","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","CEWE","AA_0300"
"F7","ILWE_AA_0300","16.97",19.37,"2.1","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0300"
"F8","ILWE_AA_0300","20.25",19.37,"2.1","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0300"
"F9","ILWE_AA_0300","20.89",19.37,"2.1","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0300"
"F10","ILWE_AA_0300","32.84",31.32,"1.32","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","ILWE","AA_0300"
"F11","ILWE_AA_0300","30.44",31.32,"1.32","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","ILWE","AA_0300"
"F12","ILWE_AA_0300","30.68",31.32,"1.32","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","ILWE","AA_0300"
"G1","CEWE_AA_0289","19.48",20.04,"0.5","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0289"
"G2","CEWE_AA_0289","20.21",20.04,"0.5","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0289"
"G3","CEWE_AA_0289","20.44",20.04,"0.5","1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","CEWE","AA_0289"
"G5","CEWE_AA_0289","34.67",33.05,"2.29","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","CEWE","AA_0289"
"G6","CEWE_AA_0289","31.43",33.05,"2.29","1",NA,NA,"eimeria "," QPCR22.05.2018.XLS.csv","CEWE","AA_0289"
"G7","ILWE_AA_0289","39.12",NA,NA,"1",NA,NA,"mouse "," QPCR22.05.2018.XLS.csv","ILWE","AA_0289"
"A1","CEWE_AA_0318","22.41",21.15,"1.09","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0318"
"A2","CEWE_AA_0318","20.57",21.15,"1.09","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0318"
"A3","CEWE_AA_0318","20.47",21.15,"1.09","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0318"
"A6","CEWE_AA_0318","33.48",NA,NA,"1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0318"
"A7","ILWE_AA_0318","21.17",21.32,"0.15","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0318"
"A8","ILWE_AA_0318","21.46",21.32,"0.15","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0318"
"A9","ILWE_AA_0318","21.34",21.32,"0.15","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0318"
"A12","ILWE_AA_0318","34.94",NA,NA,"1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0318"
"B1","CEWE_AA_0319","26.47",24.52,"1.69","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0319"
"B2","CEWE_AA_0319","23.54",24.52,"1.69","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0319"
"B3","CEWE_AA_0319","23.54",24.52,"1.69","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0319"
"B4","CEWE_AA_0319","33.94",32.34,"1.55","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0319"
"B5","CEWE_AA_0319","32.24",32.34,"1.55","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0319"
"B6","CEWE_AA_0319","30.85",32.34,"1.55","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0319"
"C1","CEWE_AA_0320","23.62",22.34,"1.12","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0320"
"C2","CEWE_AA_0320","21.56",22.34,"1.12","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0320"
"C3","CEWE_AA_0320","21.85",22.34,"1.12","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0320"
"C5","CEWE_AA_0320","35.61",33.63,"2.81","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0320"
"C6","CEWE_AA_0320","31.64",33.63,"2.81","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0320"
"C7","ILWE_AA_0324","22.42",22.64,"0.19","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0324"
"C8","ILWE_AA_0324","22.77",22.64,"0.19","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0324"
"C9","ILWE_AA_0324","22.72",22.64,"0.19","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0324"
"C10","ILWE_AA_0324","37.15",36.99,"1.17","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0324"
"C11","ILWE_AA_0324","38.07",36.99,"1.17","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0324"
"C12","ILWE_AA_0324","35.74",36.99,"1.17","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0324"
"D1","CEWE_AA_0321","22.52",22.48,"0.05","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0321"
"D2","CEWE_AA_0321","22.51",22.48,"0.05","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0321"
"D3","CEWE_AA_0321","22.42",22.48,"0.05","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0321"
"D4","CEWE_AA_0321","33.67",31.21,"2.47","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0321"
"D5","CEWE_AA_0321","28.74",31.21,"2.47","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0321"
"D6","CEWE_AA_0321","31.22",31.21,"2.47","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0321"
"D7","ILWE_AA_0321","20.51",20.83,"0.28","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0321"
"D8","ILWE_AA_0321","20.93",20.83,"0.28","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0321"
"D9","ILWE_AA_0321","21.04",20.83,"0.28","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0321"
"D10","ILWE_AA_0321","32.15",30.88,"1.16","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0321"
"D11","ILWE_AA_0321","30.63",30.88,"1.16","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0321"
"D12","ILWE_AA_0321","29.87",30.88,"1.16","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0321"
"E1","CEWE_AA_0322","22.17",22.01,"0.19","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0322"
"E2","CEWE_AA_0322","21.79",22.01,"0.19","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0322"
"E3","CEWE_AA_0322","22.06",22.01,"0.19","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0322"
"E4","CEWE_AA_0322","38.48",34.67,"3.5","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0322"
"E5","CEWE_AA_0322","33.96",34.67,"3.5","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0322"
"E6","CEWE_AA_0322","31.58",34.67,"3.5","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0322"
"F1","CEWE_AA_0323","19.05",20.2,"1","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0323"
"F2","CEWE_AA_0323","20.7",20.2,"1","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0323"
"F3","CEWE_AA_0323","20.86",20.2,"1","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0323"
"F4","CEWE_AA_0323","9.46",17.59,"12.49","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0323"
"F5","CEWE_AA_0323","11.33",17.59,"12.49","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0323"
"F6","CEWE_AA_0323","31.97",17.59,"12.49","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0323"
"F7","ILWE_AA_0323","20.09",20.1,"0.4","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0323"
"F8","ILWE_AA_0323","19.7",20.1,"0.4","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0323"
"F9","ILWE_AA_0323","20.51",20.1,"0.4","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0323"
"F11","ILWE_AA_0323","38.98",38.03,"1.35","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0323"
"F12","ILWE_AA_0323","37.07",38.03,"1.35","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0323"
"G1","CEWE_AA_0325","17.47",19.61,"1.86","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0325"
"G2","CEWE_AA_0325","20.75",19.61,"1.86","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0325"
"G3","CEWE_AA_0325","20.62",19.61,"1.86","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0325"
"G4","CEWE_AA_0325","16.72",26.52,"8.58","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0325"
"G5","CEWE_AA_0325","30.22",26.52,"8.58","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0325"
"G6","CEWE_AA_0325","32.63",26.52,"8.58","1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","CEWE","AA_0325"
"G7","ILWE_AA_0325","21.3",21.42,"0.2","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0325"
"G8","ILWE_AA_0325","21.31",21.42,"0.2","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0325"
"G9","ILWE_AA_0325","21.66",21.42,"0.2","1",NA,NA,"mouse "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0325"
"G12","ILWE_AA_0325","33.5",NA,NA,"1",NA,NA,"eimeria "," QPCR22.05.2018part2.XLS.csv","ILWE","AA_0325"
"A1","CEWE_AA_0393","5.96",6.06,"0.31","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0393"
"A2","CEWE_AA_0393","5.82",6.06,"0.31","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0393"
"A3","CEWE_AA_0393","6.41",6.06,"0.31","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0393"
"A4","CEWE_AA_0393","38.32",35.64,"3.78","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0393"
"A6","CEWE_AA_0393","32.96",35.64,"3.78","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0393"
"A7","ILWE_AA_0393","22.44",22.35,"0.08","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0393"
"A8","ILWE_AA_0393","22.29",22.35,"0.08","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0393"
"A9","ILWE_AA_0393","22.32",22.35,"0.08","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0393"
"A10","ILWE_AA_0393","33.92",33.78,"0.67","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0393"
"A11","ILWE_AA_0393","34.36",33.78,"0.67","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0393"
"A12","ILWE_AA_0393","33.04",33.78,"0.67","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0393"
"B1","CEWE_AA_0394","20.3",20.32,"0.16","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0394"
"B2","CEWE_AA_0394","20.17",20.32,"0.16","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0394"
"B3","CEWE_AA_0394","20.49",20.32,"0.16","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0394"
"B4","CEWE_AA_0394","34.73",34.37,"1.19","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0394"
"B5","CEWE_AA_0394","35.34",34.37,"1.19","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0394"
"B6","CEWE_AA_0394","33.03",34.37,"1.19","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0394"
"B7","ILWE_AA_0394","20.99",21.46,"0.41","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0394"
"B8","ILWE_AA_0394","21.74",21.46,"0.41","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0394"
"B9","ILWE_AA_0394","21.66",21.46,"0.41","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0394"
"B10","ILWE_AA_0394","34.1",33.93,"1.52","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0394"
"B11","ILWE_AA_0394","35.36",33.93,"1.52","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0394"
"B12","ILWE_AA_0394","32.34",33.93,"1.52","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0394"
"C1","CEWE_AA_0395","21.98",21.88,"0.13","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0395"
"C2","CEWE_AA_0395","21.73",21.88,"0.13","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0395"
"C3","CEWE_AA_0395","21.93",21.88,"0.13","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0395"
"C4","CEWE_AA_0395","35.43",34.64,"0.74","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0395"
"C5","CEWE_AA_0395","34.54",34.64,"0.74","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0395"
"C6","CEWE_AA_0395","33.96",34.64,"0.74","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0395"
"C7","ILWE_AA_0395","21.49",21.7,"0.21","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0395"
"C8","ILWE_AA_0395","21.91",21.7,"0.21","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0395"
"C9","ILWE_AA_0395","21.68",21.7,"0.21","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0395"
"C10","ILWE_AA_0395","35.28",34.36,"0.8","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0395"
"C11","ILWE_AA_0395","33.96",34.36,"0.8","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0395"
"C12","ILWE_AA_0395","33.83",34.36,"0.8","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0395"
"D1","CEWE_AA_0396","20.58",20.72,"0.26","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0396"
"D2","CEWE_AA_0396","20.56",20.72,"0.26","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0396"
"D3","CEWE_AA_0396","21.02",20.72,"0.26","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0396"
"D4","CEWE_AA_0396","25.57",25.62,"0.31","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0396"
"D5","CEWE_AA_0396","25.34",25.62,"0.31","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0396"
"D6","CEWE_AA_0396","25.96",25.62,"0.31","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0396"
"D7","ILWE_AA_0396","23.55",23.26,"0.26","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0396"
"D8","ILWE_AA_0396","23.18",23.26,"0.26","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0396"
"D9","ILWE_AA_0396","23.06",23.26,"0.26","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0396"
"D11","ILWE_AA_0396","36.21",35.82,"0.56","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0396"
"D12","ILWE_AA_0396","35.42",35.82,"0.56","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0396"
"E1","CEWE_AA_0397","23.02",23.13,"0.13","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0397"
"E2","CEWE_AA_0397","23.1",23.13,"0.13","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0397"
"E3","CEWE_AA_0397","23.28",23.13,"0.13","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0397"
"E4","CEWE_AA_0397","27.5",27.14,"0.38","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0397"
"E5","CEWE_AA_0397","27.16",27.14,"0.38","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0397"
"E6","CEWE_AA_0397","26.75",27.14,"0.38","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0397"
"E7","ILWE_AA_0397","24.22",24.08,"0.15","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0397"
"E8","ILWE_AA_0397","24.09",24.08,"0.15","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0397"
"E9","ILWE_AA_0397","23.92",24.08,"0.15","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0397"
"E10","ILWE_AA_0397","38.68",37.38,"2.26","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0397"
"E11","ILWE_AA_0397","38.69",37.38,"2.26","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0397"
"E12","ILWE_AA_0397","34.77",37.38,"2.26","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0397"
"F1","CEWE_AA_0398","20.36",20.52,"0.4","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0398"
"F2","CEWE_AA_0398","20.22",20.52,"0.4","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0398"
"F3","CEWE_AA_0398","20.97",20.52,"0.4","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0398"
"F4","CEWE_AA_0398","35.34",35.01,"1.65","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0398"
"F5","CEWE_AA_0398","36.47",35.01,"1.65","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0398"
"F6","CEWE_AA_0398","33.22",35.01,"1.65","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0398"
"F7","ILWE_AA_0398","16.28",17.47,"2.07","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0398"
"F8","ILWE_AA_0398","16.27",17.47,"2.07","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0398"
"F9","ILWE_AA_0398","19.86",17.47,"2.07","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0398"
"F10","ILWE_AA_0398","26.28",28.62,"3.71","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0398"
"F11","ILWE_AA_0398","26.68",28.62,"3.71","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0398"
"F12","ILWE_AA_0398","32.89",28.62,"3.71","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","ILWE","AA_0398"
"G1","CEWE_AA_0399","20.91",20.89,"0.04","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0399"
"G2","CEWE_AA_0399","20.92",20.89,"0.04","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0399"
"G3","CEWE_AA_0399","20.85",20.89,"0.04","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","CEWE","AA_0399"
"G4","CEWE_AA_0399","38.09",35.57,"2.19","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0399"
"G5","CEWE_AA_0399","34.55",35.57,"2.19","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0399"
"G6","CEWE_AA_0399","34.08",35.57,"2.19","1",NA,NA,"eimeria "," QPCR23.05.2018.XLS.csv","CEWE","AA_0399"
"G8","ILWE_AA_0399","36.7",37.35,"0.92","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0399"
"G9","ILWE_AA_0399","38",37.35,"0.92","1",NA,NA,"mouse "," QPCR23.05.2018.XLS.csv","ILWE","AA_0399"
"A1","CEWE_AA_0327","23.36",22.65,"0.71","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0327"
"A2","CEWE_AA_0327","22.64",22.65,"0.71","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0327"
"A3","CEWE_AA_0327","21.94",22.65,"0.71","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0327"
"A4","CEWE_AA_0327","37.23",36.26,"1.66","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0327"
"A5","CEWE_AA_0327","37.21",36.26,"1.66","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0327"
"A6","CEWE_AA_0327","34.34",36.26,"1.66","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0327"
"A7","ILWE_AA_0327","19.97",20.4,"0.67","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","ILWE","AA_0327"
"A8","ILWE_AA_0327","20.05",20.4,"0.67","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","ILWE","AA_0327"
"A9","ILWE_AA_0327","21.17",20.4,"0.67","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","ILWE","AA_0327"
"A10","ILWE_AA_0327","34.86",34.18,"1.05","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","ILWE","AA_0327"
"A11","ILWE_AA_0327","32.97",34.18,"1.05","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","ILWE","AA_0327"
"A12","ILWE_AA_0327","34.7",34.18,"1.05","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","ILWE","AA_0327"
"B1","CEWE_AA_0328","22.5",22.23,"0.29","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0328"
"B2","CEWE_AA_0328","22.29",22.23,"0.29","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0328"
"B3","CEWE_AA_0328","21.92",22.23,"0.29","1",NA,NA,"mouse "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0328"
"B4","CEWE_AA_0328","29.9",29.36,"0.62","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0328"
"B5","CEWE_AA_0328","29.49",29.36,"0.62","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0328"
"B6","CEWE_AA_0328","28.68",29.36,"0.62","1",NA,NA,"eimeria "," QPCR23.05.2018part2.XLS.csv","CEWE","AA_0328"
