"Mouse_ID","Target","Task","Reporter","Amp.Status","Amp.Score","Cq.Confidence","FEC_Eim_Ct","Cq.SD","Threshold","Auto Baseline","Baseline Start","Baseline End","plate","FEC_Eim_Ct1","FEC_Eim_Ct2","FEC_Eim_Ct3","Tm_sum1","Tm_sum2","Tm_sum3","MC.1","MC.2","MC.3","MC.Eimeria.FEC","Auto.Baseline","Baseline.Start","Baseline.End","Tm1","Tm2","Tm3","Tm4"
"AA_0543","Eim","UNKNOWN","SYBR","Amp",1.45280363883363,0.727668702039541,32.6931067991843,0.717736482409216,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",32.0670137531779,33.476420566941,32.5358860774339,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,80.9898071289062,78.4380950927734,NA,NA
"AA_0544","Eim","UNKNOWN","SYBR","Amp",1.34860392251127,0.868698958089395,33.0238802661614,0.278797536978026,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",32.7178408824216,33.2634042257002,33.0903956903625,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,29,84.6168670654297,83.5428466796875,NA,NA
"AA_0545","Eim","UNKNOWN","SYBR","Amp",1.39081594415153,0.696301291006593,30.6503985788715,0.42880127204787,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",30.4719310916206,30.3396541382099,31.1396105067842,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,82.0562438964844,83.8696746826172,79.7894515991211,NA
"AA_0547","Eim","UNKNOWN","SYBR","Amp",1.43658709483292,0.959737052491535,31.1281001707893,0.647831907197244,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",30.4414614370272,31.2143560883894,31.7284829869513,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,25,84.2886505126953,77.6491470336914,NA,NA
"AA_0552","Eim","UNKNOWN","SYBR","Amp",1.44261244830557,0.886042059175701,31.4874185111014,0.763183639092984,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",30.708035333962,32.2332991848111,31.520921014531,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,80.2428131103516,86.1364669799805,NA,NA
"AA_0553","Eim","UNKNOWN","SYBR","Inconclusive",1.00138447575926,0.797670597409313,35.4653452262241,2.19525123935849,0.0970454119866894,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_03022022_2.eds",38,34.1702349806588,34.2258006980136,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,33,83.9957275390625,65.2769317626953,78.1083602905273,NA
"AA_0554","Eim","UNKNOWN","SYBR","Amp",1.46020638790903,0.938742947913363,19.3996804001041,0.279558421622193,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",19.6672521277511,19.4222816809663,19.1095073915949,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,16,75.5704498291016,NA,NA,NA
"AA_0559","Eim","UNKNOWN","SYBR","Amp",1.45777876006566,0.901189858572265,20.713121754199,0.284237729969491,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",22.8139543987782,22.7061137016402,20.713121754199,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,17,75.5513458251953,NA,NA,NA
"AA_0560","Eim","UNKNOWN","SYBR","Amp",1.41546630597877,0.896560094012512,33.2810161831122,0.698737744097342,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",36.5864783784417,36.172666048033,33.2810161831122,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,30,81.5931167602539,79.1764068603516,75.2492599487305,93.8276901245117
"AA_0561","Eim","UNKNOWN","SYBR","Amp",1.43847024112771,0.848893148046162,21.1401397425384,0.108182538050343,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",21.2496717311024,21.1373883534158,21.0333591430969,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,17,75.4003067016602,NA,NA,NA
"AA_0563","Eim","UNKNOWN","SYBR","Amp",1.44311457688066,0.820208762089168,18.3163561520775,0.226899715978867,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",20.8194571773882,20.6238288543684,18.3163561520775,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,15,75.5513458251953,NA,NA,NA
"AA_0564","Eim","UNKNOWN","SYBR","Amp",1.49279656915634,0.910929082760151,28.9226973407088,0.108634641892114,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",29.010406855892,28.8011781373991,28.9565070288354,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,24,83.2651977539062,NA,NA,NA
"AA_0565","Eim","UNKNOWN","SYBR","Amp",1.47519105075885,0.926518387597927,33.2077730005818,0.567132196427743,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",32.8578801148417,32.9033238295731,33.8621150573306,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,80.8635864257812,77.5364685058594,62.8669204711914,NA
"AA_0567","Eim","UNKNOWN","SYBR","Amp",1.43775549880428,0.889362196829416,31.1135597157657,1.312522491101,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",31.4277298116236,32.2404871883355,29.6724621473379,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,75.2492599487305,NA,NA,NA
"AA_0568","Eim","UNKNOWN","SYBR","Amp",1.40483004180208,0.951358231551536,31.0248824726973,0.468526619022452,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",30.8830462502549,31.5479389004049,30.6436622674322,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,74.9471740722656,NA,NA,NA
"AA_0569","Eim","UNKNOWN","SYBR","Amp",1.46726522677464,0.984795705297078,23.5991051919419,0.545988052472391,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",24.2295316680668,23.2789122859297,23.2888716218292,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,20,74.9373321533203,NA,NA,NA
"AA_0571","Eim","UNKNOWN","SYBR","Amp",1.37146775871912,0.800534102741039,29.9818898771148,0.48158690458532,0.0970454119866894,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_03022022_2.eds",30.5096504036382,29.5662612476315,29.8697579800747,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,82.9528198242188,79.3274917602539,63.1645660400391,NA
"AA_0572","Eim","UNKNOWN","SYBR","Amp",1.49678585811509,0.970274874087709,25.9484555020901,0.284188680681543,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",26.270787416275,25.7339996861977,25.8405794037976,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,22,84.163688659668,NA,NA,NA
"AA_0573","Eim","UNKNOWN","SYBR","Amp",1.4393779814225,0.777214753579111,34.1064058144716,0.374258150005475,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",33.860351406887,33.9217609782166,34.5371050583111,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,29,81.2910308837891,78.1252288818359,NA,NA
"AA_0575","Eim","UNKNOWN","SYBR","Amp",1.43423856191318,0.899697755081476,30.9950265603998,0.221034946234653,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",30.7503785990994,31.0543665849147,31.1803344971853,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,82.0316848754883,84.2958374023438,62.258056640625,NA
"AA_0576","Eim","UNKNOWN","SYBR","Amp",1.42108381973862,0.936151332889277,31.3130754203012,0.24050750474158,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",31.1594214486152,31.5902438710883,31.1895609412001,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,79.1787338256836,84.163688659668,NA,NA
"AA_0577","Eim","UNKNOWN","SYBR","Amp",1.04086259188081,0.701602236139752,35.2210749103604,1.35412968331514,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",36.1176597583338,35.882182732914,33.6633822398335,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,31,82.3509750366211,NA,NA,NA
"AA_0579","Eim","UNKNOWN","SYBR","Amp",1.47690373387488,0.975496440548094,19.2272724711531,0.559348055026248,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",19.8687479539545,18.9717432444192,18.8413262150855,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,16,75.2347793579102,NA,NA,NA
"AA_0581","Eim","UNKNOWN","SYBR","Amp",1.46572382077466,0.917613528885432,25.4967448530628,0.54524495573758,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",25.9539512735757,25.6429933181908,24.8932899674219,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,22,75.3901596069336,NA,NA,NA
"AA_0582","Eim","UNKNOWN","SYBR","Amp",1.36701353929114,0.746297208487756,33.9001520315454,0.644979587299219,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",33.5014412834014,33.5547405082029,34.6442743030319,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,29,78.2763366699219,NA,NA,NA
"AA_0583","Eim","UNKNOWN","SYBR","Amp",1.29257407964839,0.98117870122291,29.8328022238943,0.824849026484127,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",30.7659149098563,29.2008631340372,29.5316286277894,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,79.1637573242188,74.4844970703125,NA,NA
"AA_0584","Eim","UNKNOWN","SYBR","Amp",1.37119426627722,0.892597956278062,35.682310247317,1.80730879455117,0.0970454119866894,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_03022022_2.eds",35.0407748379636,37.7228713459138,34.2832845580736,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,31,74.6363296508789,66.6388397216797,78.1190490722656,NA
"AA_0585","Eim","UNKNOWN","SYBR","Amp",1.41171517539081,0.885605871202405,32.9582191131912,0.715362108585003,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",33.0878757306761,32.1868960645135,33.599885544384,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,29,79.5024871826172,85.2493209838867,62.1107559204102,NA
"AA_0586","Eim","UNKNOWN","SYBR","Amp",1.46569880423004,0.946921394607583,28.9263742181509,1.63057668772309,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",28.3846474727649,27.6356104155725,30.7588647661153,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,25,81.5956802368164,84.4658050537109,76.7595520019531,NA
"AA_0588","Eim","UNKNOWN","SYBR","Amp",1.44482663098559,0.854381814315672,29.8711025538177,0.317446398925491,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",29.7011398665295,29.6748247111444,30.2373430837792,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,81.5940322875977,74.6584854125977,84.9390258789062,NA
"AA_0589","Eim","UNKNOWN","SYBR","Amp",1.38489046200856,0.929018892506059,28.9858779156861,0.130668416238032,0.112184518307313,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_10022022.eds",29.1180382356918,28.8567543391831,28.9828411721832,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,24,75.3889770507812,NA,NA,NA
"AA_0590","Eim","UNKNOWN","SYBR","Amp",1.49574531077325,0.929805423253812,32.0077663062738,0.215138432978411,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",31.7923797053509,32.0082635039538,32.2226557095168,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,83.861572265625,NA,NA,NA
"AA_0591","Eim","UNKNOWN","SYBR","Amp",1.46186558058651,0.943017316232766,15.4664121396821,0.0311905477056768,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",15.4526794931234,15.5021126627972,15.4444442631257,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,12,75.5533065795898,NA,NA,NA
"AA_0592","Eim","UNKNOWN","SYBR","Amp",1.4687756911932,0.941712944698975,22.7472710584433,0.14283640105335,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",22.882209620703,22.5976681923583,22.7619353622686,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,17,75.1120376586914,NA,NA,NA
"AA_0593","Eim","UNKNOWN","SYBR","Amp",1.49204495848779,0.939051310520091,27.5240702710839,0.606254827771887,0.0970454119866894,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_03022022_2.eds",27.0084680218452,27.371797430873,28.1919453605336,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,23,76.0042724609375,NA,NA,NA
"AA_0594","Eim","UNKNOWN","SYBR","Amp",1.47589395613832,0.940759370319768,30.1578462964498,0.69914809461863,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",29.417852600199,30.8073338516496,30.2483524375008,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,80.6876907348633,NA,NA,NA
"AA_0595","Eim","UNKNOWN","SYBR","Amp",1.50933305947716,0.944485993418269,29.779083706895,0.18955324919303,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",29.5759061367576,29.8101771692516,29.9511678146758,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,25,81.2919158935547,69.8205871582031,NA,NA
"AA_0596","Eim","UNKNOWN","SYBR","Amp",1.43629512398507,0.813242230008747,30.9155788392358,0.503267548157265,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",30.6605477578745,30.5908802871652,31.4953084726677,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,75.4192123413086,NA,NA,NA
"AA_0597","Eim","UNKNOWN","SYBR","Amp",1.44932390429905,0.897654710462364,25.2329496145107,0.258958445304326,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",25.2435334791269,25.4864538621428,24.9688615022625,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,22,75.0982131958008,NA,NA,NA
"AA_0598","Eim","UNKNOWN","SYBR","Amp",1.44837081089004,0.899691514614109,32.0968437527959,0.669540846384544,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",31.8924026677827,32.844771525436,31.5533570651691,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,80.3653106689453,74.1893997192383,NA,NA
"AA_0599","Eim","UNKNOWN","SYBR","Amp",1.376394946206,0.929230841367171,32.6900693778913,0.486332651855578,0.0814230867336193,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_09022022_3.eds",32.6418996360991,32.2296140489665,33.1986944486084,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,83.5614471435547,73.4395751953125,79.6335525512695,NA
"AA_0600","Eim","UNKNOWN","SYBR","Amp",1.41298742563582,0.979313670877609,31.9922455742771,1.05516209066697,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",32.8497464107169,32.3130858938668,30.8139044182475,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,80.5162048339844,77.9509429931641,NA,NA
"AA_0601","Eim","UNKNOWN","SYBR","Amp",1.3921918295682,0.845913721740176,32.7102021012087,0.533665727873398,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",32.422214304799,32.3823947902738,33.3259972085534,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,82.4778747558594,NA,NA,NA
"AA_0602","Eim","UNKNOWN","SYBR","Amp",1.44307324818011,0.869719827220921,32.976651233888,0.677092933100325,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",32.197213087913,33.4193983419488,33.3133422718023,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,75.858642578125,84.9250030517578,NA,NA
"AA_0603","Eim","UNKNOWN","SYBR","Amp",1.4107260305808,0.884304775335327,31.9597033113583,0.70348267243176,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",31.7937085979135,31.3540627467149,32.7313385894467,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,84.7486724853516,74.1826095581055,62.258056640625,62.107608795166
"AA_0605","Eim","UNKNOWN","SYBR","Amp",1.42795679434906,0.800386962620799,32.3116805131954,0.495482058128506,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",31.86476974303,32.2257727741667,32.8444990223896,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,74.6311874389648,84.3079681396484,81.5895462036133,62.1075286865234
"AA_0606","Eim","UNKNOWN","SYBR","Amp",1.44500495964567,0.978355643379378,30.5031082980092,1.53106148325819,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",28.7571976853519,31.1352392596909,31.6168879489848,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,25,83.7105102539062,78.4234313964844,75.2558670043945,NA
"AA_0608","Eim","UNKNOWN","SYBR","Amp",1.48531565704491,0.923080486093413,29.8861477550427,0.104218661148462,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",29.8912354958362,29.7794784050459,29.987729364246,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,80.8241348266602,74.1922149658203,NA,NA
"AA_0609","Eim","UNKNOWN","SYBR","Amp",1.41887179528855,0.926553171061803,31.4006783105694,0.480340137847871,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",30.8460805017783,31.6845041507461,31.6714502791839,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,80.2144088745117,62.2575645446777,NA,NA
"AA_0611","Eim","UNKNOWN","SYBR","Amp",1.48056064468721,0.905037809019585,30.2475495912477,0.263966681406464,0.0697698200514773,NA,NA,NA,"qPCR_eimeria_field_faeces_07022022.eds",29.9427473990597,30.3995948492254,30.4003065254579,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,80.9962463378906,74.800895690918,NA,NA
"AA_0612","Eim","UNKNOWN","SYBR","Amp",1.46167399113713,0.934790908225409,29.0977221838876,0.279798694792352,0.0909914659255709,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022.eds",28.8278865170318,29.0787607000674,29.3865193345634,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,25,80.832275390625,NA,NA,NA
"AA_0613","Eim","UNKNOWN","SYBR","Amp",1.45853075394967,0.852993830719719,32.8534850942134,2.95260937748834,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",29.4707318453423,34.176571779917,34.913151657381,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,24,79.7829666137695,78.8827362060547,74.9536285400391,NA
"AA_0614","Eim","UNKNOWN","SYBR","Amp",1.43792653297731,0.928541707948042,31.9829553028208,0.425005685226955,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",32.4608173064874,31.8408011658076,31.6472474361675,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,28,80.2144088745117,83.8359603881836,NA,NA
"AA_0615","Eim","UNKNOWN","SYBR","Amp",1.46234604036102,0.884445821151298,31.1882711803341,0.267080304417939,0.106609839384532,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_3.eds",30.9115717033229,31.2086805162027,31.4445613214768,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,81.8742828369141,78.856330871582,61.9557723999023,NA
"AA_0616","Eim","UNKNOWN","SYBR","Amp",1.44356907700977,0.91021081523318,31.6793658363167,0.795937671122579,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",31.0206065425589,31.4537284375311,32.56376252886,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,84.163688659668,83.861572265625,80.8403854370117,NA
"AA_0618","Eim","UNKNOWN","SYBR","Amp",1.44228292531527,0.923338232825474,29.8298855278485,0.789591364349043,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",28.9316929443777,30.143364398493,30.4145992406747,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,25,75.2392120361328,72.0774078369141,81.1408615112305,61.9565505981445
"AA_0619","Eim","UNKNOWN","SYBR","Amp",1.49259690812882,0.803147426559307,28.2943098197166,0.0974483829656502,0.0970454119866894,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_03022022_2.eds",28.1909567579769,28.3074533022443,28.3845193989286,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,24,84.7654876708984,81.2912139892578,62.4092864990234,80.2532958984375
"AA_0620","Eim","UNKNOWN","SYBR","Amp",1.4333972785417,0.773304305505631,30.6624491105889,0.247087397464571,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",30.4928590639889,30.945943892461,30.5485443753169,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,83.8807373046875,80.1011199951172,NA,NA
"AA_0622","Eim","UNKNOWN","SYBR","Amp",1.447452163695,0.865551367584175,32.1779397707808,0.329552630036145,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",31.8049091033059,32.4295782709519,32.2993319380845,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,81.5788497924805,NA,NA,NA
"AA_0623","Eim","UNKNOWN","SYBR","Amp",1.45628082115458,0.902287216221284,20.7511055666417,0.248214708776401,0.0814230867336193,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_09022022_3.eds",20.974502933548,20.7949085037508,20.4839052626264,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,18,75.1013717651367,NA,NA,NA
"AA_0624","Eim","UNKNOWN","SYBR","Amp",1.47792206296156,0.852041176715428,31.3577596933767,0.544303210165439,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",30.7865593211973,31.4162837122606,31.8704360466721,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,81.461784362793,74.5073013305664,85.0902099609375,NA
"AA_0626","Eim","UNKNOWN","SYBR","Amp",1.4259674270493,0.859705995297612,30.7021311062617,0.678061865642362,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",29.9213592938846,31.0418768467113,31.1431571781893,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,26,74.9490737915039,82.1999206542969,NA,NA
"AA_0627","Eim","UNKNOWN","SYBR","Amp",1.44946785658283,0.981197956094289,30.9340429663084,0.0292486786369869,0.0601103991645981,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_04022022_2.eds",30.9284415818809,30.9080000531364,30.9656872639078,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,27,84.163688659668,NA,NA,NA
"AA_0628","Eim","UNKNOWN","SYBR","Amp",1.47786260730451,0.91400588502922,29.3917476907916,0.121477013974279,0.103987900813344,NA,NA,NA,"qPCR_eimeria_field_faeces_JK_07022022_2.eds",29.2682015697786,29.3959974350602,29.5110440675361,NA,NA,NA,NA,NA,NA,NA,"TRUE",3,25,80.8387451171875,83.8598937988281,62.714916229248,NA
