Mouse_ID,Transect,State,Code,GPS.latitude,GPS.longitude,Year,Sex,HI,Species,Ectoparasites(TRUE),Eimeria_atleasforonedetectionmethod,Wormspresence,Hymenolepis_microstoma,Hymenolepis_diminuta,Catenotaenia_pusilla,Cysticercus,Taenia_martis,Mesocestoides_litteratus,Mastophorus_muris,Trichuris_muris,Heterakis,Syphacia_obvelata,Aspiculuris_tetraptera,Syphacia_Aspiculuris,S_A,
AA_0375,HZ_BR,Germany,NA,52.74772,14.180929,2017,M,0.75,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,3,0,0,3,
AA_0376,HZ_BR,Germany,NA,53.27386,13.486372,2017,F,0.91,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0377,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,0.28,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,21,0,0,21,
AA_0378,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.11,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,2,0,0,2,
AA_0379,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.3,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0380,HZ_BR,Germany,NA,53.27386,13.486372,2017,F,0.92,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,30,0,0,30,
AA_0381,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.35,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,4,2,0,6,
AA_0382,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,0.44,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,15,4,0,19,
AA_0383,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.42,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0384,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,0.24,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0385,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.35,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,3,0,0,3,
AA_0386,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.4,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,7,0,0,7,
AA_0387,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,0.32,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0388,HZ_BR,Germany,NA,52.74772,14.180929,2017,M,0.6,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0389,HZ_BR,Germany,NA,52.01705,14.144171,2017,M,0.65,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,19,16,0,35,
AA_0390,HZ_BR,Germany,NA,52.76343,13.897624,2017,M,0.25,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0391,HZ_BR,Germany,NA,52.74772,14.180929,2017,M,0.83,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,1,1,0,0,1,
AA_0392,HZ_BR,Germany,NA,52.01705,14.144171,2017,F,0.67,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0393,HZ_BR,Germany,NA,52.01705,14.144171,2017,F,0.87,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,9,0,0,6,0,6,
AA_0394,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,0.64,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,7,0,0,7,
AA_0395,HZ_BR,Germany,NA,52.01705,14.144171,2017,F,0.87,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0396,HZ_BR,Germany,NA,52.01705,14.144171,2017,F,0.83,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,1,0,23,0,0,23,
AA_0397,HZ_BR,Germany,NA,52.01705,14.144171,2017,M,0.75,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,4,0,0,0,0,0,
AA_0398,HZ_BR,Germany,NA,53.27386,13.486372,2017,F,0.92,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0399,HZ_BR,Germany,NA,52.01705,14.144171,2017,F,0.88,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,12,4,0,16,
AA_0400,HZ_BR,Germany,NA,52.89399,14.173623,2017,F,0.84,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,118,0,0,118,
AA_0401,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,0.87,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,1,0,1,14,0,0,14,
AA_0402,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,0.8,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,3,0,0,0,1,0,1,
AA_0403,HZ_BR,Germany,NA,52.89399,14.173623,2017,M,0.75,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,19,0,0,19,
AA_0404,HZ_BR,Germany,NA,52.89399,14.173623,2017,F,0.8,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,18,0,0,18,
AA_0405,HZ_BR,Germany,NA,52.74772,14.180929,2017,M,0.65,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,
AA_0406,HZ_BR,Germany,NA,53.27386,13.486372,2017,F,0.92,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,20,0,0,20,
AA_0407,HZ_BR,Germany,NA,52.01705,14.144171,2017,M,0.68,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,3,0,3,
AA_0408,HZ_BR,Germany,NA,52.01705,14.144171,2017,F,0.8,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0409,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,0.8,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0410,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,0.64,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0411,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,NA,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,2,0,0,2,
AA_0412,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,NA,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,
AA_0413,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,0.39,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,17,0,0,26,6,0,32,
AA_0414,HZ_BR,Germany,NA,52.76343,13.897624,2017,F,0.28,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0415,HZ_BR,Germany,NA,52.74772,14.180929,2017,F,0.65,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0416,HZ_BR,Germany,NA,52.89399,14.173623,2017,M,0.85,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0417,HZ_BR,Germany,NA,52.68668,14.277127,2017,M,0.74,Mus musculus,FALSE,TRUE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0418,HZ_BR,Germany,NA,52.68668,14.277127,2017,M,0.7,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0419,HZ_BR,Germany,NA,52.68668,14.277127,2017,F,0.84,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0420,HZ_BR,Germany,NA,52.82267,14.272369,2017,M,NA,Mus musculus,FALSE,TRUE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0421,HZ_BR,Germany,NA,52.93842,13.669169,2017,M,0.18,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0422,HZ_BR,Germany,NA,52.50636,14.321503,2017,M,0.83,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,1,0,1,
AA_0423,HZ_BR,Germany,NA,52.50636,14.321503,2017,M,0.85,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0424,HZ_BR,Germany,NA,52.68668,14.277127,2017,F,0.88,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0425,HZ_BR,Germany,NA,52.68668,14.277127,2017,F,0.84,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,3,0,0,3,
AA_0426,HZ_BR,Germany,NA,52.50636,14.321503,2017,M,0.9,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,4,0,0,4,
AA_0427,HZ_BR,Germany,NA,52.68668,14.277127,2017,M,0.79,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,1,0,11,0,0,11,
AA_0428,HZ_BR,Germany,NA,52.68668,14.277127,2017,F,0.83,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,9,0,0,9,
AA_0429,HZ_BR,Germany,NA,52.68668,14.277127,2017,M,1,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,34,0,0,34,
AA_0430,HZ_BR,Germany,NA,52.68668,14.277127,2017,M,0.95,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,10,0,0,10,
AA_0431,HZ_BR,Germany,NA,52.82237,14.272369,2017,M,0.89,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0432,HZ_BR,Germany,NA,52.93842,13.669169,2017,F,0.04,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0433,HZ_BR,Germany,NA,52.82267,14.272369,2017,F,0.91,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0434,HZ_BR,Germany,NA,53.37406,13.64217,2017,M,0.74,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,1,1,2,0,0,2,
AA_0435,HZ_BR,Germany,NA,53.37406,13.64217,2017,M,0.84,Mus musculus,FALSE,FALSE,TRUE,6,0,0,0,0,0,0,0,0,1,55,0,56,
AA_0436,HZ_BR,Germany,NA,52.87884,14.26037,2017,F,0.78,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,
AA_0437,HZ_BR,Germany,NA,52.93842,13.669169,2017,M,0.05,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,4,0,0,4,
AA_0438,HZ_BR,Germany,NA,53.32108,13.6506,2017,M,0.95,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0439,HZ_BR,Germany,NA,52.73734,14.075887,2017,M,0.68,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0440,HZ_BR,Germany,NA,52.87884,14.26037,2017,F,0.83,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,4,0,0,0,0,
AA_0441,HZ_BR,Germany,NA,52.87884,14.26037,2017,F,0.87,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,3,0,0,0,0,0,
AA_0442,HZ_BR,Germany,NA,52.43945,14.270012,2017,M,0.95,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,43,0,0,43,
AA_0443,HZ_BR,Germany,NA,52.87884,14.26037,2017,M,0.84,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0444,HZ_BR,Germany,NA,52.43945,14.270012,2017,F,0.83,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0445,HZ_BR,Germany,NA,52.75081,14.227153,2017,F,0.91,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0446,HZ_BR,Germany,NA,52.68668,14.277127,2017,M,0.84,Mus musculus,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0447,HZ_BR,Germany,NA,52.82267,14.272369,2017,F,1,Mus musculus,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0448,HZ_BR,Germany,NA,52.93842,13.669169,2017,F,0.13,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,2,0,0,2,
AA_0449,HZ_BR,Germany,NA,53.32108,13.6506,2017,M,0.95,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0450,HZ_BR,Germany,NA,53.32108,13.6506,2017,F,0.96,Mus musculus,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0451,HZ_BR,Germany,NA,53.32108,13.6506,2017,F,0.96,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,2,3,0,0,3,
AA_0452,HZ_BR,Germany,NA,53.32108,13.6506,2017,F,0.96,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,1,2,0,0,2,
AA_0453,HZ_BR,Germany,NA,52.87884,14.26037,2017,M,0.94,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0454,HZ_BR,Germany,NA,52.87884,14.26037,2017,F,0.83,Mus musculus,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0455,HZ_BR,Germany,NA,52.87884,14.26037,2017,F,0.83,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0456,HZ_BR,Germany,NA,53.32108,13.6506,2017,M,1,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,2,0,0,2,
AA_0457,HZ_BR,Germany,NA,52.43945,14.270012,2017,F,0.7,Mus musculus,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0458,HZ_BR,Germany,NA,52.43945,14.270012,2017,F,0.83,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,2,0,0,2,
AA_0459,HZ_BR,Germany,NA,52.87884,14.26037,2017,F,0.7,Mus musculus,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0460,HZ_BR,Germany,NA,52.93842,13.669169,2017,F,0.25,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0461,HZ_BR,Germany,NA,52.93842,13.669169,2017,M,0.14,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,4,0,0,4,
AA_0462,HZ_BR,Germany,NA,52.93842,13.669169,2017,F,0.15,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,9,0,0,9,
AA_0463,HZ_BR,Germany,NA,52.87884,14.26037,2017,F,0.89,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,26,0,0,0,0,0,
AA_0464,HZ_BR,Germany,NA,52.10749,13.518458,2017,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0465,HZ_BR,Germany,NA,52.29936,13.3047,2017,M,0.08,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,1,0,3,0,0,3,
AA_0466,HZ_BR,Germany,NA,52.29936,13.3047,2017,F,0,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,2,0,0,0,0,0,
AA_0467,HZ_BR,Germany,NA,52.29936,13.3047,2017,F,0,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,2,0,0,0,0,
AA_0468,HZ_BR,Germany,NA,52.93864,13.670403,2017,F,0.27,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0469,HZ_BR,Germany,NA,51.44782,13.92511,2017,F,0.7,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0470,HZ_BR,Germany,NA,51.44782,13.92511,2017,F,0.7,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,1,
AA_0471,HZ_BR,Germany,NA,51.59192,13.670926,2017,M,0.16,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,99,0,0,99,
AA_0489,HZ_BR,Germany,NA,53.84506,11.4812,2017,F,0.91,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0490,HZ_BR,Germany,NA,53.84506,11.4812,2017,M,0.68,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0491,HZ_BR,Germany,NA,53.84506,11.4812,2017,M,0.68,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,10,0,10,
AA_0492,HZ_BR,Germany,NA,53.84506,11.4812,2017,M,0.89,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0493,HZ_BR,Germany,NA,53.84506,11.4812,2017,M,0.89,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0494,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.89,Mus musculus,FALSE,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0495,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.94,Mus musculus,FALSE,TRUE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0496,HZ_BR,Germany,NA,53.94049,11.6069,2017,F,0.96,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,2,0,33,0,33,
AA_0497,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.95,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,10,0,284,0,284,
AA_0498,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.94,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,28,0,28,
AA_0499,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.88,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,110,0,110,
AA_0500,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.89,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,86,118,0,204,
AA_0501,HZ_BR,Germany,NA,53.94049,11.6069,2017,NA,0.96,Mus musculus,TRUE,TRUE,TRUE,0,0,0,0,0,0,0,0,11,0,0,0,0,
AA_0502,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.94,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,5,0,5,
AA_0503,HZ_BR,Germany,NA,53.94049,11.6069,2017,M,0.89,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,144,0,0,144,
AA_0504,HZ_BR,Germany,NA,53.67821,12.59032,2017,M,0.89,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,3,0,0,3,
AA_0505,HZ_BR,Germany,NA,53.67821,12.59032,2017,F,0.91,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,52,0,0,0,0,0,
AA_0506,HZ_BR,Germany,NA,53.67821,12.59032,2017,F,0.84,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,4,0,0,120,0,0,120,
AA_0507,HZ_BR,Germany,NA,53.67821,12.59032,2017,M,0.74,Mus musculus,NA,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0508,HZ_BR,Germany,NA,53.67821,12.59032,2017,M,0.74,Mus musculus,NA,FALSE,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,
AA_0509,HZ_BR,Germany,NA,53.36395,12.38819,2017,M,0.82,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,3,0,0,3,
AA_0510,HZ_BR,Germany,NA,53.36395,12.38819,2017,F,0.76,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0511,HZ_BR,Germany,NA,53.51885,12.4464,2017,M,0.74,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,6,0,0,6,
AA_0512,HZ_BR,Germany,NA,53.51885,12.4464,2017,F,0.7,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,41,0,0,41,
AA_0513,HZ_BR,Germany,NA,53.51885,12.4464,2017,F,0.96,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0514,HZ_BR,Germany,NA,53.51885,12.4464,2017,M,0.89,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0515,HZ_BR,Germany,NA,53.51885,12.4464,2017,NA,0.96,Mus musculus,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0516,HZ_BR,Germany,NA,51.75877,13.957539,2017,F,0.83,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,8,0,0,8,
AA_0517,HZ_BR,Germany,NA,51.75877,13.957539,2017,M,0.74,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,18,0,0,18,
AA_0518,HZ_BR,Germany,NA,51.33743,13.912772,2017,M,0.67,Mus musculus,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,
AA_0519,HZ_BR,Germany,NA,51.76761,13.679507,2017,M,0.32,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,48,0,0,0,0,0,
AA_0520,HZ_BR,Germany,NA,51.76761,13.679507,2017,F,0.45,Mus musculus,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,2,0,0,1,0,1,
AA_0521,HZ_BR,Germany,NA,51.76761,13.679507,2017,F,0.39,Mus musculus,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,14,25,0,39,
AA_0522,HZ_BR,Germany,NA,51.76761,13.679507,2017,F,0.23,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,35,0,0,35,
AA_0523,HZ_BR,Germany,NA,51.76761,13.679507,2017,M,0.42,Mus musculus,FALSE,TRUE,TRUE,0,0,0,0,0,0,0,0,0,0,93,0,93,
AA_0524,HZ_BR,Germany,Brodowiner Dorfstr. 88,16230,52.29148,13.9621,2018,F,0.8,Mus musculus,TRUE,NA,TRUE,0,0,0,0,0,0,0,0,0,1,10,0,11
AA_0525,HZ_BR,Germany,Brodowiner Dorfstr. 88,16230,52.29148,13.9621,2018,M,0.58,Mus musculus,TRUE,NA,TRUE,0,0,0,0,0,0,0,0,0,13,29,0,42
AA_0526,HZ_BR,Germany,Brodowiner Dorfstr. 1,16230,52.29148,13.9624,2018,M,0.79,Mus musculus,FALSE,NA,TRUE,0,0,0,0,0,0,0,0,10,0,8,0,8
AA_0527,HZ_BR,Germany,Pelitz 3,16230,52.29093,13.9932,2018,M,0.8,Mus musculus,FALSE,NA,TRUE,0,0,0,0,0,0,0,0,0,0,16,0,16
AA_0528,HZ_BR,Germany,Ribbecker Dorfstr. 8,14641,53.30332,13.2567,2018,F,0,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0529,HZ_BR,Germany,Ribbecker Dorfstr. 8,14641,53.30332,13.2567,2018,M,0.05,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0530,HZ_BR,Germany,Wedefelder weg 13,16775,53.30219,13.175,2018,M,0.4,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0531,HZ_BR,Germany,Wedefelder weg 13,16775,53.30219,13.175,2018,F,0,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0532,HZ_BR,Germany,Wedefelder weg 13,16775,53.30219,13.175,2018,M,0.1,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0533,HZ_BR,Germany,Bergsdorfestr. 6,16775,52.29576,13.2821,2018,F,0,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0534,HZ_BR,Germany,Bergsdorfestr. 6,16775,52.29576,13.2821,2018,M,0.1,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0535,HZ_BR,Germany,Bergsdorfestr. 6,16775,52.29576,13.2821,2018,M,0.15,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0536,HZ_BR,Germany,Bergsdorfestr. 6,16775,52.29576,13.2821,2018,M,0.1,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0537,HZ_BR,Germany,Alter Dechtowerweg 2,16833,52.27949,12.7802,2018,M,0.05,Mus musculus,FALSE,NA,TRUE,0,0,0,0,0,0,0,82,33,0,0,0,0
AA_0538,HZ_BR,Germany,Alter Dechtowerweg 2,16833,52.27949,12.7802,2018,F,0,Mus musculus,FALSE,NA,TRUE,0,0,0,0,0,0,10,151,1,0,0,0,0
AA_0539,HZ_BR,Germany,Alter Dechtowerweg 2,16833,52.27949,12.7802,2018,M,0.11,Mus musculus,FALSE,NA,TRUE,0,0,0,0,0,0,2,0,0,0,93,0,93
AA_0540,HZ_BR,Germany,Dorfstr. 1,16833,52.27723,12.722,2018,F,0,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
AA_0541,HZ_BR,Germany,Muhlenweg 5,14728,52.25736,12.3726,2018,M,0.15,Mus musculus,FALSE,NA,TRUE,0,0,0,0,0,0,0,3,0,0,0,0,0
AA_0542,HZ_BR,Germany,Altglietzener Dorfstr. 31,16259,52.28327,14.0908,2018,M,0.88,Mus musculus,FALSE,NA,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0
AA_0543,HZ_BR,Germany,Muhlenweg 5,14728,52.25736,12.3726,2018,F,0,Mus musculus,FALSE,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0
