"Mouse_ID","Target","Task","Reporter","Amp Status","Amp Score","Cq Confidence","FEC_Crypto_Ct","Cq SD","Threshold","Auto Baseline","Baseline Start","Baseline End","plate","FEC_Crypto_Ct1","FEC_Crypto_Ct2","FEC_Crypto_Ct3"
"AA_0974","Unknown","UNKNOWN","FAM","Amp",1.36276148928396,0.977244764692148,27.17,1.11603819427234,0.0672693099232437,"TRUE",3,23,"HZ22_FEC_Crypto_Plate1.eds",27.7776567438247,27.8520221130435,25.8828777059563
"AA_0975","Unknown","UNKNOWN","FAM","Amp",1.31837607204239,0.949054350156415,31.45,0.550572788575615,0.0672693099232437,"TRUE",3,28,"HZ22_FEC_Crypto_Plate1.eds",32.0704608037064,31.2753484217951,31.0131786001834
"AA_0976","Unknown","UNKNOWN","FAM","Amp",1.37542086097282,0.79381545100183,18.82,1.37039799053662,0.0672693099232437,"TRUE",3,16,"HZ22_FEC_Crypto_Plate1.eds",19.8585522193675,19.325854490602,17.2638677252427
"AA_0977","Unknown","UNKNOWN","FAM","Inconclusive",0.87537318951102,0.552309198089274,35.63,1.20331054974875,0.0672693099232437,"TRUE",3,31,"HZ22_FEC_Crypto_Plate1.eds",36.9636855505493,35.2804025434101,34.6324845228859
"AA_0980","Unknown","UNKNOWN","FAM","No Amp",0,0,0,0.911130804096038,0.0672693099232437,"TRUE",3,39,"HZ22_FEC_Crypto_Plate1.eds",36.9178334810181,35.5323292591455,34.8016708883836
"AA_0981","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0672693099232437,"TRUE",3,39,"HZ22_FEC_Crypto_Plate1.eds",NA,NA,NA
"AA_0982","Unknown","UNKNOWN","FAM","Inconclusive",0.856855129638301,0.68420152293324,37.86,0.66068098740046,0.0672693099232437,"TRUE",3,33,"HZ22_FEC_Crypto_Plate1.eds",37.3966898631722,38.331033875956,NA
"AA_0983","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0672693099232437,"TRUE",3,39,"HZ22_FEC_Crypto_Plate1.eds",NA,NA,NA
"AA_0984","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0672693099232437,"TRUE",3,39,"HZ22_FEC_Crypto_Plate1.eds",NA,NA,NA
"AA_0986","Unknown","UNKNOWN","FAM","Amp",1.36884948792183,0.974110837871393,26.45,1.12301981562978,0.0672693099232437,"TRUE",3,24,"HZ22_FEC_Crypto_Plate1.eds",27.3009171356435,26.8798052401853,25.17972802126
"AA_0987","Unknown","UNKNOWN","FAM","Amp",1.33748025239073,0.976233689981327,29.6,1.4350396269325,0.0672693099232437,"TRUE",3,27,"HZ22_FEC_Crypto_Plate1.eds",30.2070871798393,30.6367311277301,27.9643553392913
"AA_0989","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,35.0472777006748
"AA_0990","Unknown","UNKNOWN","FAM","Amp",1.41419139909106,0.841508823422411,26.58,1.27084243405624,0.0399999991059303,"TRUE",3,24,"HZ22_FEC_Crypto_Plate2.eds",27.4168971968443,27.2122364060593,25.120550633068
"AA_0991","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,37.7082320341981,NA
"AA_0992","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,36.7485224515631
"AA_0993","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,NA
"AA_0994","Unknown","UNKNOWN","FAM","Amp",1.36727039179493,0.866755730270454,30.42,0.798771228779566,0.0399999991059303,"TRUE",3,27,"HZ22_FEC_Crypto_Plate2.eds",31.2640202364379,30.3073865937741,29.677666645377
"AA_0995","Unknown","UNKNOWN","FAM","Amp",1.192362015697,0.928777896280087,32.15,1.4500592758193,0.0399999991059303,"TRUE",3,30,"HZ22_FEC_Crypto_Plate2.eds",33.394594800142,32.4876680187396,30.5555227722059
"AA_0996","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,NA
"AA_0997","Unknown","UNKNOWN","FAM","No Amp",0.592047394914194,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,NA
"AA_0998","Unknown","UNKNOWN","FAM","Amp",1.0353076859197,0.64435324759992,34.52,0.599618459504912,0.0399999991059303,"TRUE",3,32,"HZ22_FEC_Crypto_Plate2.eds",35.1112216832907,33.9122530649246,34.5337050791941
"AA_0999","Unknown","UNKNOWN","FAM","Inconclusive",0.83076101284383,0.567567173535087,37.86,0.300630464983376,0.0399999991059303,"TRUE",3,35,"HZ22_FEC_Crypto_Plate2.eds",37.6505730458687,38.2010176144359,37.7162861128693
"AA_1000","Unknown","UNKNOWN","FAM","Amp",0.94441721078988,0.598815086512954,36.49,1.7325806589698,0.0399999991059303,"TRUE",3,32,"HZ22_FEC_Crypto_Plate2.eds",36.0250162417115,35.0405195742788,38.4100204087967
"AA_1001","Unknown","UNKNOWN","FAM","Inconclusive",0.919258679784219,0.588143081251386,34.63,0.92195857082644,0.0399999991059303,"TRUE",3,32,"HZ22_FEC_Crypto_Plate2.eds",35.3833509019923,34.8954884876826,33.599447124468
"AA_1002","Unknown","UNKNOWN","FAM","Amp",1.19791913568577,0.841713394659784,32.53,0.435701038281132,0.0399999991059303,"TRUE",3,30,"HZ22_FEC_Crypto_Plate2.eds",32.4315655379019,33.0114109420574,32.1581582614259
"AA_1003","Unknown","UNKNOWN","FAM","Amp",1.11918680698402,0.827670828069966,32.93,0.379903251634022,0.0399999991059303,"TRUE",3,30,"HZ22_FEC_Crypto_Plate2.eds",33.151292782499,33.1549147855295,32.4950995267129
"AA_1004","Unknown","UNKNOWN","FAM","Amp",0.954166356826197,0.742308877440089,34.69,0.59388297419147,0.0399999991059303,"TRUE",3,32,"HZ22_FEC_Crypto_Plate2.eds",35.1109802021432,34.9460991876662,34.0098632745422
"AA_1007","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,NA
"AA_1008","Unknown","UNKNOWN","FAM","Inconclusive",0.718827699677184,0.259905071656721,36.69,1.01336814283929,0.0399999991059303,"TRUE",3,32,"HZ22_FEC_Crypto_Plate2.eds",36.9256831614373,37.5581380391695,35.5743538248113
"AA_1009","Unknown","UNKNOWN","FAM","Inconclusive",0.809336960672725,0.588346713811536,36.41,1.62170169743719,0.0399999991059303,"TRUE",3,33,"HZ22_FEC_Crypto_Plate2.eds",36.3454076250136,38.0679729488855,34.8267058930597
"AA_1010","Unknown","UNKNOWN","FAM","Amp",1.15622729021686,0.855027831442012,33.13,0.107992343032138,0.0399999991059303,"TRUE",3,30,"HZ22_FEC_Crypto_Plate2.eds",33.1681757053646,33.012848612241,33.2204819978718
"AA_1011","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,35.3969822592126,NA
"AA_1012","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,38.6855378972335
"AA_1013","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0399999991059303,"TRUE",3,39,"HZ22_FEC_Crypto_Plate2.eds",NA,NA,NA
"AA_1014","Unknown","UNKNOWN","FAM","Amp",1.39085058709114,0.943177038254645,27.36,0.324531136375007,0.0399999991059303,"TRUE",3,25,"HZ22_FEC_Crypto_Plate2.eds",27.481344524018,27.6052703771907,26.9915437669348
"AA_1015","Unknown","UNKNOWN","FAM","Amp",1.11388540718403,0.852118438593026,34.52,0.695593080915835,0.0399999991059303,"TRUE",3,31,"HZ22_FEC_Crypto_Plate2.eds",34.0007856368505,35.3066390300051,34.2382494718558
"AA_1016","Unknown","UNKNOWN","FAM","Inconclusive",0.6961669709676,0.0130717426905877,38.93,NA,0.0399999991059303,"TRUE",3,36,"HZ22_FEC_Crypto_Plate2.eds",38.9309768485355,NA,NA
"AA_1017","Unknown","UNKNOWN","FAM","Amp",1.367367297741,0.958574067071295,29.35,0.831349290739647,0.0399999991059303,"TRUE",3,26,"HZ22_FEC_Crypto_Plate2.eds",28.8908990722905,28.8466789739013,30.3082188987112
"AA_1018","Unknown","UNKNOWN","FAM","Amp",0.912162575012274,0.675067910175997,35.6,0.255469842440539,0.0399999991059303,"TRUE",3,33,"HZ22_FEC_Crypto_Plate2.eds",35.7767546583112,35.4154657423538,NA
"AA_1020","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0532214770892388,"TRUE",3,39,"HZ22_FEC_Crypto_Plate3.eds",NA,NA,NA
"AA_1021","Unknown","UNKNOWN","FAM","Amp",1.36765478037981,0.979841970174668,29.88,0.361150804018051,0.0532214770892388,"TRUE",3,26,"HZ22_FEC_Crypto_Plate3.eds",30.2725126502977,29.796487655719,29.56403244622
"AA_1022","Unknown","UNKNOWN","FAM","Amp",1.32916751691831,0.938638620428158,29.66,0.0724370813042285,0.0532214770892388,"TRUE",3,26,"HZ22_FEC_Crypto_Plate3.eds",29.6834732718972,29.5797798894847,29.7192459511349
"AA_1023","Unknown","UNKNOWN","FAM","Amp",1.27404769672541,0.965846724388162,30.22,0.370271644220634,0.0532214770892388,"TRUE",3,26,"HZ22_FEC_Crypto_Plate3.eds",30.1633882534981,30.6150859328446,29.8810243656692
"AA_1024","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0532214770892388,"TRUE",3,39,"HZ22_FEC_Crypto_Plate3.eds",NA,37.4144149265428,NA
"AA_1025","Unknown","UNKNOWN","FAM","Amp",1.30528873847944,0.953098682276522,30.14,0.377199996555809,0.0532214770892388,"TRUE",3,27,"HZ22_FEC_Crypto_Plate3.eds",30.310876241693,30.4029895411601,29.7084917859654
"AA_1026","Unknown","UNKNOWN","FAM","Amp",1.35178885840636,0.983275237131856,30.35,0.324884692756589,0.0532214770892388,"TRUE",3,27,"HZ22_FEC_Crypto_Plate3.eds",30.4275787722723,30.6272137455715,29.9918968669155
"AA_1027","Unknown","UNKNOWN","FAM","Amp",1.3166957903471,0.985844697873827,29.91,0.405273333892594,0.0532214770892388,"TRUE",3,26,"HZ22_FEC_Crypto_Plate3.eds",30.3579029288082,29.7811740709828,29.576307018837
"AA_1028","Unknown","UNKNOWN","FAM","Amp",1.18766466645797,0.861923934785026,34.46,1.01138282333374,0.0532214770892388,"TRUE",3,30,"HZ22_FEC_Crypto_Plate3.eds",33.8825595568833,35.6316237447677,33.8771675086417
"CB_001","Unknown","UNKNOWN","FAM","Inconclusive",0.70364890883579,0.0453010124709133,38.64,NA,0.0532214770892388,"TRUE",3,34,"HZ22_FEC_Crypto_Plate3.eds",38.6427848459213,NA,NA
"CB_002","Unknown","UNKNOWN","FAM","No Amp",0.56301499265485,0,0,NA,0.0532214770892388,"TRUE",3,39,"HZ22_FEC_Crypto_Plate3.eds",NA,NA,NA
"CB_003","Unknown","UNKNOWN","FAM","Amp",1.05515656560552,0.707797112211633,35.26,NA,0.0532214770892388,"TRUE",3,32,"HZ22_FEC_Crypto_Plate3.eds",35.2565667643084,NA,NA
"CB_004","Unknown","UNKNOWN","FAM","Amp",1.32130495792078,0.899561622268491,29.65,0.134000043012319,0.0532214770892388,"TRUE",3,27,"HZ22_FEC_Crypto_Plate3.eds",29.7814701686812,29.5134780856968,29.6456804784434
"CB_005","Unknown","UNKNOWN","FAM","Amp",1.0567253131032,0.75000118666422,31.83,0.245223013618544,0.0532214770892388,"TRUE",3,27,"HZ22_FEC_Crypto_Plate3.eds",31.615882604951,31.7764550780242,32.0974983070059
"ZZ_0087","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0532214770892388,"TRUE",3,39,"HZ22_FEC_Crypto_Plate3.eds",NA,NA,NA
"ZZ_0088","Unknown","UNKNOWN","FAM","Amp",1.20539444120468,0.910912558277989,26.46,0.635679405406972,0.0532214770892388,"TRUE",3,24,"HZ22_FEC_Crypto_Plate3.eds",27.1862869243404,26.218297121621,25.988491122345
"ZZ_0089","Unknown","UNKNOWN","FAM","Amp",1.0649238842606,0.790858070196028,34.36,1.28580368547829,0.0532214770892388,"TRUE",3,31,"HZ22_FEC_Crypto_Plate3.eds",35.2158719837486,34.9831205107912,32.8815594996044
"ZZ_0090","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0532214770892388,"TRUE",3,39,"HZ22_FEC_Crypto_Plate3.eds",NA,NA,NA
"ZZ_0091","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0532214770892388,"TRUE",3,39,"HZ22_FEC_Crypto_Plate3.eds",NA,NA,NA
"ZZ_0092","Unknown","UNKNOWN","FAM","No Amp",0,0,0,NA,0.0532214770892388,"TRUE",3,39,"HZ22_FEC_Crypto_Plate3.eds",NA,NA,NA
"ZZ_0093","Unknown","UNKNOWN","FAM","Amp",1.32631806419987,0.948489292770143,30.74,0.163178349141093,0.0399999991059303,"TRUE",3,28,"HZ22_FEC_Crypto_Plate2.eds",30.9250243366109,30.6137426549488,30.6844758584286
