"","Mouse_ID","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","Death","Dissection_Date","Spleen","Trichuris_muris","Zfy2","Y","Notes","Mastophorus_muris","Catenotaenia_pusilla","Address","Status","Left_Embryo","Right_Embryo","Worms_presence","Heligmosomoides_polygurus","Heterakis_sp","counter","Date_count","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","PBS_dil_in_mL","OPG","Ncells","Region","Body_Weight","Body_Length","Ectoparasites_Logical","Left_Epididymis","Feces_Weight","Liver","Right_Ovarium_Weight","Left_Ovarium_Weight","Seminal_Vesicles_Weight","Left_Testis","Right_Testis","Tail_Length","Trap_Date","Ticks","eimeriaSpecies","MC.Eimeria","delta_ct_cewe_MminusE","Ct.Eimeria","Ct.Mus","IL.12","IRG6","CXCR3","IL-6","GBP2","IFNy","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IL17A_CD4","IFNy_CD8","Position","Ct_mean","Oocyst_Predict","COCE","CEWE","ILWE","CECE","COWE","SICE","Aspiculuris_sp","Taenia_sp","Hymenolepis_sp"
"284","AA_0328","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100/125","120","90","100","mm","dm","dm","mm","mm","dd",13,0.76,NA,"15/09/17",19,0,NA,NA,"",0,0,"Dorfstrasse 84 Storkow","young",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",7.65,64.2,FALSE,NA,0.05,NA,NA,NA,NA,NA,NA,68.05,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"285","AA_0329","M",14.0189,51.9661,2017,"m","m","m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm",14,1,NA,"15/09/17",0.0206,0,NA,NA,"",0,0,"Haus am See 23 Briesensee",NA,NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.09,80.24,FALSE,0.0178,0.61,NA,NA,NA,0.0869,0.0603,0.0618,80.38,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"286","AA_0330","M",13.9906,52.5692,2017,"d",NA,"m","m","d","m","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",13,0.894736842,NA,"15/09/17",0.0206,0,NA,NA,"",0,0,"Alt-Ruhlsdorf strasse 14 15344 Straussberg",NA,NA,NA,TRUE,0,0,"Lorenzo","2017",0,0,0,0,0,0,0,0,0,1,0,8,"mus",15.75,82.68,FALSE,0.0185,0.19,NA,NA,NA,0.1134,62,0.0641,77.85,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
"287","AA_0331","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","mm","mm","mm",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm",12,0.956521739,NA,"15/09/17",36,0,NA,NA,"",1,0,"TEMP1",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.77,80.89,FALSE,NA,0.12,NA,6,45,NA,NA,NA,75.87,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0
"288","AA_0332","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","dm","mm","mm",NA,"95","125","120","90","80",NA,"mm","mm","mm","mm","mm",12,0.956521739,NA,"15/09/17",0.0306,0,NA,NA,"",0,0,"TEMP1","post partum (lactating)",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",16.89,82.56,FALSE,NA,0.4,NA,0.0041,0.0032,NA,NA,NA,76.29,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0
"289","AA_0333","M",13.4781,53.1153,2017,"m","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm",14,0.9,NA,"15/09/17",0.0885,0,NA,NA,"left kidney regressed",0,6,"TEMP1",NA,NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.87,82.12,FALSE,0.0185,0.46,NA,NA,NA,0.0938,0.0528,0.05,76.82,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.71,3987,NA,NA,NA,NA,NA,NA,45,0,0
"290","AA_0334","M",14.0078,52.6825,2017,"m","m","m","m","m","m",NA,"m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.947368421,NA,"15/09/17",0.0209,0,NA,NA,"",0,0,"Hauptstrasse 58 15345 Harnedorf",NA,NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",12.16,73.26,FALSE,0.0173,0.05,NA,NA,NA,0.1107,0.0718,0.0748,68.44,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"291","AA_0335","F",14.0542,51.9744,2017,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","100","120","70","80/100","mm","mm","dd","mm","mm","dm",13,0.84,NA,"15/09/17",0.0297,0,NA,NA,"",0,0,"Waldstrasse 1",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",13.65,76.7,TRUE,NA,0.51,NA,0.0029,0.0027,NA,NA,NA,71.65,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0
"292","AA_0336","M",13.4781,53.1153,2017,"m","m","m","m","d","m","m","m",NA,"95","125","120","70/90","80",NA,"mm","mm","mm","mm","mm",13,0.944444444,NA,"15/09/17",0.0103,0,NA,NA,"",0,2,"TEMP1","young",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",5.26,55.3,FALSE,NA,0.08,NA,NA,NA,NA,NA,NA,53.09,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"293","AA_0337","F",14.0817,52.7667,2017,"m",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","70","80",NA,"mm","mm","mm","mm","mm",12,0.913043478,NA,"15/09/17",21,4,NA,NA,"",0,0,"Alte Heerstrasse 39","post partum",0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",14.58,81.18,FALSE,NA,0.6,NA,0.0039,0.0033,NA,NA,NA,73.78,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.82,14338,NA,NA,NA,NA,NA,NA,66,0,0
"294","AA_0338","M",13.8339,52.2694,2017,"d","m","m","d","d","d","d","d","94","100","100","100","100","80/100","dd","dd","dd","dd","dd","dm",14,0.15,NA,"15/09/17",0.0371,0,NA,NA,"white spot on belly",0,0,"Spreehagenstr. 1 15754 Heidesee",NA,NA,NA,TRUE,0,0,"Alice","March2018",1,0,1,0,2,1,5,2,1.5,0.1,2e+05,8,"DyM",17.49,82.87,FALSE,0.0257,0.75,NA,NA,NA,148,0.0827,0.0852,90.18,"14-09-17",NA,NA,FALSE,-15.57,NA,NA,-3.9425,-2.3675,-4.5825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,1,0
"295","AA_0339","M",13.4589,53.1247,2017,"m","m",NA,"m",NA,"d","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",12,0.888888889,NA,"15/09/17",0.0524,0,NA,NA,"",0,0,"JOACHIM3",NA,NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.63,84.42,FALSE,0.0226,0.21,NA,NA,NA,0.1852,0.0579,0.0617,81.46,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,136,0,0
"296","AA_0340","F",13.4589,53.1247,2017,"d",NA,"mm","mm",NA,"mm","mm","mm","94","95","125","120","70/100","80","dd","mm","mm","mm","dm","mm",12,0.826086957,NA,"15/09/17",0.0231,0,NA,NA,"",0,0,"JOACHIM3","pregnant",3,2,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",22.19,80.3,FALSE,NA,0.13,NA,NA,NA,NA,NA,NA,73.83,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,2,0,0
"297","AA_0341","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm",NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",12,0.913043478,NA,"15/09/17",0.0334,0,NA,NA,"",0,0,"Lychenerstrasse 28 17268 templin",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",15.8,80.13,FALSE,NA,0.54,NA,0.0039,0.0046,NA,NA,NA,63.74,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0
"298","AA_0342","F",13.4589,53.1247,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",13,0.84,NA,"15/09/17",36,0,NA,NA,"",0,0,"JOACHIM3","pregnant",1,2,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.21,78.79,FALSE,NA,0.1,NA,NA,NA,NA,NA,NA,76.52,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,67,0,0
"299","AA_0343","F",14.0189,51.9661,2017,"m",NA,"mm","dd","mm","mm","mm","mm","100","95/100","100/125","120","100","80","mm","dm","dm","mm","dd","mm",13,0.76,NA,"15/09/17",0.0414,0,NA,NA,"",0,0,"Haus am See 23 Briesensee",NA,0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",14.79,80.06,FALSE,NA,0.13,NA,0.0064,0.0042,NA,NA,NA,73.72,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"300","AA_0344","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","100","125","120","90","80","mm","dd","mm","mm","mm","mm",13,0.8,NA,"15/09/17",0.06,3,NA,NA,"SG in our tank (mistake)",0,0,"Dorfstrasse 84 Storkow",NA,0,0,TRUE,0,1,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.24,87.46,TRUE,NA,0.38,NA,NA,NA,NA,NA,NA,73.57,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,3,1
"301","AA_0345","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm",14,0.8,NA,"15/09/17",0.03,0,NA,NA,"",0,0,"Dorfstrasse 84 Storkow","young",NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",9.25,64.07,FALSE,NA,0.09,NA,NA,NA,NA,NA,NA,58.32,"14-09-17",NA,NA,TRUE,-7.83,NA,NA,-2.6975,-1.6075,-4.6575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.49,606,NA,NA,NA,NA,NA,NA,0,0,1
"302","AA_0346","F",13.4408,53.0497,2017,"d",NA,NA,"mm","mm","dd","mm","mm","100","100","100/125","120","90","80","mm","dd","dm","mm","mm","mm",12,0.739130435,NA,"15/09/17",0.05,20,NA,NA,"",0,0,"Dorfstrasse 84 Storkow",NA,0,0,TRUE,0,0,"Alice","March2018",2,2,2,1,2,2,2,1,1.75,0.1,239726.02739726,8,"mus",19.29,86.1,FALSE,NA,0.73,NA,NA,NA,NA,NA,NA,77.13,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,10,0,0
"303","AA_0347","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","100","100/125","120",NA,"80","mm","dd","dm","mm",NA,"mm",12,0.705882353,NA,"15/09/17",0.02,0,NA,NA,"",0,0,"Dorfstrasse 84 Storkow","young",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,1,1,0,0,0.25,0.1,625000,8,"mus",6.77,64.54,FALSE,NA,0.04,NA,NA,NA,NA,NA,NA,59.54,"14-09-17",NA,NA,TRUE,-10.955,NA,NA,-5.09,-3.61,-6.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.14,2979,NA,NA,NA,NA,NA,NA,0,0,0
"304","AA_0348","M",13.4408,53.0497,2017,"d","m","m","m","m","m","m","m","100","95","100/125","120",NA,"100","mm","mm","dm","mm",NA,"dd",13,0.777777778,NA,"15/09/17",0.07,8,NA,NA,"",15,0,"Dorfstrasse 84 Storkow",NA,NA,NA,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",17.49,77.47,FALSE,NA,0.04,NA,NA,NA,NA,NA,NA,67.8,"14-09-17",NA,NA,TRUE,-4.945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.16,195,NA,NA,NA,NA,NA,NA,9,0,0
"305","AA_0349","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","94","95","100/125","120",NA,"80","dd","mm","dm","mm",NA,"mm",12,0.695652174,NA,"15/09/17",0.03,71,NA,NA,"",18,0,"Dorfstrasse 84 Storkow",NA,0,0,TRUE,0,0,"Alice","March2018",2,2,2,3,1,2,2,2,2,1,40816.3265306122,8,"mus",18.27,90.95,FALSE,NA,0.49,NA,NA,NA,NA,NA,NA,73.72,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"306","AA_0350","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",14,0.75,NA,"15/09/17",0.05,0,NA,NA,"",0,0,"Dorfstrasse 84 Storkow",NA,NA,NA,NA,0,0,"Alice","March2018",3,0,2,1,1,1,1,2,1.375,1,30555.5555555556,8,"mus",17.18,80.78,TRUE,0.0176,0.45,NA,NA,NA,54,0.0651,0.0662,71.76,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"307","AA_0351","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","100","100","125","120","100","100","mm","dd","mm","mm","dd","dd",13,0.6,NA,"15/09/17",0.2,0,NA,NA,"hepatomegalia. Necrosis on the splee. Hypertrophic mesenteric lymph nodes",29,0,"Dorfstrasse 84 Storkow",NA,0,0,TRUE,0,0,"Alice","March2018",0,3,2,2,2,2,0,1,1.5,0.1,1071428.57142857,8,"mus",20.27,94.9,FALSE,NA,0.14,NA,NA,NA,NA,NA,NA,77.88,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.05623257,13,NA,NA,NA,NA,NA,NA,0,0,1
"308","AA_0352","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm",14,0.8,NA,"15/09/17",0.04,9,NA,NA,"",0,0,"Dorfstrasse 84 Storkow",NA,NA,NA,TRUE,0,0,"Alice","March2018",0,1,1,2,0,2,0,0,0.75,1,6048.38709677419,8,"mus",16.56,79.77,TRUE,17,1.24,NA,NA,NA,91,0.07,77,70.3,"14-09-17",NA,NA,FALSE,-12.66,NA,NA,-7.065,-2.515,2.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.18,5708,NA,NA,NA,NA,NA,NA,17,0,0
"309","AA_0353","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100","120","90/100","100","mm","dm","dd","mm","dm","dd",13,0.68,NA,"15/09/17",0.04,1,NA,NA,"",13,0,"Dorfstrasse 84 Storkow",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",18.85,86.95,FALSE,NA,0.58,NA,NA,NA,NA,NA,NA,77.48,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,11,0,0
"310","AA_0354","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",13,0.8,NA,"15/09/17",0.03,0,NA,NA,"",0,0,"Dorfstrasse 84 Storkow","young",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",7.22,61.21,TRUE,NA,0.08,NA,NA,NA,NA,NA,NA,59.6,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"311","AA_0355","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95","100/125","120","90","100","mm","mm","dm","mm","mm","dd",13,0.8,NA,"15/09/17",0.16,4,NA,NA,"",17,0,"Dorfstrasse 84 Storkow",NA,0,0,TRUE,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",20.09,85.06,FALSE,NA,0.41,NA,NA,NA,NA,NA,NA,79.03,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,7,0,1
"312","AA_0356","F",13.4589,53.1247,2017,"d",NA,"dm","dd","dd","dd","dd","dd","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm",13,0.44,NA,"15/09/17",0.01,0,NA,NA,"",0,0,"JOACHIM3","young",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",7.75,60.66,FALSE,NA,0.16,NA,NA,NA,NA,NA,NA,53.39,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"313","AA_0357","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","94","100","125","120","100","100","dd","dd","mm","mm","dd","dd",13,0.52,NA,"15/09/17",0.07,0,NA,NA,"Died in cage. Small protocol ",0,0,"Dorfstrasse 84 Storkow",NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",10.83,69.37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,63.34,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"314","AA_0358","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","94","95/100","100/125","120","100","80","dd","dm","dm","mm","dd","mm",13,0.64,NA,"15/09/17",0.09,0,NA,NA,"",0,0,"Dorfstrasse 84 Storkow","pregnant",0,0,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",26.7,89.31,TRUE,NA,0.05,NA,NA,NA,NA,NA,NA,73.95,"14-09-17",NA,NA,TRUE,-13.27,NA,NA,-5.155,-2.815,-4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"315","AA_0359","M",13.4864,53.1275,2017,"m","m","m","m","m","d","m","m","100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm",14,0.95,NA,"15/09/17",0.02,0,NA,NA,"",0,0,"Lychenerstrasse 28 17268 templin","young",NA,NA,NA,0,0,"Alice","March2018",0,0,0,0,0,0,0,0,0,0.1,0,8,"mus",9.97,68.21,FALSE,NA,0.44,NA,NA,NA,NA,NA,NA,53.64,"14-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0
"316","AA_0360","F",13.4408,53.0497,2017,"d",NA,"mm","mm",NA,"dd","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm",12,0.739130435,NA,"15/09/17",0.01,0,NA,NA,"",0,0,"Dorfstrasse 84 Storkow",NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",10.9,70.26,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,68.28,"14-09-17",NA,NA,FALSE,-13.48,NA,NA,-4.3275,-2.3375,-5.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.99,851,NA,NA,NA,NA,NA,NA,0,0,0
"317","AA_0361","M",13.4864,53.1275,2017,"m","m","m","m",NA,"d","m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm",12,0.944444444,NA,"15/09/17",0.0601,NA,NA,NA,"Died in cage. Small protocol ",NA,NA,"Lychenerstrasse 28 17268 templin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",19.62,86.14,FALSE,0.0247,NA,NA,NA,NA,0.1498,0.0693,0.0739,86.12,"15-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"318","AA_0362","M",14.1442,52.0172,2017,"d","m","m","m","m","m","m","m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm",14,0.9,NA,"15/09/17",NA,NA,NA,NA,"Died in cage. Small protocol ",NA,NA,"Guhlener dorfstrasse 29 15913 Schwielochser",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mus",15.11,82.76,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,78.55,"15-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"319","AA_0363","M",13.8975,52.2761,2017,"d","m","m","d","d","d","d","d","94","95/100","100","100/120","100","100","dd","dm","dd","dm","dd","dd",14,0.2,NA,"15/09/17",NA,NA,NA,NA,"Died in cage. Small protocol ",NA,NA,"Berghof 2 15859 Rieplos (Storkow) agrarunternehmer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",14.29,74.15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"320","AA_0364","F",13.8975,52.2761,2017,"d","m","dd","dd","dd","dm","dd","dd","94","95/100","100/125","100","100","80","dd","dm","dm","dd","dd","mm",14,0.230769231,NA,"15/09/17",NA,NA,NA,NA,"Died in cage. Small protocol ",NA,NA,"Berghof 2 15859 Rieplos (Storkow) agrarunternehmer",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DyM",18.4,85.41,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,89.2,"15-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
