"Latitude","Longitude","Year","Number_mus_caught","People","Address","Date_set","Time_set","Number_traps_set","Date_collect","Time_collect","Number_rodents_caught"
49.9169,13.0489,2014,4,NA,NA,NA,NA,NA,NA,NA,NA
49.9942,13.0531,2014,3,NA,NA,NA,NA,NA,NA,NA,NA
49.9944444444,13.0538888889,2014,2,NA,NA,NA,NA,NA,NA,NA,NA
49.9944,13.0539,2014,2,NA,NA,NA,NA,NA,NA,NA,NA
50.1419,13.1764,2014,5,NA,NA,NA,NA,NA,NA,NA,NA
50.1472,13.1825,2014,3,NA,NA,NA,NA,NA,NA,NA,NA
52.9008,13.1972,2014,5,NA,NA,NA,NA,NA,NA,NA,NA
50.1494,13.2308,2014,5,NA,NA,NA,NA,NA,NA,NA,NA
50.1775,13.2933,2014,4,NA,NA,NA,NA,NA,NA,NA,NA
50.2161,13.3067,2014,5,NA,NA,NA,NA,NA,NA,NA,NA
52.7886,13.345,2014,2,NA,NA,NA,NA,NA,NA,NA,NA
52.6211,13.3578,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
50.2216666667,13.3741666667,2014,9,NA,NA,NA,NA,NA,NA,NA,NA
50.0281,13.3781,2014,3,NA,NA,NA,NA,NA,NA,NA,NA
50.0691666667,13.3841666667,2014,4,NA,NA,NA,NA,NA,NA,NA,NA
50.0692,13.3842,2014,3,NA,NA,NA,NA,NA,NA,NA,NA
50.0422,13.3864,2014,2,NA,NA,NA,NA,NA,NA,NA,NA
52.7753,13.3878,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
52.7969,13.3994,2014,7,NA,NA,NA,NA,NA,NA,NA,NA
52.88,13.4392,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
52.9156,13.4636,2014,4,NA,NA,NA,NA,NA,NA,NA,NA
52.7169,13.64,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
52.7339,13.6664,2014,9,NA,NA,NA,NA,NA,NA,NA,NA
52.7111,13.7222,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
52.9788888889,13.7327777778,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
52.9789,13.7328,2014,2,NA,NA,NA,NA,NA,NA,NA,NA
53.1333,13.755,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
53.0967,13.7556,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
53.0867,13.7756,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
52.9625,13.8089,2014,5,NA,NA,NA,NA,NA,NA,NA,NA
53.1611,13.8153,2014,2,NA,NA,NA,NA,NA,NA,NA,NA
53.0942,13.8433,2014,5,NA,NA,NA,NA,NA,NA,NA,NA
53.1267,13.8433,2014,4,NA,NA,NA,NA,NA,NA,NA,NA
52.8367,14.1189,2014,7,NA,NA,NA,NA,NA,NA,NA,NA
52.7547,14.1206,2014,3,NA,NA,NA,NA,NA,NA,NA,NA
52.7914,14.1825,2014,5,NA,NA,NA,NA,NA,NA,NA,NA
52.7883,14.2408,2014,4,NA,NA,NA,NA,NA,NA,NA,NA
56.85,19.2,2014,1,NA,NA,NA,NA,NA,NA,NA,NA
57.15,21.75,2014,2,NA,NA,NA,NA,NA,NA,NA,NA
47.78833333,11.98388889,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.13694444,12.02416667,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
48.85944444,12.05138889,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
48.85583333,12.06888889,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
48.85194444,12.09333333,2015,8,NA,NA,NA,NA,NA,NA,NA,NA
49.36194444,12.11777778,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
48.89361111,12.13527778,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
48.83361111,12.145,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
48.91833333,12.14916667,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
48.91333333,12.16,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
48.86138889,12.16055556,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
48.88638889,12.16055556,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
48.88694444,12.16111111,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
48.89111111,12.16833333,2015,5,NA,NA,NA,NA,NA,NA,NA,NA
48.89111111,12.17055556,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
49.38805556,12.18055556,2015,13,NA,NA,NA,NA,NA,NA,NA,NA
48.8375,12.20944444,2015,5,NA,NA,NA,NA,NA,NA,NA,NA
49.46388889,12.2125,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.44666667,12.2325,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
48.88611111,12.23472222,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
48.88555556,12.23555556,2015,14,NA,NA,NA,NA,NA,NA,NA,NA
48.88472222,12.23611111,2015,5,NA,NA,NA,NA,NA,NA,NA,NA
49.64388889,12.23888889,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.67722222,12.245,2015,19,NA,NA,NA,NA,NA,NA,NA,NA
49.47777778,12.24555556,2015,8,NA,NA,NA,NA,NA,NA,NA,NA
48.92555556,12.26722222,2015,6,NA,NA,NA,NA,NA,NA,NA,NA
48.97194444,12.2675,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
49.50444444,12.27305556,2015,7,NA,NA,NA,NA,NA,NA,NA,NA
49.60444444,12.2875,2015,24,NA,NA,NA,NA,NA,NA,NA,NA
49.59527778,12.29416667,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.58611111,12.29972222,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
48.94972222,12.31055556,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
49.98472222,12.31083333,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
48.97166667,12.31666667,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
49.65444444,12.32611111,2015,6,NA,NA,NA,NA,NA,NA,NA,NA
49.6544444444,12.3261111111,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
49.6538888889,12.3277777778,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.65388889,12.32777778,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
48.96777778,12.34805556,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.125,12.35444444,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.4725,12.37722222,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.44888889,12.3775,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.06638889,12.38361111,2015,10,NA,NA,NA,NA,NA,NA,NA,NA
49.09194444,12.38444444,2015,6,NA,NA,NA,NA,NA,NA,NA,NA
49.0919444444,12.3844444444,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.44527778,12.39194444,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.46361111,12.40694444,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.10166667,12.42027778,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.06,12.43194444,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
48.09305556,12.43472222,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
49.11444444,12.43555556,2015,5,NA,NA,NA,NA,NA,NA,NA,NA
48.89805556,12.43916667,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.45722222,12.44055556,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.45472222,12.44916667,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
49.05083333,12.46305556,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.14472222,12.50194444,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.15277778,12.50277778,2015,9,NA,NA,NA,NA,NA,NA,NA,NA
49.35166667,12.50555556,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
49.1275,12.51277778,2015,8,NA,NA,NA,NA,NA,NA,NA,NA
49.39111111,12.51388889,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.36694444,12.52277778,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
49.35194444,12.52555556,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.16416667,12.52805556,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
49.34166667,12.54055556,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.28666667,12.57111111,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.43777778,12.57888889,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.34472222,12.58083333,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
49.42638889,12.59305556,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
49.26194444,12.60638889,2015,10,NA,NA,NA,NA,NA,NA,NA,NA
49.25083333,12.6325,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
52.8186,13.0208,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
52.6372,13.0447,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.8925,13.1278,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.24,13.1647,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.9008,13.1972,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
53.2522,13.3047,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.2531,13.3067,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.2242,13.3122,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
53.2903,13.3306,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.145,13.3775,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
52.7969,13.3994,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
53.0689,13.4286,2015,7,NA,NA,NA,NA,NA,NA,NA,NA
52.8803,13.4383,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.8758,13.4411,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.0478,13.4458,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
53.1478,13.4542,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.9156,13.4636,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
52.9228,13.5436,2015,5,NA,NA,NA,NA,NA,NA,NA,NA
53.1158,13.595,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
52.2742,13.5953,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
52.2725,13.5992,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.2458,13.5994,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.2225,13.6025,2015,10,NA,NA,NA,NA,NA,NA,NA,NA
53.2108,13.6506,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
52.7339,13.6664,2015,18,NA,NA,NA,NA,NA,NA,NA,NA
52.4978,13.6761,2015,6,NA,NA,NA,NA,NA,NA,NA,NA
52.9753,13.7414,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
52.3989,13.7581,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.1406,13.7586,2015,6,NA,NA,NA,NA,NA,NA,NA,NA
52.5844,13.7881,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.8875,13.8119,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
53.1267,13.8433,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.5142,13.8517,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.6053,13.8756,2015,23,NA,NA,NA,NA,NA,NA,NA,NA
53.0039,13.9703,2015,5,NA,NA,NA,NA,NA,NA,NA,NA
52.5689,13.9858,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.0203,14.0356,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.8092,14.0569,2015,4,NA,NA,NA,NA,NA,NA,NA,NA
52.773,14.066,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
52.7667,14.0817,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
52.7914,14.1161,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
52.8367,14.1189,2015,7,NA,NA,NA,NA,NA,NA,NA,NA
52.7547,14.1206,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
52.7408,14.1611,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
52.7508,14.1625,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.6378,14.1833,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
52.3789,14.3106,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
52.6506,14.3217,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
53.9405555556,14.6125,2015,3,NA,NA,NA,NA,NA,NA,NA,NA
53.8422222222,14.6275,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
53.8791666667,14.7002777778,2015,6,NA,NA,NA,NA,NA,NA,NA,NA
53.9991666667,15.1511111111,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
54.0205555556,15.1555555556,2015,2,NA,NA,NA,NA,NA,NA,NA,NA
54.0647222222,15.3841666667,2015,1,NA,NA,NA,NA,NA,NA,NA,NA
14.0997,52.83667,2016,3,"Gregor-Pedro","Hohenwutzener chaussee 3, hohenwutzen","22.09.2016","16h30",15,"23.09.2016","10h10","2 spitzmaus"
13.676085,52.497666,2016,4,"Fiona- Irina","Münchehofer Straße 1, Hoppegarten","22.09.2016","12h00",24,"23.09.2016","12h00",""
13.928061,52.50186,2016,4,"Fiona- Irina","Zindorf","22.09.2016","15h00",24,"23.09.2016","11h20",""
13.4291,52.8402,2016,0,"Paula-Naomi-Jenny","Kreuzbrucher Str 7 , Kreuzbruch (Kreuz7)","22.09.2016","16h14",14,"23.09.2016","13h20","Apodemus"
13.4118,52.8367,2016,0,"Paula-Naomi-Jenny","Kreuzbrucher Str. 2, Kreuzbruch (Kreuz2)","22.09.2016","16h30",16,"23.09.2016","12h15","one dead Apodemus"
13.4392,52.88,2016,0,"Paula-Naomi-Jenny","Mittelstr 1, Hammer","22.09.2016","15h44",11,"23.09.2016","10h04",""
13.4473,52.8778,2016,0,"Paula-Naomi-Jenny","Große Trift, Hammer (Milchkuhhof) ","22.09.2016","15h10",30,"23.09.2016","10h15",""
13.3066,52.90833,2016,3,"Thomas-Jana-Lisa-Kati","Pappelweg 8c; 16775 Löwenberg","22.09.2016","13h00",10,"23.09.2016","15h30","domesticus"
13.599425,52.273117,2016,2,"Nadine-Nicole-Sascha","an den eiskuten 8, 15749 Mittenwalde","22.09.2016","12h50",31,"23.09.2016","11h30",""
13.840138,52.267513,2016,1,"Nadine-Nicole-Sascha","Wolziger hautpstrasse 24, Wolzig","22.09.2016","14h00",7,"23.09.2016","17h05",""
13.978059,52.24886,2016,0,"Nadine-Nicole-Sascha","Herr Kunitz","22.09.2016","17h00",22,"23.09.2016","17h40","9 feldmaus"
13.595,52.281,2016,0,"Nadine-Nicole-Sascha","Freiherr-von-loeben strasse 2, 15749 Mittenwalde (Lamahof)","22.09.2016","12h30",17,"23.09.2016","10h45",""
13.765197,52.291317,2016,0,"Nadine-Nicole-Sascha","Berliner strasse 14, 15754 friedersdorf (klein tier und zuchbedarf egon hertel)","22.09.2016","13h40",10,"23.09.2016","16h44",""
13.600134,52.246817,2016,0,"Nadine-Nicole-Sascha","Marienhof 5, 15741 bestensee","22.09.2016","13h55",10,"23.09.2016","12h19",""
13.9973386,52.265571,2016,0,"Nadine-Nicole-Sascha","western salon pferdepension, ines Roggisch","22.09.2016","17h30",10,"23.09.2016","18h20",""
13.877991,52.75719,2016,0,"Gregor-Pedro","Apfelallee 7, Kruge","23.09.2016","13h00",11,"24.09.2016","13h00","4 Spitzmäuse"
13.730395,52.7463,2016,0,"Gregor-Pedro","Schönholzerstr. 8 , Grüntal","23.09.2016","16h45",13,"24.09.2016","11h00","2 Spitzmäuse"
13.887276,52.757041,2016,0,"Gregor-Pedro","Weidenweg 18, 16259 Kruge","23.09.2016","12h30",6,"24.09.2016","8h00","1 spitzmaus "
13.837148,52.780079,2016,0,"Gregor-Pedro","Eberswalderstr. 2, Breydin- Trampe","23.09.2016","15h20",6,"24.09.2016","09h00",""
13.8024416667,52.7595889,2016,0,"Gregor-Pedro","Lindenstr. 5, Klobbicke","23.09.2016","15h45",6,"24.09.2016","09h15","1 Wühlmaus"
13.4638,52.9161,2016,9,"Paula-Naomi","Dorfallee 39, 16559 Liebenthal","23.09.2016","11h00",16,"24.09.2016","12h30","2 dead Mus musculus"
13.5998,52.8421,2016,1,"Paula-Naomi","Klandorfer Str. 60, Marienwerder","23.09.2016","16h55",5,"24.09.2016","11h25",""
13.558,52.8254,2016,0,"Paula-Naomi","Dorfstr. 63, Ruhlsdorf","23.09.2016","16h05",7,"24.09.2016","11h00",""
13.5516,52.7904,2016,0,"Paula-Naomi","Prendener Dorfstr. 39, Prenden","23.09.2016","15h40",10,"24.09.2016","10h20",""
13.4417,52.7805,2016,0,"Paula-Naomi","Dorfstr. 62, Stolzenhagen","23.09.2016","14h10",6,"24.09.2016","10h00",""
13.48,52.7918,2016,0,"Paula-Naomi","Hauptstr. 49, Klosterfelde","23.09.2016","14h45",11,"24.09.2016","09h30",""
13.676085,52.497666,2016,6,"Fiona- Irina","Münchehofer Straße 1, Hoppegarten","23.09.2016","13h00",15,"24.09.2016","13h30",""
13.903849,52.478733,2016,0,"Fiona- Irina","Kageler Weg 14, Lichtenow","23.09.2016","11h50",17,"24.09.2016","15h50",""
13.898133,52.518554,2016,0,"Fiona- Irina","Mitschurinstr. 1, Rehfelde","23.09.2016","15h45",16,"24.09.2016","15h10",""
13.30472,52.9935,2016,4,"Thomas-Jana-Lisa-Kati","Mildenberger Str. 1, Mildenberg","23.09.2016","",28,"24.09.2016","","4 + eine entlaufene"
13.707342,52.242122,2016,1,"Nadine-Nicole-Sascha","Dorfanger 7, 15754 Gräbendorf","23.09.2016","16h30",12,"24.09.2016","16h40",""
13.840138,52.267513,2016,7,"Nadine-Nicole-Sascha","Wolziger hautpstrasse 24, Wolzig","23.09.2016","17h30",8,"24.09.2016","17h00",""
13.560048,52.243685,2016,0,"Nadine-Nicole-Sascha","Siedlung 19, 15749 Gallun","23.09.2016","12h47",12,"24.09.2016","11h30","1 Brandmaus"
13.58843,52.21563,2016,2,"Nadine-Nicole-Sascha","Am Tonsee 4, Mittenwalde","23.09.2016","13h40",25,"24.09.2016","12h50",""
13.666418,52.733898,2016,0,"Gregor-Pedro","Dorfstr. 22, Danewitz","24.09.2016","15h50",20,"25.09.2016","12h15","2 Spitzmäuse"
13.64,52.716944,2016,2,"Gregor-Pedro","Bahnhofstr. 21, Bernau (Rüdnitz)","24.09.2016","15h15",10,"25.09.2016","11h45",""
13.644722,52.714056,2016,0,"Gregor-Pedro","Bergstr. 4B, Bernau (Rüdnitz)","24.09.2016","15h00",10,"25.09.2016","11h30",""
13.722576,52.71158,2016,0,"Gregor-Pedro","Kastanienstr. 27, Tempelfelde","24.09.2016","13h20",10,"25.09.2016","11h00","1 Spitzmaus"
13.802443,52.759589,2016,0,"Gregor-Pedro","Lindenstr. 22, Klobbicke","24.09.2016","10h00",9,"25.09.2016","10h15",""
13.482913,52.45388,2016,0,"Gregor-Pedro","Lindenstr. 5, Klobbicke","24.09.2016","15h45",5,"25.09.2016","9h15",""
13.683618,52.633745,2016,0,"Fiona- Irina","Löhmer dorfstr. 24, Werneuchen","24.09.2016","11h10",32,"25.09.2016","14h20",""
13.698956,52.600233,2016,0,"Fiona- Irina","Wegendorfer Weg 1, Werneuchen","24.09.2016","10h30",20,"25.09.2016","15h10",""
13.875585,52.34145,2016,0,"Fiona- Irina","Hauptstr. 26, spreenhagen","24.09.2016","17h00",11,"25.09.2016","10h30","1 Brandmaus+ 1 spitzmaus"
13.7336,52.9784,2016,13,"Paula-Naomi","Zehdenicker Str 8, 16247 Joachimsthal","24.09.2016","16h30",28,"25.09.2016","12h00",""
13.636433,52.890269,2016,0,"Paula-Naomi","Mittelstr. 5, 16244 Eichhorst","24.09.2016","14h30",19,"25.09.2016","08h30","2 Spitzmäuse"
13.63666,52.89051,2016,0,"Paula-Naomi","Schulstr. 10, 16244 Eichhorst","24.09.2016","15h10",13,"25.09.2016","9h00","1 Spitzmaus"
13.55461,52.78755,2016,2,"Paula-Naomi","Mühlengasse 14, 16348 Wandlitz (Prenden)","22.09.2016","10h45",24,"23.09.2016","7h45",""
13.707342,52.242122,2016,1,"Nadine-Nicole-Sascha","Dorfanger 7, 15754 Gräbendorf","24.09.2016","16h20",14,"25.09.2016","14h20","2 dead Mus musculus"
13.763339,52.106315,2016,0,"Nadine-Nicole-Sascha","Pferdeoase, Märkisch Buchholz","24.09.2016","15h15",10,"25.09.2016","9h30",""
13.30472,52.9935,2016,6,"Thomas-Jana-Lisa-Kati","Mildenberger Str. 1, Mildenberg","24.09.2016","10h00",16,"25.09.2016","10h15",""
13.251838,53.00027,2016,0,"Thomas-Jana-Lisa-Kati","Badinger Dorferstr. 40, Badingen","24.09.2016","13h30",10,"25.09.2016","10h45",""
13.090672,53.072079,2016,0,"Thomas-Jana-Lisa-Kati","Granseer Str 45, Großwoltersdorf","24.09.2016","14h30",11,"25.09.2016","11h45",""
13.029748,53.14144,2016,0,"Thomas-Jana-Lisa-Kati","IGB","24.09.2016","15h30",10,"25.09.2016","13h15",""
13.14741,53.172124,2016,0,"Thomas-Jana-Lisa-Kati","Bornmühlenstr., Fürstenberg","24.09.2016","17h30",19,"25.09.2016","14h00",""
13.1949,51.909612,2016,1,"Emanuel-Victor","Siedlung 11, Gräfendorf","24.09.2016","14h54",25,"25.09.2016","16h20",""
13.462218,51.863059,2016,0,"Emanuel-Victor","Rosenthal 62","24.09.2016","16h40",8,"25.09.2016","11h45",""
13.463558,51.862758,2016,3,"Emanuel-Victor","15936 Rosenthal 38","24.09.2016","16h00",13,"25.09.2016","11h15","d1 died in the lab"
13.460798,51.86995,2016,0,"Emanuel-Victor","15936 Rosenthal 10","24.09.2016","16h30",6,"25.09.2016","11h06",""
13.113572,51.895026,2016,0,"Emanuel-Victor","Körbitz 11","24.09.2016","13h45",15,"25.09.2016","12h35",""
13.082355,52.031213,2016,1,"Emanuel-Victor","14913 Grüna 17","24.09.2016","11h36",15,"25.09.2016","13h00",""
13.084008,52.030218,2016,0,"Emanuel-Victor","14913 Grüna 10","24.09.2016","11h00",14,"25.09.2016","15h00",""
13.04327,51.929931,2016,0,"Emanuel-Victor","Oehna 59","24.09.2016","12h40",6,"25.09.2016","15h20",""
13.043982,51.929943,2016,1,"Emanuel-Victor","Oehna 62","24.09.2016","13h00",8,"25.09.2016","15h30",""
13.89739,52.95691,2016,5,"Gregor-Pedro","Kirchstr. 1, Groß Ziethen","25.09.2016","14h30",5,"26.09.2016","10h00",""
13.924824,52.929032,2016,0,"Gregor-Pedro","Serwester Dorfstr. 72, Serwest","25.09.2016","15h15",11,"26.09.2016","9h30",""
13.79691,53.12959,2016,0,"Paula-Naomi","Groß Fredenwalde 29, 17268 Gerswalde","25.09.2016","15h45",16,"26.09.2016","10h20","2 Spitzmäuse, 2 Apodemus"
13.76991,53.12783,2016,0,"Paula-Naomi","Klein Fredenwalde ","22.09.2016","15h00",13,"26.09.2016","10h45","1 Apodemus"
13.76791,53.02505,2016,0,"Paula-Naomi","Glambecker Str. 23, Parlow","25.09.2016","11h00",17,"26.09.2016","09h00",""
13.766596,53.02507,2016,0,"Paula-Naomi","Glambecker Str. 22, Parlow","25.09.2016","10h30",19,"26.09.2016","8h50","1 Spitzmaus"
13.71264,53.06147,2016,0,"Paula-Naomi","Templiner Str. 18D, 17268 Temmen-Ringenwalde","25.09.2016","16h00",15,"26.09.2016","09h50","2 Spitzmäuse, 2 Apodemus"
13.787479,52.754538,2016,3,"Gregor-Pedro","Kirchstr.13, Tuchen","25.09.2016","10h20",10,"26.09.2016","17h00","1 Spitzmaus"
