"counter","Mouse_ID","Feces_g","PBS_dil_in_mL","N_oocysts_sq1","N_oocysts_sq2","N_oocysts_sq3","N_oocysts_sq4","positive_too_low_to_count","comments","N_oocysts_sq5","N_oocysts_sq6","N_oocysts_sq7","N_oocysts_sq8","mean_neubauer","OPG"
"Lorenzo","SK_3208","0.207","1","0","0","0","0","FALSE","","0","0","0","0","0","0"
"Lorenzo","SK_3209","0.311","1","0","0","0","0","FALSE","","0","0","0","0","0","0"
"Lorenzo","SK_3210","0.234","1","0","0","0","0","FALSE","low","0","0","0","0","0","0"
"Lorenzo","SK_3211","0.139","1","0","0","0","0","FALSE","","0","0","0","0","0","0"
"Lorenzo","SK_3212","0.224","1","0","0","0","0","FALSE","","0","0","0","0","0","0"
"Lorenzo","AA_0237","0.34","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0238","0.11","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0239","0.36","1","0","0","0","0","postive* ","","0","0","0","0","0","0"
"Lorenzo","AA_0240","0.71","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0242","0.9","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0243","0.54","1","1","1","1","4","","","1","1","1","1","1.375","25462.962962963"
"Lorenzo","AA_0245","0.34","1","3","5","7","5","","","6","5","3","8","5.25","154411.764705882"
"Lorenzo","AA_0246","0.11","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0247","1.2","1","1","1","2","1","","","2","4","4","4","2.375","19791.6666666667"
"Lorenzo","AA_0248","0.41","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0249","0.82","1","2","4","4","8","","","8","6","8","2","5.25","64024.3902439024"
"Lorenzo","AA_0250","0.34","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0251","1.02","1","1","0","1","0","","","2","0","0","1","0.625","6127.45098039216"
"Lorenzo","AA_0252","0.9","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0253","0.12","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0254","0.54","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0255","0.06","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0256","0.28","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0257","0.85","1","2","4","6","3","2","","4","3","3","3","3.5","41176.4705882353"
"Lorenzo","AA_0258","0.3","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0259","0.28","1","0","2","0","0","0","","0","0","1","1","0.5","17857.1428571429"
"Lorenzo","AA_0260","0.34","1","0","0","0","0","0","","0","1","1","1","0.375","11029.4117647059"
"Lorenzo","AA_0261","0.43","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0262","0.2","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0263","0.27","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0264","0.19","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0265","0.13","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0268","0.75","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0269","0.09","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0270","1.12","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0271","0.28","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0272","0.14","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0273","0.31","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0274","0.28","1","0","0","0","0","","","0","1","0","0","0.125","4464.28571428571"
"Lorenzo","AA_0275","0.13","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0276","0.21","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0277","0.22","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0278","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0279","0.35","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0280","0.07","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0281","0.19","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0282","0.21","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0283","0.19","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0284","0.05","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0285","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0286","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0288","0.26","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0289","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0290","0.18","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0291","0.34","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0295","0.06","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0296","0.91","1","3","3","5","2","","","4","6","3","5","3.875","42582.4175824176"
"Lorenzo","AA_0297","0.39","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0298","0.13","1","6","7","8","8","","","3","1","4","6","5.375","413461.538461538"
"Lorenzo","AA_0299","0.45","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0300","0.24","1","0","0","0","0","Nematod","","0","0","0","0","0","0"
"Lorenzo","AA_0301","0.6","1",NA,NA,NA,NA,"check again","",NA,NA,NA,NA,"NaN","NaN"
"Lorenzo","AA_0302","0.43","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0303","0.04","1","0","0","0","0","","","0","1","1","0","0.25","62500"
"Lorenzo","AA_0304","0.69","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0306","0.46","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0307","0.56","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0308","0.52","1","1","1","0","1","","","0","0","2","1","0.75","14423.0769230769"
"Lorenzo","AA_0309","0.06","1","0","0","1","0","","","0","0","0","1","0.25","41666.6666666667"
"Lorenzo","AA_0310","0.07","1","0","0","0","0","","","1","0","0","0","0.125","17857.1428571429"
"Lorenzo","AA_0311","0.29","1","0","1","0","1","","","0","0","0","0","0.25","8620.68965517241"
"Lorenzo","AA_0312","0.45","1","4","0","3","8","","","3","3","0","3","3","66666.6666666667"
"Lorenzo","AA_0313","0.16","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0314","0.12","1","0","1","2","2","","","3","2","1","3","1.75","145833.333333333"
"Lorenzo","AA_0315","0.79","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0316","0.31","1","5","1","2","2","","","4","0","0","1","1.875","60483.8709677419"
"Lorenzo","AA_0317","0.49","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0318","0.19","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0319","0.84","1","1","7","2","6","","","4","2","5","4","3.875","46130.9523809524"
"Lorenzo","AA_0320","0.74","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0321","0.41","1","1","0","1","0","","","1","1","3","0","0.875","21341.4634146341"
"Lorenzo","AA_0322","0.6","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0323","0.75","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0324","0.33","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0325","0.29","1","0","0","1","0","","","0","2","0","0","0.375","12931.0344827586"
"Lorenzo","AA_0326","0.51","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0327","0.12","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0328","0.05","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0329","0.61","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0330","0.19","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0331","0.12","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0332","0.4","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0333","0.46","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0334","0.05","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0335","0.51","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0336","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0337","0.6","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0338","0.75","1","1","0","0","1","","","1","1","0","0","0.5","6666.66666666667"
"Lorenzo","AA_0339","0.21","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0340","0.13","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0341","0.54","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0342","0.1","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0343","0.13","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0344","0.38","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0345","0.09","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0346","0.73","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0347","0.04","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0348","0.04","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0349","0.49","1","1","3","0","0","","2 mice same cage ^!! ","0","0","1","1","0.75","15306.1224489796"
"Lorenzo","AA_0350","0.45","1","0","0","0","0","","","1","1","0","0","0.25","5555.55555555556"
"Lorenzo","AA_0351","0.14","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0352","1.24","1","0","0","0","0","","","0","1","0","0","0.125","1008.06451612903"
"Lorenzo","AA_0353","0.58","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0354","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0355","0.41","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0356","0.16","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0358","0.05","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0359","0.44","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0365","0.08","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0366","0.33","1","16","27","21","22","","","50","37","24","26","27.875","844696.96969697"
"Lorenzo","AA_0367","0.06","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0368","0.51","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0369","0.75","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0370","0.73","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0371","0.29","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0372","0.03","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0373","0.77","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0374","0.22","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0375","0.19","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0376","0.65","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0377","0.36","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0378","0.28","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0379","0.01","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0380","0.2","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0381","0.06","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0382","0.92","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0383","0.56","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0384","0.33","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0385","0.29","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0386","0.32","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0387","0.78","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0388","0.05","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0389","0.25","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0390","0.86","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0391","0.92","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0392","0.06","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0393","0.13","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0394","0.6","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0395","0.06","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0396","0.01","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0397","0.02","1","6","7","7","3","","","2","3","3","2","4.125","2062500"
"Lorenzo","AA_0398","0.18","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0399","0.28","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0400","0.3","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0401","0.27","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0402","0.01","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0403","0.67","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0404","0.63","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0405","0.54","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0406","0.31","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0407","0.35","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0408","0.39","1","1","1","2","2","","","3","2","1","2","1.75","44871.7948717949"
"Lorenzo","AA_0409","0.74","1","2","4","5","3","","","4","3","6","1","3.5","47297.2972972973"
"Lorenzo","AA_0410","0.18","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0411","0.88","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0412","0.58","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0413","0.16","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0414","1.06","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0422","0.29","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0423","0.27","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0424","1.11","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0425","0.16","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0426","0.35","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0427","0.62","1","1","0","0","0","","","0","0","0","0","0.125","2016.12903225806"
"Lorenzo","AA_0428","1.19","1","0","1","2","5","","","0","3","0","3","1.75","14705.8823529412"
"Lorenzo","AA_0429","0.81","1","1","1","0","0","","","0","0","0","3","0.625","7716.04938271605"
"Lorenzo","AA_0430","0.64","1","41","32","22","19","","","38","29","35","29","30.625","478515.625"
"Lorenzo","AA_0431","0.68","1","0","0","3","2","","","0","0","4","3","1.5","22058.8235294118"
"Lorenzo","AA_0432","0.48","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0433","0.01","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0434","0.16","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0435","0.69","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0436","0.64","1","1","0","0","0","","","2","1","0","0","0.5","7812.5"
"Lorenzo","AA_0437","0.1","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0438","0.32","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0439","0.49","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0440","0.81","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0441","0.11","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0442","0.43","1","0","0","0","0","negativ","","0","0","0","0","0","0"
"Lorenzo","AA_0443","0.26","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0444","0.68","1","0","0","0","0","positive*","","0","0","0","0","0","0"
"Lorenzo","AA_0445","0.56","1","8","7","13","14","","","17","10","15","12","12","214285.714285714"
