Mouse_ID,Year,counter,Feces_g,PBS_dil,N_oocysts_sq1,N_oocysts_sq2,N_oocysts_sq3,N_oocysts_sq4,N_oocysts_sq5,N_oocysts_sq6,N_oocysts_sq7,N_oocysts_sq8,mean_neubauer,oocysts_in_feces,OPG
AA_0379,2017,Alice,,,,,,,,,,,,,
AA_0380,2017,Alice,,,,,,,,,,,,,
AA_0381,2017,Alice,,,,,,,,,,,,,
AA_0382,2017,Alice,,,,,,,,,,,,,
AA_0383,2017,Alice,,,,,,,,,,,,,
AA_0384,2017,Alice,,,,,,,,,,,,,
AA_0385,2017,Alice,,,,,,,,,,,,,
AA_0386,2017,Alice,,,,,,,,,,,,,
AA_0387,2017,Alice,,,,,,,,,,,,,
AA_0388,2017,Alice,,,,,,,,,,,,,
AA_0389,2017,Alice,,,,,,,,,,,,,
AA_0390,2017,Alice,,,,,,,,,,,,,
AA_0391,2017,Alice,,,,,,,,,,,,,
AA_0392,2017,Alice,,,,,,,,,,,,,
AA_0393,2017,Alice,,,,,,,,,,,,,
AA_0394,2017,Alice,,,,,,,,,,,,,
AA_0395,2017,Alice,,,,,,,,,,,,,
AA_0396,2017,Alice,,,,,,,,,,,,,
AA_0397,2017,Alice,,,,,,,,,,,,,
AA_0398,2017,Alice,,,,,,,,,,,,,
AA_0399,2017,Alice,,,,,,,,,,,,,
AA_0400,2017,Alice,,,,,,,,,,,,,
AA_0401,2017,Alice,,,,,,,,,,,,,
AA_0402,2017,Alice,,,,,,,,,,,,,
AA_0403,2017,Alice,,,,,,,,,,,,,
AA_0404,2017,Alice,,,,,,,,,,,,,
AA_0405,2017,Alice,,,,,,,,,,,,,
AA_0406,2017,Alice,,,,,,,,,,,,,
AA_0407,2017,Alice,,,,,,,,,,,,,
AA_0408,2017,Alice,,,,,,,,,,,,,
AA_0409,2017,Alice,,,,,,,,,,,,,
AA_0410,2017,Alice,,,,,,,,,,,,,
AA_0411,2017,Alice,,,,,,,,,,,,,
AA_0412,2017,Alice,,,,,,,,,,,,,
AA_0413,2017,Alice,,,,,,,,,,,,,
AA_0414,2017,Alice,,,,,,,,,,,,,
AA_0415,2017,Alice,,,,,,,,,,,,,
AA_0416,2017,Alice,,,,,,,,,,,,,
AA_0417,2017,Alice,,,,,,,,,,,,,
AA_0418,2017,Alice,,,,,,,,,,,,,
AA_0419,2017,Alice,,,,,,,,,,,,,
AA_0420,2017,Alice,,,,,,,,,,,,,
AA_0421,2017,Alice,,,,,,,,,,,,,
AA_0422,2017,Alice,,,,,,,,,,,,,
AA_0423,2017,Alice,,,,,,,,,,,,,
AA_0424,2017,Alice,,,,,,,,,,,,,
AA_0425,2017,Alice,,,,,,,,,,,,,
AA_0426,2017,Alice,,,,,,,,,,,,,
AA_0427,2017,Alice,,,,,,,,,,,,,
AA_0428,2017,Alice,,,,,,,,,,,,,
AA_0429,2017,Alice,,,,,,,,,,,,,
AA_0430,2017,Alice,,,,,,,,,,,,,
AA_0431,2017,Alice,,,,,,,,,,,,,
AA_0432,2017,Alice,,,,,,,,,,,,,
AA_0433,2017,Alice,,,,,,,,,,,,,
AA_0434,2017,Alice,,,,,,,,,,,,,
AA_0435,2017,Alice,,,,,,,,,,,,,
AA_0436,2017,Alice,,,,,,,,,,,,,
AA_0437,2017,Alice,,,,,,,,,,,,,
AA_0438,2017,Alice,,,,,,,,,,,,,
AA_0439,2017,Alice,,,,,,,,,,,,,
AA_0440,2017,Alice,,,,,,,,,,,,,
AA_0441,2017,Alice,,,,,,,,,,,,,
AA_0442,2017,Alice,,,,,,,,,,,,,
AA_0443,2017,Alice,,,,,,,,,,,,,
AA_0444,2017,Alice,,,,,,,,,,,,,
AA_0445,2017,Alice,,,,,,,,,,,,,
AA_0446,2017,Alice,,,,,,,,,,,,,
AA_0447,2017,Alice,,,,,,,,,,,,,
AA_0448,2017,Alice,,,,,,,,,,,,,
AA_0449,2017,Alice,,,,,,,,,,,,,
AA_0450,2017,Alice,,,,,,,,,,,,,
AA_0451,2017,Alice,,,,,,,,,,,,,
AA_0452,2017,Alice,,,,,,,,,,,,,
AA_0453,2017,Alice,,,,,,,,,,,,,
AA_0454,2017,Alice,,,,,,,,,,,,,
AA_0455,2017,Alice,,,,,,,,,,,,,
AA_0456,2017,Alice,,,,,,,,,,,,,
AA_0457,2017,Alice,,,,,,,,,,,,,
AA_0458,2017,Alice,,,,,,,,,,,,,
AA_0459,2017,Alice,,,,,,,,,,,,,
AA_0460,2017,Alice,,,,,,,,,,,,,
AA_0461,2017,Alice,,,,,,,,,,,,,
AA_0462,2017,Alice,,,,,,,,,,,,,
AA_0463,2017,Alice,,,,,,,,,,,,,
AA_0464,2017,Alice,,,,,,,,,,,,,
AA_0465,2017,Alice,,,,,,,,,,,,,
AA_0466,2017,Alice,,,,,,,,,,,,,
AA_0467,2017,Alice,,,,,,,,,,,,,
AA_0468,2017,Alice,,,,,,,,,,,,,
AA_0469,2017,Alice,,,,,,,,,,,,,
AA_0470,2017,Alice,,,,,,,,,,,,,
AA_0471,2017,Alice,,,,,,,,,,,,,
AA_0472,2017,Alice,,,,,,,,,,,,,
AA_0473,2017,Alice,,,,,,,,,,,,,
AA_0474,2017,Alice,,,,,,,,,,,,,
AA_0475,2017,Alice,,,,,,,,,,,,,
AA_0476,2017,Alice,,,,,,,,,,,,,
AA_0477,2017,Alice,,,,,,,,,,,,,
AA_0478,2017,Alice,,,,,,,,,,,,,
AA_0479,2017,Alice,,,,,,,,,,,,,
AA_0480,2017,Alice,,,,,,,,,,,,,
AA_0481,2017,Alice,,,,,,,,,,,,,
AA_0482,2017,Alice,,,,,,,,,,,,,
AA_0483,2017,Alice,,,,,,,,,,,,,
AA_0484,2017,Alice,,,,,,,,,,,,,
AA_0485,2017,Alice,,,,,,,,,,,,,
AA_0486,2017,Alice,,,,,,,,,,,,,
AA_0487,2017,Alice,,,,,,,,,,,,,
AA_0488,2017,Alice,,,,,,,,,,,,,
AA_0489,2017,Alice,,,,,,,,,,,,,
AA_0490,2017,Alice,,,,,,,,,,,,,
AA_0491,2017,Alice,,,,,,,,,,,,,
AA_0492,2017,Alice,,,,,,,,,,,,,
AA_0493,2017,Alice,,,,,,,,,,,,,
AA_0494,2017,Alice,,,,,,,,,,,,,
AA_0495,2017,Alice,,,,,,,,,,,,,
AA_0496,2017,Alice,,,,,,,,,,,,,
AA_0497,2017,Alice,,,,,,,,,,,,,
AA_0498,2017,Alice,,,,,,,,,,,,,
AA_0499,2017,Alice,,,,,,,,,,,,,
AA_0500,2017,Alice,,,,,,,,,,,,,
AA_0501,2017,Alice,,,,,,,,,,,,,
AA_0502,2017,Alice,,,,,,,,,,,,,
AA_0503,2017,Alice,,,,,,,,,,,,,
AA_0504,2017,Alice,,,,,,,,,,,,,
AA_0505,2017,Alice,,,,,,,,,,,,,
AA_0506,2017,Alice,,,,,,,,,,,,,
AA_0507,2017,Alice,,,,,,,,,,,,,
AA_0508,2017,Alice,,,,,,,,,,,,,
AA_0509,2017,Alice,,,,,,,,,,,,,
AA_0510,2017,Alice,,,,,,,,,,,,,
AA_0511,2017,Alice,,,,,,,,,,,,,
AA_0512,2017,Alice,,,,,,,,,,,,,
AA_0513,2017,Alice,,,,,,,,,,,,,
AA_0514,2017,Alice,,,,,,,,,,,,,
AA_0515,2017,Alice,,,,,,,,,,,,,
AA_0516,2017,Alice,,,,,,,,,,,,,
AA_0517,2017,Alice,,,,,,,,,,,,,
AA_0518,2017,Alice,,,,,,,,,,,,,
AA_0519,2017,Alice,,,,,,,,,,,,,
AA_0520,2017,Alice,,,,,,,,,,,,,
AA_0521,2017,Alice,,,,,,,,,,,,,
AA_0522,2017,Alice,,,,,,,,,,,,,
AA_0523,2017,Alice,,,,,,,,,,,,,
A_0001,2016,Alice,,,,,,,,,,,,,
A_0002,2016,Alice,,,,,,,,,,,,,
A_0003,2016,Alice,,,,,,,,,,,,,
SK_2806,2014,Alice,,,,,,,,,,,,,
SK_2807,2014,Alice,,,,,,,,,,,,,
SK_2808,2014,Alice,,,,,,,,,,,,,
SK_2809,2014,Alice,,,,,,,,,,,,,
SK_2810,2014,Alice,,,,,,,,,,,,,
SK_2811,2014,Alice,,,,,,,,,,,,,
SK_2812,2014,Alice,,,,,,,,,,,,,
SK_2813,2014,Alice,,,,,,,,,,,,,
SK_2814,2014,Alice,,,,,,,,,,,,,
SK_2815,2014,Alice,,,,,,,,,,,,,
SK_2816,2014,Alice,,,,,,,,,,,,,
SK_2817,2014,Alice,,,,,,,,,,,,,
SK_2818,2014,Alice,,,,,,,,,,,,,
SK_2819,2014,Alice,,,,,,,,,,,,,
SK_2820,2014,Alice,,,,,,,,,,,,,
SK_2821,2014,Alice,,,,,,,,,,,,,
SK_2822,2014,Alice,,,,,,,,,,,,,
SK_2823,2014,Alice,,,,,,,,,,,,,
SK_2824,2014,Alice,,,,,,,,,,,,,
SK_2825,2014,Alice,,,,,,,,,,,,,
SK_2826,2014,Alice,,,,,,,,,,,,,
SK_2827,2014,Alice,,,,,,,,,,,,,
SK_2828,2014,Alice,,,,,,,,,,,,,
SK_2829,2014,Alice,,,,,,,,,,,,,
SK_2830,2014,Alice,,,,,,,,,,,,,
SK_2831,2014,Alice,,,,,,,,,,,,,
SK_2832,2014,Alice,,,,,,,,,,,,,
SK_2833,2014,Alice,,,,,,,,,,,,,
SK_2834,2014,Alice,,,,,,,,,,,,,
SK_2835,2014,Alice,,,,,,,,,,,,,
SK_2836,2014,Alice,,,,,,,,,,,,,
SK_2837,2014,Alice,,,,,,,,,,,,,
SK_2838,2014,Alice,,,,,,,,,,,,,
SK_2839,2014,Alice,,,,,,,,,,,,,
SK_2840,2014,Alice,,,,,,,,,,,,,
SK_2841,2014,Alice,,,,,,,,,,,,,
SK_2842,2014,Alice,,,,,,,,,,,,,
SK_2843,2014,Alice,,,,,,,,,,,,,
SK_2844,2014,Alice,,,,,,,,,,,,,
SK_2845,2014,Alice,,,,,,,,,,,,,
SK_2846,2014,Alice,,,,,,,,,,,,,
SK_2847,2014,Alice,,,,,,,,,,,,,
SK_2848,2014,Alice,,,,,,,,,,,,,
